Identifier,name,nation,club,field,position,OVR,PAC,SHO,PAS,DRI,DEF,PHY
gheorghegrozav_ROM,Gheorghe Grozav,Romania,FC Petrolul,MF,Side_Midfielder,67,76,66,63,67,32,66
papehabibgueye_SEN,Pape Habib Gueye,Senegal,Aberdeen,FW,Striker,67,77,66,54,65,21,76
daoudaguindo_MAL,Daouda Guindo,Mali,RB Salzburg,DF,Left_Back,67,84,37,55,71,60,68
marcguiu_SPA,Marc Guiu,Spain,Chelsea,FW,Striker,67,54,70,50,63,27,65
briangutierrez_UNI,Brian Gutierrez,United States,Chicago Fire FC,MF,Side_Midfielder,67,67,61,63,69,39,58
vladislavsgutkovskis_LAT,Vladislavs Gutkovskis,Latvia,Daejeon,FW,Striker,67,76,66,52,63,25,79
andrewgutman_UNI,Andrew Gutman,United States,Chicago Fire FC,DF,Left_Back,67,79,48,56,64,64,70
albianhajdari_SWI,Albian Hajdari,Switzerland,FC Lugano,DF,Centre_Back,67,58,32,47,49,65,74
wesharding_JAM,Wes Harding,Jamaica,Millwall,DF,Centre_Back,67,69,41,54,60,66,78
nathanharriel_UNI,Nathan Harriel,United States,Philadelphia,DF,Right_Back,67,78,32,52,56,65,75
lucashey_DEN,Lucas Hey,Denmark,FC Nordsjælland,DF,Centre_Back,67,62,41,56,63,68,65
daanheymans_BEL,Daan Heymans,Belgium,Sp. Charleroi,MF,Attacking_Midfielder,67,50,70,66,66,56,68
kylehiebert_CAN,Kyle Hiebert,Canada,St. Louis CITY SC,DF,Centre_Back,67,66,25,47,54,66,74
hongjeongho_KOR,Hong Jeong Ho,"Korea, South",Jeonbuk Hyundai,DF,Centre_Back,67,70,45,53,56,65,78
charliehughes_ENG,Charlie Hughes,England,Hull City,DF,Centre_Back,67,60,32,51,56,67,70
denizhummet_TUR,Deniz Hummet,Turkey,Djurgårdens IF,FW,Striker,67,63,70,54,63,29,76
elianirala_ARG,Elian Irala,Argentina,San Lorenzo,MF,Defensive_Midfielder,67,72,51,59,64,65,62
kasperjorgensen_DEN,Kasper Jorgensen,Denmark,AaB,DF,Right_Back,67,78,45,56,64,59,74
erickahl_SWE,Eric Kahl,Sweden,AGF,DF,Left_Back,67,85,53,61,64,61,71
kimjusung_KOR,Kim Ju Sung,"Korea, South",FC Seoul,DF,Centre_Back,67,73,39,47,54,65,73
matsknoester_NET,Mats Knoester,Netherlands,Ferencvárosi TC,DF,Centre_Back,67,63,29,49,55,65,78
ahmedkutucu_TUR,Ahmed Kutucu,Turkey,Eyüpspor,FW,Striker,67,73,68,58,67,41,69
sennelammens_BEL,Senne Lammens,Belgium,Royal Antwerp FC,GK,Goalkeeper,67,71,65,61,69,21,63
randallleal_COS,Randall Leal,Costa Rica,Nashville SC,MF,Attacking_Midfielder,67,71,64,65,71,44,52
richardledezma_UNI,Richard Ledezma,United States,PSV,MF,Attacking_Midfielder,67,68,60,66,70,48,47
leehojae_KOR,Lee Ho Jae,"Korea, South",Pohang Steelers,FW,Striker,67,38,73,44,55,26,76
nicklima_UNI,Nick Lima,United States,New England,DF,Right_Back,67,79,61,60,67,61,73
denilmaldonado_HON,Denil Maldonado,Honduras,Univ. Craiova,DF,Centre_Back,67,62,31,43,43,67,74
mauricemalone_GER,Maurice Malone,Germany,FK Austria Wien,FW,Striker,67,76,66,63,68,31,70
alonsomartinez_COS,Alonso Martinez,Costa Rica,New York City FC,MF,Side_Midfielder,67,73,55,60,69,27,49
gabrimartinez_SPA,Gabri Martinez,Spain,SC Braga,MF,Side_Midfielder,67,81,63,61,69,30,55
moustaphambow_SEN,Moustapha Mbow,Senegal,Paris FC,DF,Centre_Back,67,66,36,42,55,67,75
rossmccausland_NOR,Ross McCausland,Northern Ireland,Rangers,MF,Side_Midfielder,67,80,57,62,69,27,40
duncanmcguire_UNI,Duncan McGuire,United States,Orlando City,FW,Striker,67,65,64,43,60,25,67
nicolasmilanovic_AUS,Nicolas Milanovic,Australia,WS Wanderers,MF,Side_Midfielder,67,76,64,56,71,35,70
lewismiller_AUS,Lewis Miller,Australia,Hibernian,DF,Right_Back,67,66,43,57,62,65,73
shunsukemito_JAP,Shunsuke Mito,Japan,Sparta Rotterdam,MF,Side_Midfielder,67,83,61,58,73,31,52
andrewmoran_IRE,Andrew Moran,Ireland,Stoke City,MF,Attacking_Midfielder,67,75,58,66,71,39,57
martimfernandes_POR,Martim Fernandes,Portugal,FC Porto,DF,Right_Back,67,72,40,54,68,63,57
brookenorton-cuffy_ENG,Brooke Norton-Cuffy,England,Genoa,DF,Right_Back,67,80,39,58,69,60,70
ryoyaogawa_JAP,Ryoya Ogawa,Japan,STVV,DF,Left_Back,67,76,55,62,62,62,75
ibrahimolawoyin_NIG,Ibrahim Olawoyin,Nigeria,Çaykur Rizespor,MF,Attacking_Midfielder,67,82,61,58,71,42,64
benold_NEW,Ben Old,New Zealand,AS Saint-Étienne,MF,Side_Midfielder,67,82,59,62,68,43,69
takutooshima_JAP,Takuto Oshima,Japan,Univ. Craiova,MF,Central_Midfielder,67,69,53,67,71,55,58
williamosula_DEN,William Osula,Denmark,Newcastle Utd,FW,Striker,67,68,66,49,64,24,63
parksooil_KOR,Park Soo Il,"Korea, South",Gimcheon Sangmu,DF,Right_Back,67,79,55,64,66,59,69
timpayne_NEW,Tim Payne,New Zealand,Well. Phoenix,DF,Right_Back,67,68,56,61,59,62,81
juanjoseperea_COL,Juan Jose Perea,Colombia,FC Zürich,FW,Striker,67,81,66,57,68,26,69
shaquillepinas_SUR,Shaquille Pinas,Suriname,Hammarby IF,DF,Left_Back,67,75,53,59,63,64,72
ernestpoku_NET,Ernest Poku,Netherlands,AZ,FW,Right_Winger,67,92,60,56,72,29,60
jacksonragen_UNI,Jackson Ragen,United States,Sounders FC,DF,Centre_Back,67,46,23,50,41,65,77
petarratkov_SER,Petar Ratkov,Serbia,RB Salzburg,FW,Striker,67,68,67,52,66,31,69
robinrisser_FRA,Robin Risser,France,Strasbourg,GK,Goalkeeper,67,68,71,64,69,39,60
alexrobertson_AUS,Alex Robertson,Australia,Cardiff City,MF,Attacking_Midfielder,67,71,56,66,71,55,62
jamieroche_SWE,Jamie Roche,Sweden,Lausanne-Sport,MF,Defensive_Midfielder,67,69,53,58,64,66,74
tuurrommens_BEL,Tuur Rommens,Belgium,KVC Westerlo,DF,Left_Back,67,69,41,60,67,61,63
slobodanrubezic_MON,Slobodan Rubezic,Montenegro,Aberdeen,DF,Centre_Back,67,59,27,32,46,67,81
noahsadiki_CON,Noah Sadiki,Congo,R. Union St.-G.,MF,Defensive_Midfielder,67,73,38,59,68,65,67
anasssalah-eddine_NET,Anass Salah-Eddine,Netherlands,FC Twente,DF,Left_Back,67,74,35,65,69,62,66
alvynsanches_SWI,Alvyn Sanches,Switzerland,Lausanne-Sport,MF,Central_Midfielder,67,70,56,62,71,60,64
mamadousangare_MAL,Mamadou Sangare,Mali,SK Rapid,MF,Central_Midfielder,67,82,64,64,72,49,62
muhammedsengezer_TUR,Muhammed Sengezer,Turkey,Başakşehir,GK,Goalkeeper,67,67,64,61,70,35,66
jacobshaffelburg_CAN,Jacob Shaffelburg,Canada,Nashville SC,MF,Side_Midfielder,67,91,61,60,65,52,63
anisslimane_TUN,Anis Slimane,Tunisia,Norwich,MF,Central_Midfielder,67,65,59,62,68,58,75
estersokler_SLO,Ester Sokler,Slovenia,Aberdeen,FW,Striker,67,80,64,54,65,40,63
giannistensness_AUS,Gianni Stensness,Australia,Viking FK,DF,Centre_Back,67,53,41,55,58,65,79
geovanyquenda_POR,Geovany Quenda,Portugal,Sporting CP,FW,Right_Winger,67,77,62,61,72,21,52
marcotilio_AUS,Marco Tilio,Australia,Melbourne City,MF,Side_Midfielder,67,83,61,61,71,40,55
kristerstobers_LAT,Kristers Tobers,Latvia,GC Zürich,DF,Centre_Back,67,54,42,54,50,67,73
keketopp_GER,Keke Topp,Germany,SV Werder Bremen,FW,Striker,67,60,65,50,62,26,77
stefanostzimas_GRE,Stefanos Tzimas,Greece,1. FC Nürnberg,FW,Striker,67,76,67,50,65,31,64
finnvanbreemen_NET,Finn van Breemen,Netherlands,FC Basel 1893,DF,Centre_Back,67,59,31,50,55,66,70
pedrovite_ECU,Pedro Vite,Ecuador,Whitecaps FC,MF,Central_Midfielder,67,72,59,63,68,55,52
shkelqimvladi_KOS,Shkelqim Vladi,Kosovo,FC Lugano,FW,Striker,67,69,68,56,67,24,67
leopoldwahlstedt_SWE,Leopold Wahlstedt,Sweden,AGF,GK,Goalkeeper,67,68,64,64,70,36,65
joelwaterman_CAN,Joel Waterman,Canada,CF Montréal,DF,Centre_Back,67,41,33,58,51,67,73
seanzawadzki_UNI,Sean Zawadzki,United States,Columbus Crew,DF,Centre_Back,67,73,50,58,65,66,70
ivanzlobin_RUS,Ivan Zlobin,Russia,FC Famalicão,GK,Goalkeeper,67,66,65,61,67,29,66
theloaasgaard_NOR,Thelo Aasgaard,Norway,Wigan Athletic,MF,Attacking_Midfielder,66,65,65,64,67,43,61
emanuelaiwu_AUS,Emanuel Aiwu,Austria,SK Sturm Graz,DF,Centre_Back,66,70,42,51,56,63,76
takahiroakimoto_JAP,Takahiro Akimoto,Japan,OH Leuven,DF,Left_Back,66,77,65,62,67,58,72
lukeamos_ENG,Luke Amos,England,Hibernian,MF,Central_Midfielder,66,46,54,65,66,63,61
ilyasansah_GER,Ilyas Ansah,Germany,SC Paderborn 07,FW,Striker,66,76,62,54,65,26,72
danielanyembe_KEN,Daniel Anyembe,Kenya,Viborg FF,DF,Centre_Back,66,81,45,60,67,66,69
kristianarnstad_NOR,Kristian Arnstad,Norway,AGF,MF,Central_Midfielder,66,68,56,65,70,60,64
yasinayari_SWE,Yasin Ayari,Sweden,Brighton,MF,Central_Midfielder,66,63,51,66,69,52,59
nazinho_POR,Nazinho,Portugal,Cercle Brugge,DF,Left_Back,66,76,33,54,63,62,62
coreybaird_UNI,Corey Baird,United States,FC Cincinnati,FW,Striker,66,77,64,57,63,32,69
danielbielica_POL,Daniel Bielica,Poland,NAC Breda,GK,Goalkeeper,66,69,65,62,67,38,65
warrenbondo_FRA,Warren Bondo,France,Monza,MF,Central_Midfielder,66,74,55,62,72,58,63
carloboukhalfa_GER,Carlo Boukhalfa,Germany,FC St. Pauli,MF,Attacking_Midfielder,66,66,61,62,66,60,73
joaomoutinho_POR,Joao Moutinho,Portugal,Jagiellonia,DF,Left_Back,66,64,37,61,65,63,67
jakobbreum_DEN,Jakob Breum,Denmark,Go Ahead Eagles,MF,Side_Midfielder,66,68,62,60,68,37,62
livanburcu_TUR,Livan Burcu,Turkey,Magdeburg,MF,Side_Midfielder,66,72,59,58,70,52,58
rockybushiri_CON,Rocky Bushiri,Congo,Hibernian,DF,Centre_Back,66,60,26,40,45,63,82
chriscadden_SCO,Chris Cadden,Scotland,Hibernian,DF,Right_Back,66,70,58,64,66,60,73
georgecampbell_UNI,George Campbell,United States,CF Montréal,DF,Centre_Back,66,71,33,43,58,63,75
cihancanak_TUR,Cihan Canak,Turkey,Trabzonspor,MF,Attacking_Midfielder,66,80,58,64,75,39,50
edwardchilufya_ZAM,Edward Chilufya,Zambia,FC Midtjylland,FW,Striker,66,91,67,59,74,30,57
choyoungwook_KOR,Cho Young Wook,"Korea, South",FC Seoul,FW,Striker,66,81,66,57,69,29,68
colincoosemans_BEL,Colin Coosemans,Belgium,RSC Anderlecht,GK,Goalkeeper,66,67,63,69,66,44,68
josecordoba_PAN,Jose Cordoba,Panama,Norwich,DF,Centre_Back,66,71,31,53,61,63,72
juanpablocozzani_ARG,Juan Pablo Cozzani,Argentina,Platense,GK,Goalkeeper,66,66,68,67,66,49,61
antecrnac_CRO,Ante Crnac,Croatia,Norwich,FW,Striker,66,78,68,50,66,26,70
kayky_BRA,Kayky,Brazil,Sparta Rotterdam,FW,Right_Winger,66,79,58,57,72,28,45
jakedavis_UNI,Jake Davis,United States,Sporting KC,DF,Right_Back,66,68,50,54,61,64,59
ortwindewolf_BEL,Ortwin De Wolf,Belgium,KV Mechelen,GK,Goalkeeper,66,69,65,72,65,35,66
papaamadoudiallo_SEN,Papa Amadou Diallo,Senegal,FC Metz,MF,Side_Midfielder,66,76,65,57,70,22,51
bendoak_SCO,Ben Doak,Scotland,Middlesbrough,FW,Right_Winger,66,89,56,53,70,28,52
hassanidotson_UNI,Hassani Dotson,United States,Minnesota United,MF,Defensive_Midfielder,66,65,61,58,64,65,67
julienduranville_BEL,Julien Duranville,Belgium,Borussia Dortmund,MF,Side_Midfielder,66,84,60,58,75,23,48
chrisdurkin_UNI,Chris Durkin,United States,St. Louis CITY SC,MF,Central_Midfielder,66,56,59,66,64,63,68
cjegan-riley_ENG,CJ Egan-Riley,England,Burnley,DF,Right_Back,66,67,32,56,60,66,72
anosikeementa_DEN,Anosike Ementa,Denmark,Viborg FF,FW,Striker,66,64,62,52,62,26,77
omirfernandez_UNI,Omir Fernandez,United States,Colorado Rapids,MF,Side_Midfielder,66,80,53,58,70,44,56
taichifukui_JAP,Taichi Fukui,Japan,Arouca,MF,Central_Midfielder,66,76,52,64,73,52,43
mohammedfuseini_GHA,Mohammed Fuseini,Ghana,R. Union St.-G.,FW,Striker,66,90,65,58,70,26,44
pablogarcia_SPA,Pablo Garcia,Spain,R. Sporting,DF,Left_Back,66,76,38,53,63,60,69
edvinasgertmonas_LIT,Edvinas Gertmonas,Lithuania,FC Univ. Cluj,GK,Goalkeeper,66,67,64,56,67,51,66
tomglover_AUS,Tom Glover,Australia,Middlesbrough,GK,Goalkeeper,66,68,61,63,68,32,65
hongyunsang_KOR,Hong Yun Sang,"Korea, South",Pohang Steelers,MF,Side_Midfielder,66,83,63,57,68,26,60
henryhore_AUS,Henry Hore,Australia,Gangwon FC,MF,Side_Midfielder,66,70,62,62,68,51,66
lukashornicek_CZE,Lukas Hornicek,Czech Republic,SC Braga,GK,Goalkeeper,66,70,63,69,67,23,66
luisingolotti_ARG,Luis Ingolotti,Argentina,Central Córdoba,GK,Goalkeeper,66,68,66,58,66,31,65
reecejames_ENG,Reece James,England,Rotherham Utd,DF,Left_Back,66,70,50,57,65,63,64
casparjander_GER,Caspar Jander,Germany,1. FC Nürnberg,MF,Central_Midfielder,66,76,47,65,70,61,66
jeonbyungkwan_KOR,Jeon Byung Kwan,"Korea, South",Jeonbuk Hyundai,MF,Side_Midfielder,66,83,66,51,68,21,58
jeongsangbin_KOR,Jeong Sang Bin,"Korea, South",Minnesota United,FW,Striker,66,87,62,57,69,24,66
antonkade_GER,Anton Kade,Germany,FC Basel 1893,MF,Side_Midfielder,66,76,63,58,69,25,54
anthonykalik_AUS,Anthony Kalik,Australia,Hajduk Split,MF,Attacking_Midfielder,66,72,61,65,66,56,73
densokasius_NET,Denso Kasius,Netherlands,AZ,DF,Right_Back,66,78,45,62,65,59,65
liamkelly_SCO,Liam Kelly,Scotland,Rangers,GK,Goalkeeper,66,67,64,65,68,33,66
liamkelly_SCO,Liam Kelly,Scotland,Rotherham Utd,MF,Defensive_Midfielder,66,36,54,64,58,66,67
kimminduk_KOR,Kim Min Duk,"Korea, South",Gimcheon Sangmu,DF,Centre_Back,66,64,33,38,53,66,73
kimyoungbin_KOR,Kim Young Bin,"Korea, South",Gangwon FC,DF,Centre_Back,66,62,28,47,46,65,77
leonking_SCO,Leon King,Scotland,Rangers,DF,Centre_Back,66,69,34,60,65,66,64
patrykklimala_POL,Patryk Klimala,Poland,Sydney FC,FW,Striker,66,81,63,49,65,30,74
mohamedkone_COT,Mohamed Kone,Cote d'Ivoire,Sp. Charleroi,GK,Goalkeeper,66,66,65,62,69,31,62
franskratzig_GER,Frans Kratzig,Germany,VfB Stuttgart,DF,Left_Back,66,66,45,61,71,62,53
kwonhyeokkyu_KOR,Kwon Hyeok Kyu,"Korea, South",Hibernian,MF,Defensive_Midfielder,66,68,48,59,60,60,82
leehyunju_KOR,Lee Hyun Ju,"Korea, South",Hannover 96,MF,Attacking_Midfielder,66,73,55,61,72,32,52
lucalipani_ITA,Luca Lipani,Italy,Sassuolo,MF,Defensive_Midfielder,66,54,44,63,61,62,61
enricllansana_NET,Enric Llansana,Netherlands,Go Ahead Eagles,MF,Defensive_Midfielder,66,57,48,62,64,61,68
josemarsa_SPA,Jose Marsa,Spain,KV Mechelen,DF,Centre_Back,66,76,30,50,60,65,72
alanmatturro_URU,Alan Matturro,Uruguay,Genoa,DF,Centre_Back,66,64,30,52,54,67,64
lewismayo_SCO,Lewis Mayo,Scotland,Kilmarnock,DF,Centre_Back,66,68,36,53,59,65,73
callummccowatt_NEW,Callum McCowatt,New Zealand,Silkeborg IF,MF,Attacking_Midfielder,66,76,66,64,66,52,67
yaimarmedina_ECU,Yaimar Medina,Ecuador,IDV,DF,Left_Back,66,91,55,60,63,56,58
mexxmeerdink_NET,Mexx Meerdink,Netherlands,AZ,FW,Striker,66,58,67,50,62,32,67
antonimilambo_NET,Antoni Milambo,Netherlands,Feyenoord,MF,Attacking_Midfielder,66,68,58,64,70,44,55
lennonmiller_SCO,Lennon Miller,Scotland,Motherwell,MF,Central_Midfielder,66,73,58,66,67,52,63
cezarymiszta_POL,Cezary Miszta,Poland,Rio Ave FC,GK,Goalkeeper,66,67,65,64,70,34,66
jeylandmitchell_COS,Jeyland Mitchell,Costa Rica,Feyenoord,DF,Centre_Back,66,78,33,38,40,64,76
moonseonmin_KOR,Moon Seon Min,"Korea, South",Jeonbuk Hyundai,MF,Side_Midfielder,66,89,67,54,69,36,57
rodrigomora_POR,Rodrigo Mora,Portugal,FC Porto,MF,Attacking_Midfielder,66,72,45,65,71,41,36
ianmurphy_UNI,Ian Murphy,United States,FC Cincinnati,DF,Centre_Back,66,64,28,46,57,69,68
rafaelnavarro_BRA,Rafael Navarro,Brazil,Colorado Rapids,FW,Striker,66,70,65,50,65,36,62
jalenneal_UNI,Jalen Neal,United States,LA Galaxy,DF,Centre_Back,66,60,23,49,59,67,65
jaydennelson_CAN,Jayden Nelson,Canada,SSV Ulm 1846,FW,Left_Winger,66,89,58,58,71,48,47
hansnicolussicaviglia_ITA,Hans Nicolussi Caviglia,Italy,Venezia,MF,Central_Midfielder,66,63,53,67,67,53,49
diogosousa_POR,Diogo Sousa,Portugal,Bodrum FK,GK,Goalkeeper,66,67,64,60,66,33,65
takuyaogiwara_JAP,Takuya Ogiwara,Japan,Dinamo Zagreb,DF,Left_Back,66,82,59,64,66,55,71
yukiohashi_JAP,Yuki Ohashi,Japan,Blackburn Rovers,FW,Striker,66,67,65,56,66,36,69
arthurokonkwo_ENG,Arthur Okonkwo,England,Wrexham,GK,Goalkeeper,66,65,65,63,66,44,67
baltazar_BRA,Baltazar,Brazil,FC Sion,MF,Defensive_Midfielder,66,67,54,62,68,61,68
ibrahimosman_GHA,Ibrahim Osman,Ghana,Feyenoord,MF,Side_Midfielder,66,85,58,57,73,27,54
robinostrom_NOR,Robin Ostrom,Norway,Silkeborg IF,DF,Left_Back,66,69,36,55,58,63,72
manuelpalacios_COL,Manuel Palacios,Colombia,Rongcheng FC,FW,Left_Winger,66,90,58,58,68,45,73
hugopicard_FRA,Hugo Picard,France,En Avant Guingamp,MF,Side_Midfielder,66,73,62,64,68,54,50
albertposiadala_POL,Albert Posiadala,Poland,Molde FK,GK,Goalkeeper,66,67,66,64,66,32,67
stijeresink_NET,Stije Resink,Netherlands,FC Groningen,MF,Central_Midfielder,66,65,53,64,66,59,67
memorodriguez_UNI,Memo Rodriguez,United States,Sporting KC,MF,Side_Midfielder,66,63,63,64,67,49,57
robinroefs_NET,Robin Roefs,Netherlands,N.E.C. Nijmegen,GK,Goalkeeper,66,64,66,64,68,18,63
maxrosenfelder_GER,Max Rosenfelder,Germany,SC Freiburg,DF,Centre_Back,66,58,22,48,51,67,61
ibrahimsaid_NIG,Ibrahim Said,Nigeria,Viborg FF,FW,Right_Winger,66,82,57,57,71,24,44
matheusindio_BRA,Matheus Indio,Brazil,Qingdao W. Coast,MF,Defensive_Midfielder,66,68,41,57,63,63,72
rodrigohenrique_BRA,Rodrigo Henrique,Brazil,Meizhou Hakka,MF,Attacking_Midfielder,66,78,59,60,71,28,62
leosauer_SLO,Leo Sauer,Slovakia,NAC Breda,FW,Left_Winger,66,81,58,61,70,39,59
nicolasschmid_AUS,Nicolas Schmid,Austria,Portsmouth,GK,Goalkeeper,66,63,65,68,70,31,65
ayumuseko_JAP,Ayumu Seko,Japan,GC Zürich,DF,Centre_Back,66,56,36,52,56,67,71
jota_POR,Jota,Portugal,Nacional,MF,Central_Midfielder,66,65,56,66,70,58,62
viljamisinisalo_FIN,Viljami Sinisalo,Finland,Celtic,GK,Goalkeeper,66,68,65,66,68,27,64
michaelsteinwender_AUS,Michael Steinwender,Austria,IFK Värnamo,DF,Centre_Back,66,42,29,44,40,66,75
finnsurman_NEW,Finn Surman,New Zealand,Portland Timbers,DF,Centre_Back,66,64,33,47,52,65,78
ryanthomas_NEW,Ryan Thomas,New Zealand,PEC Zwolle,MF,Central_Midfielder,66,69,59,68,69,57,61
lukethomas_ENG,Luke Thomas,England,Bristol Rovers,MF,Side_Midfielder,66,82,55,60,69,37,52
angusthurgate_AUS,Angus Thurgate,Australia,Western United,MF,Defensive_Midfielder,66,66,56,63,67,59,68
samtickle_ENG,Sam Tickle,England,Wigan Athletic,GK,Goalkeeper,66,65,65,64,66,34,64
stevenugarkovic_AUS,Steven Ugarkovic,Australia,Melbourne City,MF,Defensive_Midfielder,66,62,58,61,65,61,76
romeovermant_BEL,Romeo Vermant,Belgium,Club Brugge,FW,Striker,66,78,67,55,63,19,63
larsvilliger_SWI,Lars Villiger,Switzerland,FC Luzern,FW,Striker,66,65,66,48,64,24,68
nicolasvouilloz_SWI,Nicolas Vouilloz,Switzerland,FC Basel 1893,DF,Centre_Back,66,66,28,46,45,65,78
nelsonweiper_GER,Nelson Weiper,Germany,1. FSV Mainz 05,FW,Striker,66,70,65,46,65,25,69
aymanyahya_SAU,Ayman Yahya,Saudi Arabia,Al Nassr,MF,Side_Midfielder,66,84,60,58,66,32,65
patrickyazbek_AUS,Patrick Yazbek,Australia,Nashville SC,MF,Defensive_Midfielder,66,68,54,62,62,62,73
daisukeyokota_JAP,Daisuke Yokota,Japan,Kaiserslautern,MF,Side_Midfielder,66,73,52,61,71,46,48
yoonjonggyu_KOR,Yoon Jong Gyu,"Korea, South",FC Seoul,DF,Right_Back,66,78,38,57,62,61,65
griffinyow_UNI,Griffin Yow,United States,KVC Westerlo,MF,Side_Midfielder,66,65,63,60,69,33,47
aaronzehnter_GER,Aaron Zehnter,Germany,SC Paderborn 07,MF,Side_Midfielder,66,75,54,64,64,61,60
brandonaguilera_COS,Brandon Aguilera,Costa Rica,Rio Ave FC,MF,Attacking_Midfielder,65,60,55,63,65,46,49
clementakpa_COT,Clement Akpa,Cote d'Ivoire,AJ Auxerre,DF,Left_Back,65,68,41,52,62,62,60
marcusantonsson_SWE,Marcus Antonsson,Sweden,WS Wanderers,FW,Striker,65,77,63,53,64,38,74
miobackhaus_GER,Mio Backhaus,Germany,SV Werder Bremen,GK,Goalkeeper,65,65,60,60,69,19,63
youssouphbadji_SEN,Youssouph Badji,Senegal,AGF,FW,Striker,65,70,62,51,64,28,71
victorbak_DEN,Victor Bak,Denmark,FC Midtjylland,DF,Left_Back,65,82,51,59,63,58,68
rafikbelghali_ALG,Rafik Belghali,Algeria,KV Mechelen,DF,Right_Back,65,82,60,61,66,60,59
kevinboma_TOG,Kevin Boma,Togo,Estoril Praia,DF,Centre_Back,65,40,37,45,46,66,69
vitorgabriel_BRA,Vitor Gabriel,Brazil,Gangwon FC,FW,Striker,65,74,64,43,63,21,69
lyallcameron_SCO,Lyall Cameron,Scotland,Dundee FC,MF,Central_Midfielder,65,77,62,63,66,59,61
joshcampbell_SCO,Josh Campbell,Scotland,Hibernian,MF,Attacking_Midfielder,65,70,60,62,67,60,73
simonecanestrelli_ITA,Simone Canestrelli,Italy,Pisa,DF,Centre_Back,65,65,39,48,46,65,73
marccasado_SPA,Marc Casado,Spain,FC Barcelona,MF,Defensive_Midfielder,65,58,54,62,66,62,53
ilyaschaira_MOR,Ilyas Chaira,Morocco,R. Oviedo,MF,Side_Midfielder,65,74,61,59,68,40,54
cadenclark_UNI,Caden Clark,United States,CF Montréal,MF,Attacking_Midfielder,65,78,61,62,68,46,60
maxcrocombe_NEW,Max Crocombe,New Zealand,Burton Albion,GK,Goalkeeper,65,65,65,62,65,47,63
robbiedeas_SCO,Robbie Deas,Scotland,Kilmarnock,DF,Centre_Back,65,53,32,47,56,65,63
alfiedevine_ENG,Alfie Devine,England,KVC Westerlo,MF,Attacking_Midfielder,65,66,59,63,65,52,57
mamadydiambou_MAL,Mamady Diambou,Mali,RB Salzburg,MF,Defensive_Midfielder,65,74,52,59,66,60,65
markodivkovic_CRO,Marko Divkovic,Croatia,Brøndby IF,DF,Left_Back,65,80,58,62,65,56,64
danieldossantos_SWI,Daniel Dos Santos,Switzerland,FC Lugano,MF,Attacking_Midfielder,65,65,58,65,65,39,50
robson_BRA,Robson,Brazil,Wilstermann,DF,Centre_Back,65,73,38,51,44,62,76
micael_BRA,Micael,Brazil,Houston Dynamo,DF,Centre_Back,65,70,26,45,51,64,71
damiondowns_UNI,Damion Downs,United States,1. FC Köln,FW,Striker,65,68,65,51,60,24,58
tomasdurso_ARG,Tomas Durso,Argentina,Atlético Tucumán,GK,Goalkeeper,65,66,58,55,69,26,69
hectorfort_SPA,Hector Fort,Spain,FC Barcelona,DF,Right_Back,65,73,35,60,59,62,61
djeidigassama_FRA,Djeidi Gassama,France,Sheffield Wed,MF,Side_Midfielder,65,80,60,55,71,26,61
niklasgeyrhofer_AUS,Niklas Geyrhofer,Austria,SK Sturm Graz,DF,Centre_Back,65,57,30,47,46,65,70
alfiegilchrist_ENG,Alfie Gilchrist,England,Sheffield Utd,DF,Centre_Back,65,60,37,53,53,65,65
gvidasgineitis_LIT,Gvidas Gineitis,Lithuania,Torino,MF,Central_Midfielder,65,57,58,66,66,52,64
tayvongray_JAM,Tayvon Gray,Jamaica,New York City FC,DF,Right_Back,65,78,30,52,64,62,64
danielhall_AUS,Daniel Hall,Australia,Auckland FC,DF,Centre_Back,65,76,24,44,53,63,77
ianharkes_UNI,Ian Harkes,United States,New England,MF,Central_Midfielder,65,66,61,62,64,60,72
thiagohelguera_URU,Thiago Helguera,Uruguay,SC Braga,MF,Defensive_Midfielder,65,71,44,57,63,60,64
yuhirakawa_JAP,Yu Hirakawa,Japan,Bristol City,MF,Side_Midfielder,65,82,55,60,67,32,46
lachlanjackson_AUS,Lachlan Jackson,Australia,Suwon FC,DF,Centre_Back,65,44,26,42,45,65,75
finnjeltsch_GER,Finn Jeltsch,Germany,1. FC Nürnberg,DF,Centre_Back,65,66,36,51,57,65,69
alexanderjensen_DEN,Alexander Jensen,Denmark,Brommapojkarna,DF,Right_Back,65,76,58,61,63,60,66
juanpe_SPA,Juanpe,Spain,Málaga CF,MF,Central_Midfielder,65,71,62,66,64,59,72
jakubkaluzinski_POL,Jakub Kaluzinski,Poland,Antalyaspor,MF,Defensive_Midfielder,65,65,55,64,65,58,61
willykambwala_FRA,Willy Kambwala,France,Villarreal CF,DF,Centre_Back,65,71,30,51,58,64,64
kevinkelsy_VEN,Kevin Kelsy,Venezuela,FC Cincinnati,FW,Striker,65,77,66,47,61,27,55
topikeskinen_FIN,Topi Keskinen,Finland,Aberdeen,FW,Left_Winger,65,83,61,59,66,39,56
kimjeonghoon_KOR,Kim Jeong Hoon,"Korea, South",Jeonbuk Hyundai,GK,Goalkeeper,65,62,66,58,68,17,62
kimtaehwan_KOR,Kim Tae Hwan,"Korea, South",Jeonbuk Hyundai,DF,Right_Back,65,80,51,58,63,57,76
