Name,Age,Nation,Position,Club,League,Confederation,Billion_KRW,Field,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Name_ID
Pierre-Emile Hojbjerg,29,Denmark,Defensive_Midfielder,Olympique Marseille,Ligue1,UEFA,325.0,MF,80,50,73,76,74,77,80,pierre-emilehojbjerg_DEN
Pierre Kalulu,25,France,Centre_Back,Juventus FC,Serie_A,UEFA,455.0,DF,78,78,50,68,69,79,74,pierrekalulu_FRA
Pietro Comuzzo,20,Italy,Centre_Back,ACF Fiorentina,Serie_A,UEFA,406.2,DF,60,41,27,38,37,63,55,pietrocomuzzo_ITA
Pietro Terracciano,35,Italy,Goalkeeper,AC Milan,Serie_A,UEFA,16.2,GK,79,80,77,73,83,41,79,pietroterracciano_ITA
Piotr Zielinski,31,Poland,Central_Midfielder,Inter Milan,Serie_A,UEFA,162.5,MF,81,78,76,80,83,71,62,piotrzielinski_POL
Pontus Jansson,34,Sweden,Centre_Back,Malmö FF,Allsvenskan,UEFA,12.2,DF,73,49,45,51,59,73,81,pontusjansson_SWE
Predrag Rajkovic,29,Serbia,Goalkeeper,Al-Ittihad Club,Saudi_ProLeague,UEFA,130.0,GK,78,77,76,74,81,25,79,predragrajkovic_SER
Promise David,24,Canada,Striker,Union Saint-Gilloise,Jupiler_ProLeague,CONCACAF,178.8,FW,63,61,63,39,53,27,67,promisedavid_CAN
Przemyslaw Frankowski,30,Poland,Right_Back,Galatasaray,SuperLig,UEFA,113.8,DF,78,90,72,75,76,70,73,przemyslawfrankowski_POL
Qazim Laci,29,Albania,Central_Midfielder,Caykur Rizespor,SuperLig,UEFA,65.0,MF,75,72,69,75,76,69,77,qazimlaci_ALB
Quentin Merlin,23,France,Left_Back,Stade Rennais FC,Ligue1,UEFA,243.8,DF,76,73,59,74,75,73,64,quentinmerlin_FRA
Quinten Timber,24,Netherlands,Central_Midfielder,Feyenoord Rotterdam,Eredivisie,UEFA,487.5,MF,79,77,76,75,79,75,81,quintentimber_NET
Rade Dugalic,32,Serbia,Centre_Back,Shenzhen Peng City,Chinese_SuperLeague,UEFA,8.1,DF,71,43,49,54,41,71,82,radedugalic_SER
Radek Vitek,21,Czech Republic,Goalkeeper,Manchester United U21,Other_leagues,UEFA,32.5,GK,62,61,62,55,62,46,59,radekvitek_CZE
Radoslaw Majecki,25,Poland,Goalkeeper,AS Monaco,Ligue1,UEFA,97.5,GK,77,77,74,71,78,31,75,radoslawmajecki_POL
Radu Dragusin,23,Romania,Centre_Back,Tottenham Hotspur,PremierLeague,UEFA,406.2,DF,75,73,37,53,65,75,75,radudragusin_ROM
Rafael Leao,26,Portugal,Left_Winger,AC Milan,Serie_A,UEFA,1137.5,FW,86,94,79,80,87,28,77,rafaelleao_POR
Rafael Navarro,25,Brazil,Striker,Colorado Rapids,MLS,CONMEBOL,81.2,FW,66,70,65,50,65,36,62,rafaelnavarro_BRA
Rafael Toloi,34,Italy,Centre_Back,Atalanta BC,Serie_A,UEFA,22.8,DF,79,61,52,58,64,81,79,rafaeltoloi_ITA
Rafa Marin,23,Spain,Centre_Back,Villarreal CF,LaLiga,UEFA,113.8,DF,71,67,28,58,57,71,72,rafamarin_SPA
Rafik Belghali,23,Algeria,Right_Back,KV Mechelen,Jupiler_ProLeague,CAF,40.6,DF,65,82,60,61,66,60,59,rafikbelghali_ALG
Rafik Guitane,26,Algeria,Right_Winger,GD Estoril Praia,Liga_Portugal,CAF,65.0,FW,74,76,66,68,80,31,53,rafikguitane_ALG
Rafiu Durosinmi,22,Nigeria,Striker,FC Viktoria Plzen,Chance_Liga,CAF,113.8,FW,74,76,71,60,71,27,76,rafiudurosinmi_NIG
Ramiro Macagno,28,Argentina,Goalkeeper,APO Levadiakos,SuperLeague1,CONMEBOL,16.2,GK,71,73,70,67,71,30,69,ramiromacagno_ARG
Ramiz Zerrouki,27,Algeria,Defensive_Midfielder,Feyenoord Rotterdam,Eredivisie,CAF,81.2,MF,75,61,65,72,73,68,80,ramizzerrouki_ALG
Ramy Bensebaini,30,Algeria,Left_Back,Borussia Dortmund,Bundesliga,CAF,113.8,DF,78,75,70,70,75,78,77,ramybensebaini_ALG
Randal Kolo Muani,26,France,Striker,Paris Saint-Germain,Ligue1,UEFA,487.5,FW,82,90,80,71,81,38,67,randalkolomuani_FRA
Raphael Guerreiro,31,Portugal,Left_Back,Bayern Munich,Bundesliga,UEFA,130.0,DF,82,63,78,85,88,76,56,raphaelguerreiro_POR
Raphael Obermair,29,Philippines,Side_Midfielder,SC Paderborn 07,Bundesliga_2,AFC,24.4,MF,71,83,64,66,70,65,72,raphaelobermair_PHI
Raphael Odogwu,34,Italy,Striker,FC Südtirol,Serie_B,UEFA,5.7,FW,69,75,67,52,64,26,76,raphaelodogwu_ITA
Raphael Onyedika,24,Nigeria,Defensive_Midfielder,Club Brugge KV,Jupiler_ProLeague,CAF,325.0,MF,75,74,64,64,71,72,80,raphaelonyedika_NIG
Raphinha,28,Brazil,Left_Winger,FC Barcelona,LaLiga,CONMEBOL,1462.5,FW,84,91,79,78,86,53,73,raphinha_BRA
Rasmus Carstensen,24,Denmark,Right_Back,Aarhus GF,Danish_Superligaen,UEFA,32.5,DF,69,73,48,63,67,63,71,rasmuscarstensen_DEN
Rasmus Hojlund,22,Denmark,Striker,Manchester United,PremierLeague,UEFA,568.8,FW,78,85,77,59,74,33,84,rasmushojlund_DEN
Rasmus Kristensen,28,Denmark,Right_Back,Eintracht Frankfurt,Bundesliga,UEFA,227.5,DF,76,69,65,67,71,75,77,rasmuskristensen_DEN
Rasmus Lauritsen,29,Denmark,Centre_Back,Bröndby IF,Danish_Superligaen,UEFA,27.6,DF,70,55,41,56,52,70,76,rasmuslauritsen_DEN
Raul Albiol,39,Spain,Centre_Back,Without Club,Unknown,UEFA,16.2,DF,79,33,41,62,63,83,67,raulalbiol_SPA
Raul Jimenez,34,Mexico,Striker,Fulham FC,PremierLeague,CONCACAF,81.2,FW,74,54,76,73,73,45,78,rauljimenez_MEX
Raul Ruidiaz,35,Peru,Striker,Club Atlético Grau,Other_leagues,CONMEBOL,8.9,FW,74,71,77,65,76,32,65,raulruidiaz_PER
Rav van den Berg,21,Netherlands,Centre_Back,Middlesbrough FC,Championship,UEFA,73.1,DF,70,65,35,51,60,70,70,ravvandenberg_NET
Rayan Ait-Nouri,24,Algeria,Left_Back,Manchester City,PremierLeague,CAF,568.8,DF,79,84,52,73,82,73,70,rayanait-nouri_ALG
Rayan Raveloson,28,Madagascar,Central_Midfielder,BSC Young Boys,Swiss_SuperLeague,CAF,32.5,MF,71,73,66,65,72,69,76,rayanraveloson_MAD
Razvan Marin,29,Romania,Defensive_Midfielder,AEK Athens,SuperLeague1,UEFA,56.9,MF,75,64,74,76,75,67,71,razvanmarin_ROM
Razvan Sava,23,Romania,Goalkeeper,Udinese Calcio,Serie_A,UEFA,40.6,GK,69,70,69,63,71,25,70,razvansava_ROM
Reece James,25,England,Right_Back,Chelsea FC,PremierLeague,UEFA,487.5,DF,82,78,72,83,82,82,82,reecejames_ENG
Reed Baker-Whiting,20,United States,Left_Back,Seattle Sounders FC,MLS,CONCACAF,16.2,DF,59,70,57,55,60,53,60,reedbaker-whiting_UNI
Reis,32,Brazil,Striker,Gwangju FC,K_League1,CONMEBOL,9.8,FW,71,81,66,64,74,33,60,reis_BRA
Reiss Nelson,25,England,Right_Winger,Arsenal FC,PremierLeague,UEFA,260.0,FW,75,85,67,71,78,36,55,reissnelson_ENG
Remy Cabella,35,France,Attacking_Midfielder,Olympiacos Piraeus,SuperLeague1,UEFA,40.6,MF,76,68,71,76,80,40,50,remycabella_FRA
Renan Lodi,27,Brazil,Left_Back,Al-Hilal SFC,Saudi_ProLeague,CONMEBOL,211.2,DF,77,79,67,75,76,72,73,renanlodi_BRA
Reo Hatate,27,Japan,Central_Midfielder,Celtic FC,Scottish_Premiership,AFC,211.2,MF,76,70,74,73,80,64,67,reohatate_JAP
Rhyan Grant,34,Australia,Right_Back,Sydney FC,A_League,AFC,6.5,DF,64,66,56,60,62,59,81,rhyangrant_AUS
Rhys Bozinovski,21,Australia,Defensive_Midfielder,Western United FC,A_League,AFC,5.7,MF,56,79,43,50,60,50,57,rhysbozinovski_AUS
Ricardo Pepi,22,United States,Striker,PSV Eindhoven,Eredivisie,CONCACAF,260.0,FW,73,70,74,57,70,41,71,ricardopepi_UNI
Ricardo Pereira,31,Portugal,Right_Back,Leicester City,Championship,UEFA,73.1,DF,78,73,66,76,77,77,71,ricardopereira_POR
Ricardo Velho,26,Portugal,Goalkeeper,SC Farense,Other_leagues,UEFA,65.0,GK,73,74,71,66,75,21,73,ricardovelho_POR
Riccardo Calafiori,23,Italy,Left_Back,Arsenal FC,PremierLeague,UEFA,568.8,DF,78,69,65,70,72,78,77,riccardocalafiori_ITA
Riccieli,26,Brazil,Centre_Back,Qingdao West Coast,Chinese_SuperLeague,CONMEBOL,32.5,DF,72,53,33,50,56,73,77,riccieli_BRA
Richarlison,28,Brazil,Striker,Tottenham Hotspur,PremierLeague,CONMEBOL,325.0,FW,81,77,80,73,80,53,78,richarlison_BRA
Richie Laryea,30,Canada,Right_Back,Toronto FC,MLS,CONCACAF,16.2,DF,71,83,61,65,74,65,72,richielaryea_CAN
Ricky van Wolfswinkel,36,Netherlands,Striker,Twente Enschede FC,Eredivisie,UEFA,6.5,FW,74,66,74,69,70,48,73,rickyvanwolfswinkel_NET
Rico Henry,28,England,Left_Back,Brentford FC,PremierLeague,UEFA,243.8,DF,77,87,41,62,75,75,71,ricohenry_ENG
Rico Lewis,20,England,Right_Back,Manchester City,PremierLeague,UEFA,650.0,DF,76,78,54,73,81,71,57,ricolewis_ENG
Ridle Baku,27,Germany,Right_Back,RB Leipzig,Bundesliga,UEFA,146.2,DF,77,82,72,73,81,71,76,ridlebaku_GER
Ridvan Yilmaz,24,Turkey,Left_Back,Rangers FC,Scottish_Premiership,UEFA,56.9,DF,74,86,56,67,78,68,62,ridvanyilmaz_TUR
Rihito Yamamoto,23,Japan,Defensive_Midfielder,Sint-Truidense VV,Jupiler_ProLeague,AFC,14.6,MF,65,65,50,58,64,62,61,rihitoyamamoto_JAP
Riley McGree,26,Australia,Central_Midfielder,Middlesbrough FC,Championship,AFC,48.8,MF,72,78,67,69,73,63,74,rileymcgree_AUS
Riqui Puig,25,Spain,Central_Midfielder,Los Angeles Galaxy,MLS,UEFA,325.0,MF,78,70,67,76,82,56,52,riquipuig_SPA
Robbie Deas,25,Scotland,Centre_Back,Kilmarnock FC,Scottish_Premiership,UEFA,10.6,DF,65,53,32,47,56,65,63,robbiedeas_SCO
Robert Andrich,30,Germany,Defensive_Midfielder,Bayer 04 Leverkusen,Bundesliga,UEFA,146.2,MF,83,54,77,76,73,83,83,robertandrich_GER
Robert Beric,34,Slovenia,Striker,Changchun Yatai Reserves,Other_leagues,UEFA,6.1,FW,71,56,71,63,66,38,79,robertberic_SLO
Robert Lewandowski,36,Poland,Striker,FC Barcelona,LaLiga,UEFA,195.0,FW,88,75,88,79,86,44,84,robertlewandowski_POL
Robert Ljubicic,26,Croatia,Central_Midfielder,AEK Athens,SuperLeague1,UEFA,65.0,MF,72,77,62,69,72,64,73,robertljubicic_CRO
Roberto Pereyra,34,Argentina,Central_Midfielder,AEK Athens,SuperLeague1,CONMEBOL,16.2,MF,78,76,74,78,81,68,70,robertopereyra_ARG
Roberto Piccoli,24,Italy,Striker,Cagliari Calcio,Serie_A,UEFA,195.0,FW,71,67,72,54,65,34,66,robertopiccoli_ITA
Robert Sanchez,27,Spain,Goalkeeper,Chelsea FC,PremierLeague,UEFA,325.0,GK,79,79,77,75,80,58,79,robertsanchez_SPA
Robin Gosens,31,Germany,Left_Back,ACF Fiorentina,Serie_A,UEFA,130.0,DF,79,72,74,73,75,76,80,robingosens_GER
Robin Koch,29,Germany,Centre_Back,Eintracht Frankfurt,Bundesliga,UEFA,292.5,DF,79,65,38,61,65,80,76,robinkoch_GER
Robin Le Normand,28,Spain,Centre_Back,Atlético de Madrid,LaLiga,UEFA,650.0,DF,83,62,26,54,60,84,79,robinlenormand_SPA
Robin Olsen,35,Sweden,Goalkeeper,Malmö FF,Allsvenskan,UEFA,16.2,GK,74,74,70,76,74,35,76,robinolsen_SWE
Robin Ostrom,22,Norway,Right_Back,Silkeborg IF,Danish_Superligaen,UEFA,24.4,DF,66,69,36,55,58,63,72,robinostrom_NOR
Robin Risser,20,France,Goalkeeper,RC Lens,Ligue1,UEFA,24.4,GK,67,68,71,64,69,39,60,robinrisser_FRA
Robin Roefs,22,Netherlands,Goalkeeper,NEC Nijmegen,Eredivisie,UEFA,65.0,GK,66,64,66,64,68,18,63,robinroefs_NET
Robin Zentner,30,Germany,Goalkeeper,1.FSV Mainz 05,Bundesliga,UEFA,65.0,GK,75,76,73,57,80,65,72,robinzentner_GER
Rocco Reitz,23,Germany,Central_Midfielder,Borussia Mönchengladbach,Bundesliga,UEFA,243.8,MF,74,73,68,70,76,71,65,roccoreitz_GER
Rocky Bushiri,25,Congo,Centre_Back,Hibernian FC,Scottish_Premiership,CAF,14.6,DF,66,60,26,40,45,63,82,rockybushiri_CON
Roderick Miranda,34,Portugal,Centre_Back,Melbourne Victory,A_League,UEFA,9.8,DF,68,32,36,51,51,67,85,roderickmiranda_POR
Rodolfo Pizarro,31,Mexico,Attacking_Midfielder,FC Juárez,Liga_MX,CONCACAF,16.2,MF,71,75,64,67,73,50,64,rodolfopizarro_MEX
Rodri,29,Spain,Defensive_Midfielder,Manchester City,PremierLeague,UEFA,1787.5,MF,91,66,80,86,84,87,85,rodri_SPA
Rodrigo Aliendro,34,Argentina,Central_Midfielder,CA Vélez Sarsfield,Liga_Profesional,CONMEBOL,8.1,MF,76,70,70,74,79,72,77,rodrigoaliendro_ARG
Rodrigo Becao,29,Brazil,Centre_Back,Fenerbahce,SuperLig,CONMEBOL,89.4,DF,78,54,33,56,56,79,79,rodrigobecao_BRA
Rodrigo Bentancur,28,Uruguay,Defensive_Midfielder,Tottenham Hotspur,PremierLeague,CONMEBOL,487.5,MF,81,67,68,80,82,79,76,rodrigobentancur_URU
Rodrigo De Paul,31,Argentina,Central_Midfielder,Inter Miami CF,MLS,CONMEBOL,406.2,MF,84,76,77,83,82,76,82,rodrigodepaul_ARG
Rodrigo Echeverria,30,Chile,Defensive_Midfielder,Club León FC,Liga_MX,CONMEBOL,61.8,MF,74,72,65,70,72,74,83,rodrigoecheverria_CHI
Rodrigo Huescas,21,Mexico,Right_Back,FC Copenhagen,Danish_Superligaen,CONCACAF,97.5,DF,72,85,66,68,70,66,57,rodrigohuescas_MEX
Rodrigo Mora,18,Portugal,Attacking_Midfielder,FC Porto,Liga_Portugal,UEFA,650.0,MF,66,72,45,65,71,41,36,rodrigomora_POR
Rodrigo Morinigo,26,Paraguay,Goalkeeper,Club Libertad Asunción,Other_leagues,CONMEBOL,16.2,GK,62,61,58,59,65,29,62,rodrigomorinigo_PAR
Rodrigo Muniz,24,Brazil,Striker,Fulham FC,PremierLeague,CONMEBOL,325.0,FW,75,73,74,59,71,42,77,rodrigomuniz_BRA
Rodrigo Rey,34,Argentina,Goalkeeper,CA Independiente,Liga_Profesional,CONMEBOL,24.4,GK,75,73,73,70,76,50,75,rodrigorey_ARG
Rodrigo Villagra,24,Argentina,Defensive_Midfielder,CSKA Moscow,Russian_PremierLiga,CONMEBOL,65.0,MF,75,70,48,68,73,73,74,rodrigovillagra_ARG
Rodrigo Zalazar,25,Uruguay,Central_Midfielder,SC Braga,Liga_Portugal,CONMEBOL,292.5,MF,76,78,77,73,78,66,72,rodrigozalazar_URU
Rodrygo,24,Brazil,Right_Winger,Real Madrid,LaLiga,CONMEBOL,1462.5,FW,86,89,81,79,88,31,64,rodrygo_BRA
Roger Marti,34,Spain,Striker,Cádiz CF,LaLiga_2,UEFA,9.8,FW,73,72,73,62,73,42,70,rogermarti_SPA
Roger Martinez,31,Colombia,Striker,Al-Taawoun FC,Saudi_ProLeague,CONMEBOL,24.4,FW,73,73,73,66,76,41,78,rogermartinez_COL
Rokas Pukstas,20,United States,Attacking_Midfielder,HNK Hajduk Split,SuperSport_HNL,CONCACAF,81.2,MF,69,68,66,62,71,61,69,rokaspukstas_UNI
Rolando Mandragora,28,Italy,Defensive_Midfielder,ACF Fiorentina,Serie_A,UEFA,195.0,MF,77,46,66,75,75,74,74,rolandomandragora_ITA
Roman Burki,34,Switzerland,Goalkeeper,St. Louis CITY SC,MLS,UEFA,24.4,GK,78,82,75,60,82,46,73,romanburki_SWI
Roman Celentano,24,United States,Goalkeeper,FC Cincinnati,MLS,CONCACAF,40.6,GK,71,72,67,66,71,21,72,romancelentano_UNI
Romano Schmid,25,Austria,Attacking_Midfielder,SV Werder Bremen,Bundesliga,UEFA,276.2,MF,75,77,63,70,81,53,58,romanoschmid_AUS
Roman Vega,21,Argentina,Left_Back,Zenit St. Petersburg,Russian_PremierLiga,CONMEBOL,81.2,DF,68,71,31,60,65,63,67,romanvega_ARG
Roman Yaremchuk,29,Ukraine,Striker,Olympiacos Piraeus,SuperLeague1,UEFA,48.8,FW,74,73,72,68,69,44,75,romanyaremchuk_UKR
Romelu Lukaku,32,Belgium,Striker,SSC Napoli,Serie_A,UEFA,357.5,FW,82,79,82,73,74,38,82,romelulukaku_BEL
Romeo Amane,22,Cote d'Ivoire,Central_Midfielder,Rapid Vienna,Austria_Bundesliga,CAF,56.9,MF,64,80,53,61,70,57,67,romeoamane_COT
Romeo Lavia,21,Belgium,Defensive_Midfielder,Chelsea FC,PremierLeague,UEFA,650.0,MF,75,67,50,70,75,73,73,romeolavia_BEL
Romeo Vermant,21,Belgium,Striker,Club Brugge KV,Jupiler_ProLeague,UEFA,97.5,FW,66,78,67,55,63,19,63,romeovermant_BEL
Ron-Robert Zieler,36,Germany,Goalkeeper,1.FC Köln,Bundesliga,UEFA,8.1,GK,73,71,69,69,74,48,75,ron-robertzieler_GER
Ronald Araujo,26,Uruguay,Centre_Back,FC Barcelona,LaLiga,CONMEBOL,568.8,DF,85,82,53,64,62,85,84,ronaldaraujo_URU
Roony Bardghji,19,Sweden,Right_Winger,FC Barcelona Atlètic,Other_leagues,UEFA,121.9,FW,70,75,68,63,74,30,53,roonybardghji_SWE
Ross Graham,24,Scotland,Centre_Back,Dundee United FC,Scottish_Premiership,UEFA,11.4,DF,61,47,31,42,49,64,59,rossgraham_SCO
Roy Krishna,37,Fiji,Striker,Without Club,Unknown,OFC,2.0,FW,69,87,67,63,70,46,80,roykrishna_FIJ
Ruben Alcaraz,34,Spain,Central_Midfielder,Cádiz CF,LaLiga_2,UEFA,8.1,MF,74,51,71,76,71,73,81,rubenalcaraz_SPA
Ruben Botta,35,Argentina,Attacking_Midfielder,CA Talleres,Liga_Profesional,CONMEBOL,8.1,MF,74,81,72,74,76,40,69,rubenbotta_ARG
Ruben Dias,28,Portugal,Centre_Back,Manchester City,PremierLeague,UEFA,1056.2,DF,88,67,39,70,69,89,87,rubendias_POR
Ruben Lezcano,21,Paraguay,Attacking_Midfielder,Fluminense Football Club,Brasileiro_SerieA,CONMEBOL,65.0,MF,64,67,52,60,65,56,58,rubenlezcano_PAR
Ruben Loftus-Cheek,29,England,Central_Midfielder,AC Milan,Serie_A,UEFA,162.5,MF,81,81,76,79,82,77,83,rubenloftus-cheek_ENG
Ruben Neves,28,Portugal,Defensive_Midfielder,Al-Hilal SFC,Saudi_ProLeague,UEFA,406.2,MF,84,57,75,86,77,77,77,rubenneves_POR
Ruben Pena,34,Spain,Right_Back,CD Leganés,LaLiga_2,UEFA,19.5,DF,75,72,69,70,73,72,65,rubenpena_SPA
Ruben van Bommel,20,Netherlands,Left_Winger,PSV Eindhoven,Eredivisie,UEFA,130.0,FW,69,85,67,59,71,25,62,rubenvanbommel_NET
Ruben Vezo,31,Portugal,Centre_Back,Olympiacos Piraeus,SuperLeague1,UEFA,22.8,DF,70,68,54,62,62,70,73,rubenvezo_POR
Ruben Yanez,31,Spain,Goalkeeper,Sporting Gijón,LaLiga_2,UEFA,19.5,GK,71,70,69,64,75,44,69,rubenyanez_SPA
Rui Silva,31,Portugal,Goalkeeper,Sporting CP,Liga_Portugal,UEFA,113.8,GK,81,82,76,77,84,31,81,ruisilva_POR
Ruslan Neshcheret,23,Ukraine,Goalkeeper,Dynamo Kyiv,Ukrainian_PremierLeague,UEFA,65.0,GK,65,65,62,66,66,27,64,ruslanneshcheret_UKR
Ryan Astley,23,Wales,Centre_Back,Dundee FC,Scottish_Premiership,UEFA,9.8,DF,63,50,34,51,49,64,63,ryanastley_WAL
Ryan Christie,30,Scotland,Defensive_Midfielder,AFC Bournemouth,PremierLeague,UEFA,162.5,MF,76,76,70,75,77,71,78,ryanchristie_SCO
Ryan Flamingo,22,Netherlands,Centre_Back,PSV Eindhoven,Eredivisie,UEFA,325.0,DF,72,66,61,62,65,72,74,ryanflamingo_NET
Ryan Giles,25,England,Left_Back,Hull City,Championship,UEFA,73.1,DF,73,88,57,73,73,62,65,ryangiles_ENG
Ryan Gravenberch,23,Netherlands,Defensive_Midfielder,Liverpool FC,PremierLeague,UEFA,1218.8,MF,78,71,76,77,81,68,73,ryangravenberch_NET
Ryan Hollingshead,34,United States,Left_Back,Los Angeles FC,MLS,CONCACAF,13.0,DF,71,49,64,66,70,70,81,ryanhollingshead_UNI
Ryan Kitto,30,Australia,Left_Back,Adelaide United,A_League,AFC,6.5,DF,63,78,55,58,62,54,74,ryankitto_AUS
Ryan Raposo,26,Canada,Side_Midfielder,Los Angeles FC,MLS,CONCACAF,16.2,MF,65,68,58,63,67,57,50,ryanraposo_CAN
Ryan Sessegnon,25,England,Left_Back,Fulham FC,PremierLeague,UEFA,243.8,DF,74,77,64,72,76,71,64,ryansessegnon_ENG
Ryan Thomas,30,New Zealand,Central_Midfielder,PEC Zwolle,Eredivisie,OFC,11.4,MF,66,69,59,68,69,57,61,ryanthomas_NEW
Ryan Yates,27,England,Central_Midfielder,Nottingham Forest,PremierLeague,UEFA,195.0,MF,75,58,60,67,67,75,81,ryanyates_ENG
Ryotaro Ito,27,Japan,Central_Midfielder,Sint-Truidense VV,Jupiler_ProLeague,AFC,40.6,MF,71,81,71,66,72,56,63,ryotaroito_JAP
Ryoya Morishita,28,Japan,Attacking_Midfielder,Legia Warszawa,Ekstraklasa,AFC,48.8,MF,64,71,57,58,66,59,61,ryoyamorishita_JAP
Ryoya Ogawa,28,Japan,Left_Back,Kashima Antlers,J1_League,AFC,24.4,DF,67,76,55,62,62,62,75,ryoyaogawa_JAP
Saba Lobjanidze,30,Georgia,Left_Winger,Atlanta United FC,MLS,UEFA,65.0,FW,71,82,66,66,74,25,55,sabalobjanidze_GEO
Sacha Boey,24,France,Right_Back,Bayern Munich,Bundesliga,UEFA,292.5,DF,79,82,55,66,77,78,80,sachaboey_FRA
Sadibou Sane,21,Senegal,Centre_Back,FC Metz,Ligue1,CAF,81.2,DF,65,67,37,42,45,67,69,sadibousane_SEN
Sael Kumbedi,20,France,Right_Back,Olympique Lyon,Ligue1,UEFA,113.8,DF,71,82,42,62,72,65,62,saelkumbedi_FRA
Said Benrahma,29,Algeria,Left_Winger,NEOM SC,Saudi_ProLeague,CAF,162.5,FW,78,73,75,75,82,40,57,saidbenrahma_ALG
Saidou Sow,23,Guinea,Centre_Back,RC Strasbourg Alsace,Ligue1,CAF,97.5,DF,69,61,41,54,60,69,66,saidousow_GUI
Salim Diakite,25,Mali,Right_Back,Palermo FC,Serie_B,CAF,35.8,DF,69,79,62,62,62,67,76,salimdiakite_MAL
Salis Abdul Samed,25,Ghana,Defensive_Midfielder,RC Lens,Ligue1,CAF,89.4,MF,76,60,49,66,69,74,79,salisabdulsamed_GHA
Salvatore Esposito,24,Italy,Defensive_Midfielder,Spezia Calcio,Serie_B,UEFA,162.5,MF,69,62,60,70,66,59,57,salvatoreesposito_ITA
Sam Adekugbe,30,Canada,Left_Back,Vancouver Whitecaps FC,MLS,CONCACAF,16.2,DF,69,86,50,60,70,61,76,samadekugbe_CAN
Sam Beukema,26,Netherlands,Centre_Back,SSC Napoli,Serie_A,UEFA,455.0,DF,77,49,55,60,62,78,76,sambeukema_NET
Sambou Soumano,24,Senegal,Striker,FC Lorient,Ligue1,CAF,40.6,FW,68,69,69,52,69,25,53,sambousoumano_SEN
Sam Johnstone,32,England,Goalkeeper,Wolverhampton Wanderers,PremierLeague,UEFA,97.5,GK,78,79,79,69,80,41,76,samjohnstone_ENG
Sam Lammers,28,Netherlands,Striker,Twente Enschede FC,Eredivisie,UEFA,65.0,FW,74,66,74,65,76,36,69,samlammers_NET
Sammie Szmodics,29,Ireland,Attacking_Midfielder,Ipswich Town,Championship,UEFA,162.5,MF,75,79,75,70,76,51,67,sammieszmodics_IRE
Sampson Dweh,23,Liberia,Centre_Back,FC Viktoria Plzen,Chance_Liga,CAF,105.6,DF,73,72,32,59,66,73,75,sampsondweh_LIB
Samson Baidoo,21,Austria,Centre_Back,RC Lens,Ligue1,UEFA,130.0,DF,69,70,26,50,60,68,69,samsonbaidoo_AUS
Sam Surridge,26,England,Striker,Nashville SC,MLS,UEFA,81.2,FW,71,64,71,56,68,28,70,samsurridge_ENG
Sam Sutton,23,New Zealand,Left_Back,Perth Glory,A_League,OFC,5.7,DF,63,77,57,62,66,55,66,samsutton_NEW
Sam Tickle,23,England,Goalkeeper,Wigan Athletic,League_One,UEFA,19.5,GK,66,65,65,64,66,34,64,samtickle_ENG
Samu Costa,24,Portugal,Defensive_Midfielder,RCD Mallorca,LaLiga,UEFA,243.8,MF,74,62,63,67,68,70,73,samucosta_POR
Samuel Adeniran,26,United States,Striker,LASK,Austria_Bundesliga,CONCACAF,14.6,FW,63,57,65,43,48,25,73,samueladeniran_UNI
Samuel Amo-Ameyaw,19,England,Right_Winger,RC Strasbourg Alsace,Ligue1,UEFA,65.0,FW,61,78,54,53,65,28,40,samuelamo-ameyaw_ENG
Samuel Chukwueze,26,Nigeria,Right_Winger,AC Milan,Serie_A,CAF,162.5,FW,80,88,74,74,83,36,61,samuelchukwueze_NIG
Samuel Dahl,22,Sweden,Left_Back,SL Benfica,Liga_Portugal,UEFA,113.8,DF,69,83,38,59,69,62,65,samueldahl_SWE
Samuel Edozie,22,England,Left_Winger,Southampton FC,Championship,UEFA,97.5,FW,70,81,61,63,73,28,52,samueledozie_ENG
Samuele Ricci,23,Italy,Defensive_Midfielder,AC Milan,Serie_A,UEFA,487.5,MF,77,73,55,72,78,73,68,samuelericci_ITA
Samuel Piette,30,Canada,Defensive_Midfielder,CF Montréal,MLS,CONCACAF,19.5,MF,70,59,29,56,58,69,78,samuelpiette_CAN
Samuel Portugal,31,Brazil,Goalkeeper,Al-Okhdood Club,Saudi_ProLeague,CONMEBOL,16.2,GK,72,73,67,76,75,43,71,samuelportugal_BRA
Samuel Soares,23,Portugal,Goalkeeper,SL Benfica,Liga_Portugal,UEFA,65.0,GK,68,68,65,79,72,59,64,samuelsoares_POR
Sam Vines,26,United States,Left_Back,Colorado Rapids,MLS,CONCACAF,19.5,DF,69,76,33,57,63,66,68,samvines_UNI
Sander Berge,27,Norway,Defensive_Midfielder,Fulham FC,PremierLeague,UEFA,406.2,MF,76,53,65,73,71,75,85,sanderberge_NOR
Sander Tangvik,22,Norway,Goalkeeper,Rosenborg BK,Eliteserien,UEFA,56.9,GK,65,65,64,63,66,57,65,sandertangvik_NOR
Sandi Lovric,27,Slovenia,Central_Midfielder,Udinese Calcio,Serie_A,UEFA,138.1,MF,73,49,64,72,72,68,69,sandilovric_SLO
Sandro Tonali,25,Italy,Central_Midfielder,Newcastle United,PremierLeague,UEFA,975.0,MF,85,84,74,81,81,82,82,sandrotonali_ITA
