Name,Age,Nation,Position,Club,League,Confederation,Billion_KRW,Field,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Name_ID
Ivan Zlobin,28,Russia,Goalkeeper,FC Famalicão,Liga_Portugal,UEFA,24.4,GK,67,66,65,61,67,29,66,ivanzlobin
Nathan Trott,26,England,Goalkeeper,FC Copenhagen,Danish_Superligaen,UEFA,24.4,GK,71,71,70,69,72,40,70,nathantrott
Cole Campbell,19,United States,Right_Winger,Borussia Dortmund,Bundesliga,CONCACAF,24.4,FW,64,73,57,59,69,26,39,campbellcole
Egil Selvik,27,Norway,Goalkeeper,Watford FC,Championship,UEFA,24.4,GK,69,69,68,66,69,19,68,egilselvik
Oliver Christensen,26,Denmark,Goalkeeper,ACF Fiorentina,Serie_A,UEFA,24.4,GK,73,75,70,69,79,44,69,christensenoliver
Nicolas Vouilloz,24,Switzerland,Centre_Back,FC Basel 1893,Swiss_SuperLeague,UEFA,24.4,DF,66,66,28,46,45,65,78,nicolasvouilloz
Shkelqim Vladi,24,Kosovo,Striker,FC Lugano,Swiss_SuperLeague,UEFA,24.4,FW,67,69,68,56,67,24,67,shkelqimvladi
Anto Grgic,28,Switzerland,Central_Midfielder,FC Lugano,Swiss_SuperLeague,UEFA,24.4,MF,70,61,68,75,67,64,74,antogrgic
Ablie Jallow,26,Gambia,Side_Midfielder,Servette FC,Swiss_SuperLeague,CAF,24.4,MF,71,78,67,67,75,34,46,abliejallow
Amady Camara,20,Mali,Striker,SK Sturm Graz,Austria_Bundesliga,CAF,24.4,FW,62,74,62,55,62,22,60,amadycamara
Lukas Grgic,29,Austria,Defensive_Midfielder,Rapid Vienna,Austria_Bundesliga,UEFA,24.4,MF,69,67,44,60,62,66,82,grgiclukas
Jonas Auer,24,Austria,Left_Back,Rapid Vienna,Austria_Bundesliga,UEFA,24.4,DF,70,77,56,63,65,65,71,auerjonas
Leandro Brey,22,Argentina,Goalkeeper,CA Boca Juniors,Liga_Profesional,CONMEBOL,24.4,GK,64,64,60,50,65,29,65,breyleandro
Martin Delavallee,21,Belgium,Goalkeeper,Royal Charleroi SC,Jupiler_ProLeague,UEFA,24.4,GK,59,60,56,62,59,46,59,delavalleemartin
Oliver Villadsen,23,Denmark,Right_Back,Bröndby IF,Danish_Superligaen,UEFA,24.4,DF,70,86,48,63,71,62,66,olivervilladsen
Valdemar Byskov,20,Denmark,Right_Winger,FC Midtjylland,Danish_Superligaen,UEFA,24.4,FW,62,70,51,60,64,39,40,byskovvaldemar
Kellyn Acosta,30,United States,Defensive_Midfielder,Chicago Fire FC,MLS,CONCACAF,24.4,MF,71,74,67,71,71,66,76,acostakellyn
William Troost-Ekong,31,Nigeria,Centre_Back,Al-Kholood Club,Saudi_ProLeague,CAF,24.4,DF,72,58,32,44,44,72,77,ekongtroostwilliam
Roger Martinez,31,Colombia,Striker,Al-Taawoun FC,Saudi_ProLeague,CONMEBOL,24.4,FW,73,73,73,66,76,41,78,martinezroger
Roman Burki,34,Switzerland,Goalkeeper,St. Louis CITY SC,MLS,UEFA,24.4,GK,78,82,75,60,82,46,73,burkiroman
Andriy Yarmolenko,35,Ukraine,Right_Winger,Dynamo Kyiv,Ukrainian_PremierLeague,UEFA,24.4,FW,75,60,79,76,76,42,72,andriyyarmolenko
Sergio Busquets,37,Spain,Defensive_Midfielder,Inter Miami CF,MLS,UEFA,24.4,MF,81,37,61,77,78,78,73,busquetssergio
Brandt Bronico,30,United States,Central_Midfielder,Charlotte FC,MLS,CONCACAF,24.4,MF,67,67,59,63,67,64,72,brandtbronico
Randall Leal,28,Costa Rica,Left_Winger,D.C. United,MLS,CONCACAF,24.4,FW,67,71,64,65,71,44,52,lealrandall
Jason Steele,34,England,Goalkeeper,Brighton & Hove Albion,PremierLeague,UEFA,24.4,GK,75,75,73,80,74,39,75,jasonsteele
Zan Zaletel,25,Slovenia,Centre_Back,Viborg FF,Danish_Superligaen,UEFA,24.4,DF,68,53,28,47,53,68,71,zaletelzan
Kasper Jorgensen,25,Denmark,Right_Back,LASK,Austria_Bundesliga,UEFA,24.4,DF,67,78,45,56,64,59,74,jorgensenkasper
Nikolas Dyhr,24,Denmark,Left_Back,Randers FC,Danish_Superligaen,UEFA,24.4,DF,68,79,55,61,67,62,67,dyhrnikolas
Nicklas Rojkjaer,27,Denmark,Central_Midfielder,FC Nordsjaelland,Danish_Superligaen,UEFA,24.4,MF,64,70,59,61,63,50,63,nicklasrojkjaer
Tonni Adamsen,30,Denmark,Striker,Silkeborg IF,Danish_Superligaen,UEFA,24.4,FW,68,77,68,54,67,29,64,adamsentonni
Robin Ostrom,22,Norway,Right_Back,Silkeborg IF,Danish_Superligaen,UEFA,24.4,DF,66,69,36,55,58,63,72,ostromrobin
Pedro Ganchas,25,Portugal,Centre_Back,Silkeborg IF,Danish_Superligaen,UEFA,24.4,DF,64,46,32,35,38,66,70,ganchaspedro
Victor Bak,21,Denmark,Left_Back,FC Midtjylland,Danish_Superligaen,UEFA,24.4,DF,65,82,51,59,63,58,68,bakvictor
Miki Yamane,31,Japan,Right_Back,Los Angeles Galaxy,MLS,AFC,24.4,DF,72,77,61,65,65,68,74,mikiyamane
Ryoya Ogawa,28,Japan,Left_Back,Kashima Antlers,J1_League,AFC,24.4,DF,67,76,55,62,62,62,75,ogawaryoya
Raphael Obermair,29,Philippines,Side_Midfielder,SC Paderborn 07,Bundesliga_2,AFC,24.4,MF,71,83,64,66,70,65,72,obermairraphael
Salem Al-Dawsari,33,Saudi Arabia,Left_Winger,Al-Hilal SFC,Saudi_ProLeague,AFC,24.4,FW,80,85,75,72,84,52,80,aldawsarisalem
Koji Miyoshi,28,Japan,Side_Midfielder,VfL Bochum,Bundesliga_2,AFC,24.4,MF,70,75,65,68,74,46,49,kojimiyoshi
Ado Onaiwu,29,Japan,Striker,AJ Auxerre,Ligue1,AFC,24.4,FW,70,79,69,61,66,38,69,adoonaiwu
Joe Gauci,25,Australia,Goalkeeper,Aston Villa,PremierLeague,AFC,24.4,GK,68,71,65,60,72,30,64,gaucijoe
Emmanuel Sabbi,27,United States,Right_Winger,Vancouver Whitecaps FC,MLS,CONCACAF,24.4,FW,71,90,65,62,73,38,59,emmanuelsabbi
Darren Yapi,20,United States,Striker,Colorado Rapids,MLS,CONCACAF,24.4,FW,60,74,55,45,62,22,58,darrenyapi
Dogan Alemdar,22,Turkey,Goalkeeper,Stade Rennais FC,Ligue1,UEFA,24.4,GK,70,70,69,69,69,38,71,alemdardogan
Cristopher Fiermarin,27,Uruguay,Goalkeeper,Deportes Tolima,Liga_Dimayor,CONMEBOL,24.4,GK,71,68,69,66,71,22,72,cristopherfiermarin
Deandre Kerr,22,Canada,Striker,Toronto FC,MLS,CONCACAF,24.4,FW,61,78,59,52,60,47,71,deandrekerr
Robin Risser,20,France,Goalkeeper,RC Lens,Ligue1,UEFA,24.4,GK,67,68,71,64,69,39,60,risserrobin
Niko Tsakiris,20,United States,Central_Midfielder,San Jose Earthquakes,MLS,CONCACAF,24.4,MF,61,68,40,56,68,44,51,nikotsakiris
Ji-sung Eom,23,"Korea, South",Left_Winger,Swansea City,Championship,AFC,22.8,FW,72,85,64,64,74,36,65,eomjisung
Ruben Vezo,31,Portugal,Centre_Back,Olympiacos Piraeus,SuperLeague1,UEFA,22.8,DF,70,68,54,62,62,70,73,rubenvezo
Juan Pablo Vargas,30,Costa Rica,Centre_Back,Millonarios FC,Liga_Dimayor,CONCACAF,22.8,DF,72,51,24,44,48,72,77,juanpablovargas
Seny Dieng,30,Senegal,Goalkeeper,Middlesbrough FC,Championship,CAF,22.8,GK,71,70,67,69,74,40,67,diengseny
Diogo Sousa,26,Portugal,Goalkeeper,Bodrum FK,Other_leagues,UEFA,22.8,GK,66,67,64,60,66,33,65,diogosousa
Edvinas Gertmonas,29,Lithuania,Goalkeeper,FC Universitatea Cluj,Romaina_SuperLiga,UEFA,22.8,GK,66,67,64,56,67,51,66,edvinasgertmonas
Daniel Bachmann,31,Austria,Goalkeeper,Watford FC,Championship,UEFA,22.8,GK,70,71,68,62,72,45,67,bachmanndaniel
Aynsley Pears,27,England,Goalkeeper,Blackburn Rovers,Championship,UEFA,22.8,GK,68,70,64,65,72,45,65,aynsleypears
Rigoberto Rivas,26,Honduras,Left_Winger,Kocaelispor,SuperLig,CONCACAF,22.8,FW,68,79,62,63,69,34,56,rigobertorivas
Timothy Fayulu,26,Congo,Goalkeeper,FC Sion,Swiss_SuperLeague,CAF,22.8,GK,67,68,66,62,69,25,65,fayulutimothy
Yuri Berchiche,35,Spain,Left_Back,Athletic Bilbao,LaLiga,UEFA,22.8,DF,79,79,68,74,75,77,83,berchicheyuri
Rafael Toloi,34,Italy,Centre_Back,Without Club,Without_Club,UEFA,22.8,DF,79,61,52,58,64,81,79,rafaeltoloi
Iker Almena,21,Spain,Right_Winger,Al-Qadsiah FC,Saudi_ProLeague,UEFA,21.1,FW,62,73,54,56,63,25,46,almenaiker
Dexter Lembikisa,21,Jamaica,Right_Back,Wolverhampton Wanderers U21,Other_leagues,CONCACAF,21.1,DF,65,83,43,55,60,60,60,dexterlembikisa
Joan Sastre,28,Spain,Right_Back,PAOK Thessaloniki,SuperLeague1,UEFA,21.1,DF,71,77,42,59,68,68,65,joansastre
Leighton Clarkson,23,England,Attacking_Midfielder,Aberdeen FC,Scottish_Premiership,UEFA,21.1,MF,70,66,64,71,71,60,56,clarksonleighton
Majid Hosseini,29,Iran,Centre_Back,Kayserispor,SuperLig,AFC,21.1,DF,69,58,30,47,50,70,75,hosseinimajid
Christian Fruchtl,25,Germany,Goalkeeper,US Lecce,Serie_A,UEFA,21.1,GK,70,73,68,67,71,24,66,christianfruchtl
Ivan Lucic,30,Austria,Goalkeeper,HNK Hajduk Split,SuperSport_HNL,UEFA,21.1,GK,69,69,65,64,72,39,67,ivanlucic
Andreas Hansen,29,Denmark,Goalkeeper,FC Nordsjaelland,Danish_Superligaen,UEFA,21.1,GK,72,72,71,74,73,47,72,andreashansen
Otto Hindrich,22,Romania,Goalkeeper,CFR Cluj,Romaina_SuperLiga,UEFA,21.1,GK,64,64,63,54,65,26,63,hindrichotto
Noel Tornqvist,23,Sweden,Goalkeeper,Mjällby AIF,Allsvenskan,UEFA,21.1,GK,64,64,65,63,63,46,64,noeltornqvist
Pedro Henrique,28,Brazil,Striker,Yunnan Yukun,Chinese_SuperLeague,CONMEBOL,21.1,FW,70,58,70,48,66,34,72,henriquepedro
Marcos Ledesma,28,Argentina,Goalkeeper,CA Barracas Central,Liga_Profesional,CONMEBOL,21.1,GK,68,70,65,61,69,51,67,ledesmamarcos
Tonny Vilhena,30,Netherlands,Central_Midfielder,Panathinaikos FC,SuperLeague1,UEFA,21.1,MF,74,70,72,75,74,73,76,tonnyvilhena
Maxime Soulas,26,France,Centre_Back,Sönderjyske Fodbold,Danish_Superligaen,UEFA,21.1,DF,61,62,35,49,51,60,66,maximesoulas
Pelle Mattsson,23,Denmark,Central_Midfielder,Silkeborg IF,Danish_Superligaen,UEFA,21.1,MF,65,60,47,63,66,64,69,mattssonpelle
Nicholas Gioacchini,25,United States,Striker,Asteras Aktor,SuperLeague1,CONCACAF,21.1,FW,71,81,71,57,71,29,72,gioacchininicholas
Bajung Darboe,18,United States,Attacking_Midfielder,FC Bayern Munich II,Other_leagues,CONCACAF,21.1,MF,57,55,39,52,58,49,54,bajungdarboe
Oliver Olsen,24,Denmark,Right_Back,Randers FC,Danish_Superligaen,UEFA,21.1,DF,63,68,48,58,60,57,69,oliverolsen
Srdjan Kuzmic,21,Slovenia,Right_Back,Viborg FF,Danish_Superligaen,UEFA,21.1,DF,65,75,26,58,59,61,58,kuzmicsrdjan
Nathan Harriel,24,United States,Right_Back,Philadelphia Union,MLS,CONCACAF,19.5,DF,67,78,32,52,56,65,75,harrielnathan
Ethan Horvath,30,United States,Goalkeeper,Cardiff City,League_One,CONCACAF,19.5,GK,72,77,68,66,76,48,67,ethanhorvath
Duckens Nazon,31,Haiti,Striker,Kayserispor,SuperLig,CONCACAF,19.5,FW,68,76,68,51,67,24,63,duckensnazon
Erik Lamela,33,Argentina,Right_Winger,AEK Athens,SuperLeague1,CONMEBOL,19.5,FW,79,76,77,78,82,54,68,eriklamela
Theo Corbeanu,23,Canada,Right_Winger,Toronto FC,MLS,CONCACAF,19.5,FW,69,78,58,67,71,47,63,corbeanutheo
Kyle Duncan,27,United States,Right_Back,New York Red Bulls,MLS,CONCACAF,19.5,DF,67,83,44,51,67,63,71,duncankyle
Corey Baird,29,United States,Striker,FC Cincinnati,MLS,CONCACAF,19.5,FW,66,77,64,57,63,32,69,bairdcorey
George Campbell,24,United States,Centre_Back,West Bromwich Albion,Championship,CONCACAF,19.5,DF,66,71,33,43,58,63,75,campbellgeorge
Andrew Privett,24,United States,Centre_Back,Charlotte FC,MLS,CONCACAF,19.5,DF,65,63,32,53,56,65,67,andrewprivett
Nick Lima,30,United States,Right_Back,San Jose Earthquakes,MLS,CONCACAF,19.5,DF,67,79,61,60,67,61,73,limanick
Lukas MacNaughton,30,Canada,Centre_Back,D.C. United,MLS,CONCACAF,19.5,DF,62,60,31,39,49,62,69,lukasmacnaughton
Sam Vines,26,United States,Left_Back,Colorado Rapids,MLS,CONCACAF,19.5,DF,69,76,33,57,63,66,68,samvines
Takuto Oshima,27,Japan,Defensive_Midfielder,FC Noah Yerevan,Other_leagues,AFC,19.5,MF,67,69,53,67,71,55,58,oshimatakuto
Ayman Yahya,24,Saudi Arabia,Right_Winger,Al-Nassr FC,Saudi_ProLeague,AFC,19.5,FW,66,84,60,58,66,32,65,aymanyahya
Abdelrahman Boudah,25,Sweden,Left_Winger,Albirex Niigata,J1_League,UEFA,19.5,FW,64,72,59,60,67,41,63,abdelrahmanboudah
Danny Leyva,22,United States,Defensive_Midfielder,Seattle Sounders FC,MLS,CONCACAF,19.5,MF,65,64,59,60,65,52,55,dannyleyva
Oliver Larraz,23,United States,Central_Midfielder,Colorado Rapids,MLS,CONCACAF,19.5,MF,57,57,42,54,60,52,50,larrazoliver
Joe Lolley,32,England,Right_Winger,Sydney FC,A_League,UEFA,19.5,FW,74,73,70,70,76,49,63,joelolley
Amari'i Bell,31,Jamaica,Left_Back,Charlton Athletic,Championship,CONCACAF,19.5,DF,71,75,50,60,67,71,73,amari'ibell
Andrew Brody,30,United States,Left_Back,Sporting Kansas City,MLS,CONCACAF,19.5,DF,69,73,40,57,66,64,71,andrewbrody
Stavros Pilios,24,Greece,Left_Back,AEK Athens,SuperLeague1,UEFA,19.5,DF,69,77,48,65,70,62,63,piliosstavros
Petros Mantalos,33,Greece,Attacking_Midfielder,AEK Athens,SuperLeague1,UEFA,19.5,MF,75,72,68,77,76,55,66,mantalospetros
Josh Campbell,25,Scotland,Attacking_Midfielder,Hibernian FC,Scottish_Premiership,UEFA,19.5,MF,65,70,60,62,67,60,73,campbelljosh
Michael Steinwender,25,Austria,Centre_Back,Heart of Midlothian FC,Scottish_Premiership,UEFA,19.5,DF,66,42,29,44,40,66,75,michaelsteinwender
Pape Habib Gueye,25,Senegal,Striker,Aberdeen FC,Scottish_Premiership,CAF,19.5,FW,67,77,66,54,65,21,76,gueyehabibpape
Jamie McGrath,28,Ireland,Attacking_Midfielder,Hibernian FC,Scottish_Premiership,UEFA,19.5,MF,70,71,69,67,72,58,62,jamiemcgrath
Krystof Danek,22,Czech Republic,Right_Winger,LASK,Austria_Bundesliga,UEFA,19.5,FW,70,69,61,69,73,26,59,danekkrystof
Jannes Horn,28,Germany,Centre_Back,Rapid Vienna,Austria_Bundesliga,UEFA,19.5,DF,68,75,34,57,66,67,70,hornjannes
Assan Ceesay,31,Gambia,Striker,Damac FC,Saudi_ProLeague,CAF,19.5,FW,69,84,70,57,64,33,69,assanceesay
Yoan Severin,28,France,Centre_Back,Servette FC,Swiss_SuperLeague,UEFA,19.5,DF,69,65,27,50,51,67,77,severinyoan
Ezgjan Alioski,33,North Macedonia,Left_Back,FC Lugano,Swiss_SuperLeague,UEFA,19.5,DF,70,73,71,70,72,64,71,alioskiezgjan
Mads Larsen,23,Denmark,Central_Midfielder,Silkeborg IF,Danish_Superligaen,UEFA,19.5,MF,64,69,57,61,64,57,48,larsenmads
Jean Manuel Mbom,25,Germany,Right_Back,Viborg FF,Danish_Superligaen,UEFA,19.5,DF,68,70,60,66,69,64,72,jeanmanuelmbom
Alexander Busch,22,Denmark,Centre_Back,Silkeborg IF,Danish_Superligaen,UEFA,19.5,DF,68,54,29,45,53,69,67,alexanderbusch
Noah Cobb,20,United States,Centre_Back,Colorado Rapids,MLS,CONCACAF,19.5,DF,58,71,26,30,38,61,59,cobbnoah
Paul Komposch,24,Austria,Centre_Back,TSV Hartberg,Austria_Bundesliga,UEFA,19.5,DF,65,65,29,47,45,64,73,komposchpaul
Stefan Lainer,32,Austria,Right_Back,Red Bull Salzburg,Austria_Bundesliga,UEFA,19.5,DF,73,70,62,65,67,73,75,lainerstefan
Thomas Delaney,33,Denmark,Central_Midfielder,FC Copenhagen,Danish_Superligaen,UEFA,19.5,MF,76,64,69,71,70,78,76,delaneythomas
Samuel Piette,30,Canada,Defensive_Midfielder,CF Montréal,MLS,CONCACAF,19.5,MF,70,59,29,56,58,69,78,piettesamuel
Anfernee Dijksteel,28,Suriname,Right_Back,Kocaelispor,SuperLig,CONCACAF,19.5,DF,69,73,34,55,65,69,73,anferneedijksteel
Miguel Chaiwa,21,Zambia,Defensive_Midfielder,BSC Young Boys,Swiss_SuperLeague,CAF,19.5,MF,59,74,36,50,59,57,68,chaiwamiguel
Callum McCowatt,26,New Zealand,Right_Winger,Silkeborg IF,Danish_Superligaen,OFC,19.5,FW,66,76,66,64,66,52,67,callummccowatt
Tim Meyer,21,Switzerland,Defensive_Midfielder,Grasshopper Club Zurich,Swiss_SuperLeague,UEFA,19.5,MF,61,71,51,58,65,58,62,meyertim
Tyler Bindon,20,New Zealand,Centre_Back,Sheffield United,Championship,OFC,19.5,DF,67,60,32,49,58,67,70,bindontyler
Mamour Ndiaye,19,Senegal,Goalkeeper,Sarpsborg 08 FF,Eliteserien,CAF,19.5,GK,54,54,53,55,56,18,55,mamourndiaye
Jamie Cumming,25,England,Goalkeeper,Oxford United,Championship,UEFA,19.5,GK,67,66,65,66,67,39,65,cummingjamie
Arthur Desmas,31,France,Goalkeeper,Without Club,Without_Club,UEFA,19.5,GK,75,75,72,72,76,36,73,arthurdesmas
Maxime Delanghe,24,Belgium,Goalkeeper,Cercle Brugge ,Other_leagues,UEFA,19.5,GK,63,63,62,63,65,21,64,delanghemaxime
Herve Koffi,28,Burkina Faso,Goalkeeper,Angers SCO,Ligue1,CAF,19.5,GK,73,75,69,68,76,56,67,hervekoffi
Sam Tickle,23,England,Goalkeeper,Wigan Athletic,League_One,UEFA,19.5,GK,66,65,65,64,66,34,64,samtickle
Edin Visca,35,Bosnia-Herzegovina,Right_Winger,Trabzonspor,SuperLig,UEFA,19.5,FW,79,82,78,76,81,47,63,edinvisca
Juan Carlos Gauto,21,Argentina,Right_Winger,FC Basel 1893,Swiss_SuperLeague,CONMEBOL,19.5,FW,68,85,65,63,70,29,62,carlosgautojuan
Luis Muriel,34,Colombia,Striker,Orlando City SC,MLS,CONMEBOL,19.5,FW,78,85,78,73,82,29,67,luismuriel
Oday Dabbagh,26,Palestine,Striker,Royal Charleroi SC,Jupiler_ProLeague,AFC,19.5,FW,71,73,72,58,67,35,75,dabbaghoday
Mohamed Kone,23,Cote d'Ivoire,Goalkeeper,Royal Charleroi SC,Jupiler_ProLeague,CAF,19.5,GK,66,66,65,62,69,31,62,konemohamed
Thomas Gillier,21,Chile,Goalkeeper,CF Montréal,MLS,CONMEBOL,19.5,GK,63,64,58,60,67,21,63,gillierthomas
Matteo Di Giusto,24,Switzerland,Attacking_Midfielder,FC Luzern,Swiss_SuperLeague,UEFA,19.5,MF,71,78,65,69,75,30,53,digiustomatteo
Steven Zuber,33,Switzerland,Attacking_Midfielder,FC Zürich,Swiss_SuperLeague,UEFA,19.5,MF,75,77,74,73,75,65,76,stevenzuber
Umeh Emmanuel,20,Nigeria,Left_Winger,FC Zürich,Swiss_SuperLeague,CAF,19.5,FW,63,80,64,52,66,29,53,emmanuelumeh
Mihailo Stevanovic,23,Serbia,Central_Midfielder,FC St. Gallen 1879,Swiss_SuperLeague,UEFA,19.5,MF,65,71,59,60,66,61,70,mihailostevanovic
Teddy Okou,27,France,Right_Winger,FC Luzern,Swiss_SuperLeague,UEFA,19.5,FW,69,90,68,63,75,31,63,okouteddy
Daniel Dos Santos,22,Switzerland,Attacking_Midfielder,FC Lugano,Swiss_SuperLeague,UEFA,19.5,MF,65,65,58,65,65,39,50,danieldossantos
Lukas Gortler,31,Germany,Side_Midfielder,FC St. Gallen 1879,Swiss_SuperLeague,UEFA,19.5,MF,72,69,69,75,68,59,79,gortlerlukas
Tyron Owusu,22,Switzerland,Central_Midfielder,FC Luzern,Swiss_SuperLeague,UEFA,19.5,MF,51,60,33,51,51,52,55,owusutyron
Claudio Ramos,33,Portugal,Goalkeeper,FC Porto,Liga_Portugal,UEFA,19.5,GK,73,78,72,64,72,55,72,claudioramos
Braian Romero,34,Argentina,Striker,CA Vélez Sarsfield,Liga_Profesional,CONMEBOL,19.5,FW,71,84,69,63,75,54,75,braianromero
Ruben Pena,34,Spain,Right_Back,CD Leganés,LaLiga_2,UEFA,19.5,DF,75,72,69,70,73,72,65,penaruben
Ismaily,35,Brazil,Left_Back,Without Club,Without_Club,CONMEBOL,19.5,DF,78,76,64,73,78,73,75,ismaily
Abdulelah Al-Amri,28,Saudi Arabia,Centre_Back,Al-Nassr FC,Saudi_ProLeague,AFC,19.5,DF,69,69,29,49,47,67,81,abdulelahalamri
Anthony Lopes,34,Portugal,Goalkeeper,FC Nantes,Ligue1,UEFA,19.5,GK,79,80,76,69,83,65,76,anthonylopes
Nordin Jackers,27,Belgium,Goalkeeper,Club Brugge KV,Jupiler_ProLeague,UEFA,19.5,GK,69,68,68,64,71,43,67,jackersnordin
Simon Mignolet,37,Belgium,Goalkeeper,Club Brugge KV,Jupiler_ProLeague,UEFA,19.5,GK,78,77,75,73,80,51,81,mignoletsimon
Lawrence Ati Zigi,28,Ghana,Goalkeeper,FC St. Gallen 1879,Swiss_SuperLeague,CAF,19.5,GK,73,74,69,65,75,40,72,atilawrencezigi
Lucas Acosta,30,Argentina,Goalkeeper,CA Sarmiento (Junin),Liga_Profesional,CONMEBOL,19.5,GK,71,70,71,70,73,60,72,acostalucas
Karlo Letica,28,Croatia,Goalkeeper,FC Lausanne-Sport,Swiss_SuperLeague,UEFA,19.5,GK,69,69,65,65,70,32,70,karloletica
Dinko Horkas,26,Croatia,Goalkeeper,UD Las Palmas,LaLiga_2,UEFA,19.5,GK,64,64,61,61,66,48,62,dinkohorkas
Florian Muller,27,Germany,Goalkeeper,SC Freiburg,Bundesliga,UEFA,19.5,GK,72,72,67,71,79,43,68,florianmuller
Kye Rowles,27,Australia,Centre_Back,D.C. United,MLS,AFC,19.5,DF,71,64,24,46,47,72,76,kyerowles
Tim Chow,31,Chinese Taipei,Defensive_Midfielder,Chengdu Rongcheng,Chinese_SuperLeague,AFC,19.5,MF,72,73,65,70,71,67,75,chowtim
Ruben Yanez,31,Spain,Goalkeeper,Sporting Gijón,LaLiga_2,UEFA,19.5,GK,71,70,69,64,75,44,69,rubenyanez
Andrea Fulignati,30,Italy,Goalkeeper,US Cremonese,Serie_A,UEFA,19.5,GK,69,69,67,71,70,48,69,andreafulignati
Saad Al-Mousa,22,Saudi Arabia,Centre_Back,Al-Ittihad Club,Saudi_ProLeague,AFC,19.5,DF,62,63,25,51,54,61,69,almousasaad
Suphanat Mueanta,22,Thailand,Striker,Buriram United,Other_leagues,AFC,19.5,FW,64,66,61,57,67,23,44,mueantasuphanat
Yong-woo Park,31,"Korea, South",Defensive_Midfielder,Al-Ain FC,UAE_ProLeague,AFC,19.5,MF,70,58,58,63,61,65,78,parkwooyong
Mauricio Pineda,27,United States,Centre_Back,Chicago Fire FC,MLS,CONCACAF,19.5,DF,65,50,31,48,58,66,70,mauriciopineda
Jahkeele Marshall-Rutty,21,Canada,Side_Midfielder,Charlotte FC,MLS,CONCACAF,19.5,MF,61,81,51,55,69,52,41,jahkeelemarshallrutty
Jasir Asani,30,Albania,Right_Winger,Gwangju FC,K_League1,UEFA,19.5,FW,69,80,63,64,68,34,60,asanijasir
Oberdan,29,Brazil,Defensive_Midfielder,Pohang Steelers,K_League1,CONMEBOL,19.5,MF,75,82,63,67,73,70,76,oberdan
Iago Maidana,29,Brazil,Centre_Back,Henan FC,Chinese_SuperLeague,CONMEBOL,19.5,DF,69,70,40,46,48,69,79,iagomaidana
Alexandru Tudorie,29,Romania,Striker,Wuhan Three Towns,Chinese_SuperLeague,UEFA,19.5,FW,62,59,61,44,52,32,69,alexandrutudorie
Matheus Jussa,29,Brazil,Defensive_Midfielder,Shanghai Port,Chinese_SuperLeague,CONMEBOL,19.5,MF,71,65,55,63,67,68,78,jussamatheus
Yahav Gurfinkel,27,Israel,Left_Back,Chengdu Rongcheng,Chinese_SuperLeague,UEFA,19.5,DF,62,71,35,44,60,55,59,gurfinkelyahav
Andre Luis,31,Brazil,Striker,Shanghai Shenhua,Chinese_SuperLeague,CONMEBOL,19.5,FW,72,75,71,60,69,24,71,andreluis
Wilson Manafa,31,Portugal,Right_Back,Shanghai Shenhua,Chinese_SuperLeague,UEFA,16.2,DF,72,84,58,65,72,67,67,manafawilson
Darijan Bojanic,30,Sweden,Central_Midfielder,Ulsan HD FC,K_League1,UEFA,16.2,MF,73,47,63,75,72,62,71,bojanicdarijan
Marcao,31,Brazil,Striker,Ulsan HD FC,K_League1,CONMEBOL,16.2,FW,78,63,36,60,70,78,85,marcao
Gustav Ludwigson,31,Sweden,Left_Winger,Ulsan HD FC,K_League1,UEFA,16.2,FW,73,88,69,63,70,30,80,gustavludwigson
Jamie Maclaren,31,Australia,Striker,Mohun Bagan Super Giant,Other_leagues,AFC,16.2,FW,68,77,67,61,67,38,71,jamiemaclaren
Nathaniel Clyne,34,England,Right_Back,Crystal Palace,PremierLeague,UEFA,16.2,DF,74,70,60,68,72,74,67,clynenathaniel
Alessandro Florenzi,34,Italy,Right_Back,Without Club,Without_Club,UEFA,16.2,DF,76,70,76,80,79,75,56,alessandroflorenzi
David Lopez,35,Spain,Centre_Back,Girona FC,LaLiga,UEFA,16.2,DF,80,45,60,71,66,82,75,davidlopez
David Lopez,35,Spain,Centre_Back,Girona FC,LaLiga,UEFA,16.2,DF,65,65,31,46,51,63,78,davidlopez
Hector Herrera,35,Mexico,Defensive_Midfielder,Deportivo Toluca,Liga_MX,CONCACAF,16.2,MF,78,63,74,74,74,75,81,hectorherrera
Kevin Behrens,34,Germany,Striker,FC Lugano,Swiss_SuperLeague,UEFA,16.2,FW,73,67,72,51,66,42,85,behrenskevin
Fraser Forster,37,England,Goalkeeper,Without Club,Without_Club,UEFA,16.2,GK,73,72,71,67,75,28,74,forsterfraser
Roberto Pereyra,34,Argentina,Central_Midfielder,AEK Athens,SuperLeague1,CONMEBOL,16.2,MF,78,76,74,78,81,68,70,pereyraroberto
Wahbi Khazri,34,Tunisia,Left_Winger,Without Club,Without_Club,CAF,16.2,FW,72,63,75,73,75,43,70,khazriwahbi
Leandro Cabrera,34,Uruguay,Centre_Back,RCD Espanyol Barcelona,LaLiga,CONMEBOL,16.2,DF,74,54,45,57,53,74,79,cabreraleandro
Marc Bartra,34,Spain,Centre_Back,Real Betis Balompié,LaLiga,UEFA,16.2,DF,78,68,61,71,72,78,75,bartramarc
Pietro Terracciano,35,Italy,Goalkeeper,AC Milan,Serie_A,UEFA,16.2,GK,79,80,77,73,83,41,79,pietroterracciano
