Name,Age,Nation,Position,Club,League,Confederation,MarketValue,Field,OVR,PAC,SHO,PAS,DRI,DEF,PHY
Orbelin Pineda,29,Mexico,Central_Midfielder,AEK Athens,SuperLeague1,CONCACAF,114,MF,77,81,74,72,81,65,66
Orel Mangala,27,Belgium,Defensive_Midfielder,Olympique Lyon,Ligue1,UEFA,292,MF,76,69,58,72,82,72,76
Orjan Nyland,34,Norway,Goalkeeper,Sevilla FC,LaLiga,UEFA,15,GK,76,76,75,77,75,47,74
Orkun Kokcu,24,Turkey,Central_Midfielder,Besiktas JK,SuperLig,UEFA,488,MF,81,72,76,83,80,68,79
Orri Oskarsson,20,Iceland,Striker,Real Sociedad,LaLiga,UEFA,244,FW,69,70,67,59,67,30,68
Ortwin De Wolf,28,Belgium,Goalkeeper,KV Mechelen,Jupiler_ProLeague,UEFA,24,GK,66,69,65,72,65,35,66
Oscar Bobb,22,Norway,Right_Winger,Manchester City,PremierLeague,UEFA,406,FW,72,80,62,71,79,33,41
Oscar Gloukh,21,Israel,Attacking_Midfielder,Red Bull Salzburg,Austria_Bundesliga,UEFA,325,MF,76,83,70,71,82,36,48
Oscar Hojlund,20,Denmark,Central_Midfielder,Eintracht Frankfurt,Bundesliga,UEFA,122,MF,64,74,56,60,66,61,66
Oscar Priestman,22,Australia,Central_Midfielder,Western Sydney Wanderers,A_League,AFC,6,MF,59,70,42,54,62,55,66
Oscar Taty Maritu,25,Congo,Striker,Yunnan Yukun,Chinese_SuperLeague,CAF,14,FW,72,85,71,55,71,26,66
Oscar Trejo,37,Argentina,Attacking_Midfielder,Rayo Vallecano,LaLiga,CONMEBOL,8,MF,77,64,75,77,80,70,77
Oskar van Hattum,23,New Zealand,Right_Winger,Sligo Rovers,Other_leagues,OFC,4,FW,57,79,53,48,58,39,65
Osman Bukari,26,Ghana,Right_Winger,Austin FC,MLS,CAF,81,FW,72,85,67,61,75,37,65
Otabek Shukurov,29,Uzbekistan,Central_Midfielder,Al-Fayha FC,Saudi_ProLeague,AFC,29,MF,69,70,65,67,69,67,74
Otar Kiteishvili,29,Georgia,Attacking_Midfielder,SK Sturm Graz,Austria_Bundesliga,UEFA,98,MF,74,72,71,71,77,67,58
Otavio,23,Brazil,Centre_Back,Paris FC,Ligue1,CONMEBOL,162,DF,75,68,29,41,58,75,79
Otavio,30,Portugal,Attacking_Midfielder,Al-Nassr FC,Saudi_ProLeague,UEFA,244,MF,82,78,71,81,85,67,74
Otto Hindrich,22,Romania,Goalkeeper,CFR Cluj,Romaina_SuperLiga,UEFA,21,GK,64,64,63,54,65,26,63
Oumar Diakite,21,Cote d'Ivoire,Striker,Stade Reims,Ligue2,CAF,98,FW,72,79,71,57,70,21,69
Oumar Solet,25,France,Centre_Back,Udinese Calcio,Serie_A,UEFA,292,DF,76,79,43,59,67,75,85
Ousmane Dembele,28,France,Right_Winger,Paris Saint-Germain,Ligue1,UEFA,1462,FW,86,92,75,82,88,41,57
Ousmane Diao,21,Senegal,Centre_Back,FC Midtjylland,Danish_Superligaen,CAF,122,DF,63,69,34,46,58,62,65
Ousmane Diomande,21,Cote d'Ivoire,Centre_Back,Sporting CP,Liga_Portugal,CAF,731,DF,78,80,26,53,73,77,83
Oussama Targhalline,23,Morocco,Defensive_Midfielder,Feyenoord Rotterdam,Eredivisie,CAF,65,MF,73,50,63,70,72,68,57
Ousseynou Ba,29,Senegal,Centre_Back,Basaksehir FK,SuperLig,CAF,32,DF,74,69,31,46,55,74,80
Owen Wijndal,25,Netherlands,Left_Back,Ajax Amsterdam,Eredivisie,UEFA,57,DF,73,80,54,69,71,67,71
Owen Wolff,20,United States,Central_Midfielder,Austin FC,MLS,CONCACAF,49,MF,64,72,44,61,67,61,53
Pablo Barrios,22,Spain,Central_Midfielder,Atlético de Madrid,LaLiga,UEFA,894,MF,76,76,68,72,75,69,63
Pablo Maffeo,28,Argentina,Right_Back,RCD Mallorca,LaLiga,CONMEBOL,81,DF,79,82,52,70,79,76,70
Pablo Marin,22,Spain,Attacking_Midfielder,Real Sociedad,LaLiga,UEFA,130,MF,65,62,58,62,65,37,47
Pablo Sabbag,28,Syria,Striker,Suwon FC,K_League1,AFC,11,FW,71,61,76,50,64,32,70
Pablo Solari,24,Argentina,Right_Winger,Spartak Moscow,Russian_PremierLiga,CONMEBOL,114,FW,74,86,75,65,76,36,69
Paik Seung Ho,28,"Korea, South",Central_Midfielder,Birmingham City,Championship,AFC,24,MF,72,68,67,70,73,64,75
Panagiotis Retsos,26,Greece,Centre_Back,Olympiacos Piraeus,SuperLeague1,UEFA,81,DF,75,67,37,59,61,74,74
Panagiotis Tachtsidis,34,Greece,Defensive_Midfielder,CFR Cluj,Romaina_SuperLiga,UEFA,7,MF,70,46,61,69,63,66,80
Pantelis Hatzidiakos,28,Greece,Centre_Back,FC Copenhagen,Danish_Superligaen,UEFA,52,DF,72,67,55,66,66,72,71
Pape Gueye,26,Senegal,Defensive_Midfielder,Villarreal CF,LaLiga,CAF,244,MF,75,58,60,70,71,74,76
Pape Habib Gueye,25,Senegal,Striker,Aberdeen FC,Scottish_Premiership,CAF,20,FW,67,77,66,54,65,21,76
Pape Matar Sarr,22,Senegal,Central_Midfielder,Tottenham Hotspur,PremierLeague,CAF,520,MF,79,70,65,75,78,76,75
Park Chan Yong,29,"Korea, South",Centre_Back,Gimcheon Sangmu,K_League1,AFC,11,DF,64,61,31,45,40,63,68
Park Seung Wook,28,"Korea, South",Centre_Back,Pohang Steelers,K_League1,AFC,16,DF,69,79,42,61,62,64,79
Park Soo Il,29,"Korea, South",Right_Back,FC Seoul,K_League1,AFC,7,DF,67,79,55,64,66,59,69
Park Yong Woo,31,"Korea, South",Defensive_Midfielder,Al-Ain FC,UAE_ProLeague,AFC,20,MF,70,58,58,63,61,65,78
Pascal Gross,34,Germany,Central_Midfielder,Borussia Dortmund,Bundesliga,UEFA,81,MF,81,50,77,85,80,73,74
Pascal Loretz,22,Switzerland,Goalkeeper,FC Luzern,Swiss_SuperLeague,UEFA,57,GK,71,70,69,67,72,43,70
Pascal Struijk,25,Netherlands,Centre_Back,Leeds United,PremierLeague,UEFA,292,DF,74,56,46,59,64,74,78
Patrick Beach,21,Australia,Goalkeeper,Melbourne City FC,A_League,AFC,8,GK,56,57,53,54,59,31,53
Patrick Dorgu,20,Denmark,Left_Back,Manchester United,PremierLeague,UEFA,406,DF,64,78,50,54,67,57,48
Patrick Osterhage,25,Germany,Defensive_Midfielder,SC Freiburg,Bundesliga,UEFA,162,MF,74,76,60,68,73,72,75
Patrick Pentz,28,Austria,Goalkeeper,Bröndby IF,Danish_Superligaen,UEFA,41,GK,74,73,71,71,76,53,72
Patrick Schulte,24,United States,Goalkeeper,Columbus Crew,MLS,CONCACAF,57,GK,70,69,65,75,71,21,68
Patrick William,28,Brazil,Centre_Back,Kyoto Sanga,J1_League,CONMEBOL,15,DF,68,58,61,65,59,67,74
Patrick Yazbek,23,Australia,Central_Midfielder,Nashville SC,MLS,AFC,41,MF,66,68,54,62,62,62,73
Patrik Gunnarsson,24,Iceland,Goalkeeper,KV Kortrijk,Other_leagues,UEFA,16,GK,69,68,72,73,70,42,68
Patrik Mijic,26,Croatia,Striker,TSV Hartberg,Austria_Bundesliga,UEFA,16,FW,64,65,63,47,59,27,64
Patrik Schick,29,Czech Republic,Striker,Bayer 04 Leverkusen,Bundesliga,UEFA,439,FW,82,74,81,71,81,37,76
Patryk Klimala,26,Poland,Striker,FC Seoul,K_League1,UEFA,10,FW,66,81,63,49,65,30,74
Patson Daka,26,Zambia,Striker,Leicester City,Championship,CAF,146,FW,74,89,73,58,74,26,69
Pau Cubarsi,18,Spain,Centre_Back,FC Barcelona,LaLiga,UEFA,1300,DF,72,67,25,58,69,74,63
Paul Bernardoni,28,France,Goalkeeper,Yverdon Sport FC,Other_leagues,UEFA,46,GK,72,73,70,69,71,29,72
Paul Komposch,24,Austria,Centre_Back,TSV Hartberg,Austria_Bundesliga,UEFA,20,DF,65,65,29,47,45,64,73
Paul Nardi,31,France,Goalkeeper,Queens Park Rangers,Championship,UEFA,29,GK,73,74,67,68,76,50,72
Paul Nebel,22,Germany,Attacking_Midfielder,1.FSV Mainz 05,Bundesliga,UEFA,390,MF,71,76,62,66,76,38,59
Paulo Bernardo,23,Portugal,Central_Midfielder,Celtic FC,Scottish_Premiership,UEFA,89,MF,72,74,69,67,73,65,76
Paulo Diaz,30,Chile,Centre_Back,CA River Plate,Liga_Profesional,CONMEBOL,73,DF,77,73,57,70,71,76,79
Paulo Gazzaniga,33,Argentina,Goalkeeper,Girona FC,LaLiga,CONMEBOL,41,GK,82,82,80,83,81,57,82
Pau Lopez,30,Spain,Goalkeeper,Real Betis Balompié,LaLiga,UEFA,41,GK,79,77,77,79,82,48,80
Paul Wanner,19,Germany,Attacking_Midfielder,Bayern Munich,Bundesliga,UEFA,292,MF,68,69,55,66,73,44,49
Pau Torres,28,Spain,Centre_Back,Aston Villa,PremierLeague,UEFA,520,DF,82,70,41,77,70,83,79
Pau Victor,23,Spain,Striker,SC Braga,Liga_Portugal,UEFA,65,FW,62,76,58,60,65,52,67
Pavel Sulc,24,Czech Republic,Attacking_Midfielder,FC Viktoria Plzen,Chance_Liga,UEFA,162,MF,75,71,72,73,76,39,60
Paxten Aaronson,21,United States,Central_Midfielder,Eintracht Frankfurt,Bundesliga,CONCACAF,130,MF,69,74,61,64,72,45,48
Paxton Pomykal,25,United States,Attacking_Midfielder,FC Dallas,MLS,CONCACAF,32,MF,68,73,57,70,72,61,67
Pedri,22,Spain,Central_Midfielder,FC Barcelona,LaLiga,UEFA,2275,MF,86,77,69,82,88,70,74
Pedro,37,Spain,Right_Winger,SS Lazio,Serie_A,UEFA,16,FW,76,64,72,74,84,36,50
Pedro Alvaro,25,Portugal,Centre_Back,Aris Thessaloniki,SuperLeague1,UEFA,32,DF,70,64,32,45,53,71,75
Pedro Bravo,20,Colombia,Central_Midfielder,FC Midtjylland,Danish_Superligaen,CONMEBOL,28,MF,64,72,52,55,62,58,63
Pedro Chirivella,28,Spain,Defensive_Midfielder,Panathinaikos FC,SuperLeague1,UEFA,81,MF,76,54,54,71,71,70,72
Pedro de la Vega,24,Argentina,Right_Winger,Seattle Sounders FC,MLS,CONMEBOL,65,FW,74,82,73,69,75,50,72
Pedro Gallese,35,Peru,Goalkeeper,Orlando City SC,MLS,CONMEBOL,8,GK,72,71,71,64,73,46,70
Pedro Ganchas,25,Portugal,Centre_Back,Silkeborg IF,Danish_Superligaen,UEFA,24,DF,64,46,32,35,38,66,70
Pedro Goncalves,27,Portugal,Left_Winger,Sporting CP,Liga_Portugal,UEFA,488,FW,83,78,82,84,84,63,68
Pedro Henrique,28,Brazil,Striker,Yunnan Yukun,Chinese_SuperLeague,CONMEBOL,21,FW,70,58,70,48,66,34,72
Pedro Lima,19,Brazil,Right_Back,Wolverhampton Wanderers,PremierLeague,CONMEBOL,81,DF,68,85,48,67,72,60,57
Pedro Neto,25,Portugal,Right_Winger,Chelsea FC,PremierLeague,UEFA,812,FW,79,88,74,72,83,31,59
Pedro Porro,25,Spain,Right_Back,Tottenham Hotspur,PremierLeague,UEFA,618,DF,83,82,73,80,81,78,77
Pedro Vite,23,Ecuador,Central_Midfielder,UNAM Pumas,Liga_MX,CONMEBOL,81,MF,67,72,59,63,68,55,52
Peer Koopmeiners,25,Netherlands,Defensive_Midfielder,AZ Alkmaar,Eredivisie,UEFA,162,MF,69,68,42,67,62,66,74
Pelle Mattsson,23,Denmark,Central_Midfielder,Silkeborg IF,Danish_Superligaen,UEFA,21,MF,65,60,47,63,66,64,69
Pep Biel,28,Spain,Attacking_Midfielder,Charlotte FC,MLS,UEFA,73,MF,74,70,72,72,77,48,59
Pepelu,26,Spain,Defensive_Midfielder,Valencia CF,LaLiga,UEFA,146,MF,80,68,70,80,77,75,78
Pervis Estupinan,27,Ecuador,Left_Back,AC Milan,Serie_A,CONMEBOL,488,DF,80,78,57,75,79,77,75
Petar Musa,27,Croatia,Striker,FC Dallas,MLS,UEFA,98,FW,76,82,75,62,71,41,81
Petar Ratkov,21,Serbia,Striker,Red Bull Salzburg,Austria_Bundesliga,UEFA,49,FW,67,68,67,52,66,31,69
Petar Sucic,21,Croatia,Defensive_Midfielder,Inter Milan,Serie_A,UEFA,228,MF,70,69,59,69,72,58,71
Peter Gulacsi,35,Hungary,Goalkeeper,RB Leipzig,Bundesliga,UEFA,32,GK,82,82,82,75,81,43,83
Peter Szappanos,34,Hungary,Goalkeeper,Al-Fateh SC,Saudi_ProLeague,UEFA,7,GK,68,66,63,60,74,24,65
Petros Mantalos,33,Greece,Attacking_Midfielder,AEK Athens,SuperLeague1,UEFA,20,MF,75,72,68,77,76,55,66
Phil Foden,25,England,Right_Winger,Manchester City,PremierLeague,UEFA,1625,FW,88,86,86,85,90,57,63
Philip Billing,29,Denmark,Central_Midfielder,AFC Bournemouth,PremierLeague,UEFA,162,MF,77,50,77,73,73,72,80
Philipp Kohn,27,Switzerland,Goalkeeper,AS Monaco,Ligue1,UEFA,81,GK,75,76,73,68,76,46,74
Philipp Lienhart,29,Austria,Centre_Back,SC Freiburg,Bundesliga,UEFA,195,DF,79,69,28,59,64,81,75
Philipp Max,31,Germany,Left_Back,Panathinaikos FC,SuperLeague1,UEFA,16,DF,75,73,65,74,74,70,72
Pierluigi Gollini,30,Italy,Goalkeeper,AS Roma,Serie_A,UEFA,16,GK,76,76,74,73,78,47,76
Piero Hincapie,23,Ecuador,Centre_Back,Bayer 04 Leverkusen,Bundesliga,CONMEBOL,812,DF,81,78,40,64,72,81,80
Pierre-Emerick Aubameyang,36,Gabon,Striker,Al-Qadsiah FC,Saudi_ProLeague,CAF,57,FW,82,84,83,72,78,35,63
Pierre-Emile Hojbjerg,29,Denmark,Defensive_Midfielder,Olympique Marseille,Ligue1,UEFA,325,MF,80,50,73,76,74,77,80
Pierre Kalulu,25,France,Centre_Back,Juventus FC,Serie_A,UEFA,455,DF,78,78,50,68,69,79,74
Pietro Comuzzo,20,Italy,Centre_Back,ACF Fiorentina,Serie_A,UEFA,406,DF,60,41,27,38,37,63,55
Pietro Terracciano,35,Italy,Goalkeeper,AC Milan,Serie_A,UEFA,16,GK,79,80,77,73,83,41,79
Piotr Zielinski,31,Poland,Central_Midfielder,Inter Milan,Serie_A,UEFA,162,MF,81,78,76,80,83,71,62
Pontus Jansson,34,Sweden,Centre_Back,Malmö FF,Allsvenskan,UEFA,12,DF,73,49,45,51,59,73,81
Predrag Rajkovic,29,Serbia,Goalkeeper,Al-Ittihad Club,Saudi_ProLeague,UEFA,130,GK,78,77,76,74,81,25,79
Promise David,24,Canada,Striker,Union Saint-Gilloise,Jupiler_ProLeague,CONCACAF,179,FW,63,61,63,39,53,27,67
Przemyslaw Frankowski,30,Poland,Right_Back,Galatasaray,SuperLig,UEFA,114,DF,78,90,72,75,76,70,73
Qazim Laci,29,Albania,Central_Midfielder,Caykur Rizespor,SuperLig,UEFA,65,MF,75,72,69,75,76,69,77
Quentin Merlin,23,France,Left_Back,Stade Rennais FC,Ligue1,UEFA,244,DF,76,73,59,74,75,73,64
Quinten Timber,24,Netherlands,Central_Midfielder,Feyenoord Rotterdam,Eredivisie,UEFA,488,MF,79,77,76,75,79,75,81
Rade Dugalic,32,Serbia,Centre_Back,Shenzhen Peng City,Chinese_SuperLeague,UEFA,8,DF,71,43,49,54,41,71,82
Radek Vitek,21,Czech Republic,Goalkeeper,Manchester United U21,Other_leagues,UEFA,32,GK,62,61,62,55,62,46,59
Radoslaw Majecki,25,Poland,Goalkeeper,AS Monaco,Ligue1,UEFA,98,GK,77,77,74,71,78,31,75
Radu Dragusin,23,Romania,Centre_Back,Tottenham Hotspur,PremierLeague,UEFA,406,DF,75,73,37,53,65,75,75
Rafael Leao,26,Portugal,Left_Winger,AC Milan,Serie_A,UEFA,1138,FW,86,94,79,80,87,28,77
Rafael Navarro,25,Brazil,Striker,Colorado Rapids,MLS,CONMEBOL,81,FW,66,70,65,50,65,36,62
Rafael Toloi,34,Italy,Centre_Back,Atalanta BC,Serie_A,UEFA,23,DF,79,61,52,58,64,81,79
Rafa Marin,23,Spain,Centre_Back,Villarreal CF,LaLiga,UEFA,114,DF,71,67,28,58,57,71,72
Rafik Belghali,23,Algeria,Right_Back,KV Mechelen,Jupiler_ProLeague,CAF,41,DF,65,82,60,61,66,60,59
Rafik Guitane,26,Algeria,Right_Winger,GD Estoril Praia,Liga_Portugal,CAF,65,FW,74,76,66,68,80,31,53
Rafiu Durosinmi,22,Nigeria,Striker,FC Viktoria Plzen,Chance_Liga,CAF,114,FW,74,76,71,60,71,27,76
Ramiro Macagno,28,Argentina,Goalkeeper,APO Levadiakos,SuperLeague1,CONMEBOL,16,GK,71,73,70,67,71,30,69
Ramiz Zerrouki,27,Algeria,Defensive_Midfielder,Feyenoord Rotterdam,Eredivisie,CAF,81,MF,75,61,65,72,73,68,80
Ramy Bensebaini,30,Algeria,Left_Back,Borussia Dortmund,Bundesliga,CAF,114,DF,78,75,70,70,75,78,77
Randal Kolo Muani,26,France,Striker,Paris Saint-Germain,Ligue1,UEFA,488,FW,82,90,80,71,81,38,67
Raphael Guerreiro,31,Portugal,Left_Back,Bayern Munich,Bundesliga,UEFA,130,DF,82,63,78,85,88,76,56
Raphael Obermair,29,Philippines,Side_Midfielder,SC Paderborn 07,Bundesliga_2,AFC,24,MF,71,83,64,66,70,65,72
Raphael Odogwu,34,Italy,Striker,FC Südtirol,Serie_B,UEFA,6,FW,69,75,67,52,64,26,76
Raphael Onyedika,24,Nigeria,Defensive_Midfielder,Club Brugge KV,Jupiler_ProLeague,CAF,325,MF,75,74,64,64,71,72,80
Raphinha,28,Brazil,Left_Winger,FC Barcelona,LaLiga,CONMEBOL,1462,FW,84,91,79,78,86,53,73
Rasmus Carstensen,24,Denmark,Right_Back,Aarhus GF,Danish_Superligaen,UEFA,32,DF,69,73,48,63,67,63,71
Rasmus Hojlund,22,Denmark,Striker,Manchester United,PremierLeague,UEFA,569,FW,78,85,77,59,74,33,84
Rasmus Kristensen,28,Denmark,Right_Back,Eintracht Frankfurt,Bundesliga,UEFA,228,DF,76,69,65,67,71,75,77
Rasmus Lauritsen,29,Denmark,Centre_Back,Bröndby IF,Danish_Superligaen,UEFA,28,DF,70,55,41,56,52,70,76
Raul Albiol,39,Spain,Centre_Back,Without Club,Unknown,UEFA,16,DF,79,33,41,62,63,83,67
Raul Jimenez,34,Mexico,Striker,Fulham FC,PremierLeague,CONCACAF,81,FW,74,54,76,73,73,45,78
Raul Ruidiaz,35,Peru,Striker,Club Atlético Grau,Other_leagues,CONMEBOL,9,FW,74,71,77,65,76,32,65
Rav van den Berg,21,Netherlands,Centre_Back,Middlesbrough FC,Championship,UEFA,73,DF,70,65,35,51,60,70,70
Rayan Ait-Nouri,24,Algeria,Left_Back,Manchester City,PremierLeague,CAF,569,DF,79,84,52,73,82,73,70
Rayan Raveloson,28,Madagascar,Central_Midfielder,BSC Young Boys,Swiss_SuperLeague,CAF,32,MF,71,73,66,65,72,69,76
Razvan Marin,29,Romania,Defensive_Midfielder,AEK Athens,SuperLeague1,UEFA,57,MF,75,64,74,76,75,67,71
Razvan Sava,23,Romania,Goalkeeper,Udinese Calcio,Serie_A,UEFA,41,GK,69,70,69,63,71,25,70
Reece James,25,England,Right_Back,Chelsea FC,PremierLeague,UEFA,488,DF,82,78,72,83,82,82,82
Reed Baker-Whiting,20,United States,Left_Back,Seattle Sounders FC,MLS,CONCACAF,16,DF,59,70,57,55,60,53,60
Reis,32,Brazil,Striker,Gwangju FC,K_League1,CONMEBOL,10,FW,71,81,66,64,74,33,60
Reiss Nelson,25,England,Right_Winger,Arsenal FC,PremierLeague,UEFA,260,FW,75,85,67,71,78,36,55
Remy Cabella,35,France,Attacking_Midfielder,Olympiacos Piraeus,SuperLeague1,UEFA,41,MF,76,68,71,76,80,40,50
Renan Lodi,27,Brazil,Left_Back,Al-Hilal SFC,Saudi_ProLeague,CONMEBOL,211,DF,77,79,67,75,76,72,73
Reo Hatate,27,Japan,Central_Midfielder,Celtic FC,Scottish_Premiership,AFC,211,MF,76,70,74,73,80,64,67
Rhyan Grant,34,Australia,Right_Back,Sydney FC,A_League,AFC,6,DF,64,66,56,60,62,59,81
Rhys Bozinovski,21,Australia,Defensive_Midfielder,Western United FC,A_League,AFC,6,MF,56,79,43,50,60,50,57
Ricardo Pepi,22,United States,Striker,PSV Eindhoven,Eredivisie,CONCACAF,260,FW,73,70,74,57,70,41,71
Ricardo Pereira,31,Portugal,Right_Back,Leicester City,Championship,UEFA,73,DF,78,73,66,76,77,77,71
Ricardo Velho,26,Portugal,Goalkeeper,SC Farense,Other_leagues,UEFA,65,GK,73,74,71,66,75,21,73
Riccardo Calafiori,23,Italy,Left_Back,Arsenal FC,PremierLeague,UEFA,569,DF,78,69,65,70,72,78,77
Riccieli,26,Brazil,Centre_Back,Qingdao West Coast,Chinese_SuperLeague,CONMEBOL,32,DF,72,53,33,50,56,73,77
Richarlison,28,Brazil,Striker,Tottenham Hotspur,PremierLeague,CONMEBOL,325,FW,81,77,80,73,80,53,78
Richie Laryea,30,Canada,Right_Back,Toronto FC,MLS,CONCACAF,16,DF,71,83,61,65,74,65,72
Ricky van Wolfswinkel,36,Netherlands,Striker,Twente Enschede FC,Eredivisie,UEFA,6,FW,74,66,74,69,70,48,73
Rico Henry,28,England,Left_Back,Brentford FC,PremierLeague,UEFA,244,DF,77,87,41,62,75,75,71
Rico Lewis,20,England,Right_Back,Manchester City,PremierLeague,UEFA,650,DF,76,78,54,73,81,71,57
Ridle Baku,27,Germany,Right_Back,RB Leipzig,Bundesliga,UEFA,146,DF,77,82,72,73,81,71,76
Ridvan Yilmaz,24,Turkey,Left_Back,Rangers FC,Scottish_Premiership,UEFA,57,DF,74,86,56,67,78,68,62
Rihito Yamamoto,23,Japan,Defensive_Midfielder,Sint-Truidense VV,Jupiler_ProLeague,AFC,15,MF,65,65,50,58,64,62,61
Riley McGree,26,Australia,Central_Midfielder,Middlesbrough FC,Championship,AFC,49,MF,72,78,67,69,73,63,74
Riqui Puig,25,Spain,Central_Midfielder,Los Angeles Galaxy,MLS,UEFA,325,MF,78,70,67,76,82,56,52
Robbie Deas,25,Scotland,Centre_Back,Kilmarnock FC,Scottish_Premiership,UEFA,11,DF,65,53,32,47,56,65,63
Robert Andrich,30,Germany,Defensive_Midfielder,Bayer 04 Leverkusen,Bundesliga,UEFA,146,MF,83,54,77,76,73,83,83
Robert Beric,34,Slovenia,Striker,Changchun Yatai Reserves,Other_leagues,UEFA,6,FW,71,56,71,63,66,38,79
Robert Lewandowski,36,Poland,Striker,FC Barcelona,LaLiga,UEFA,195,FW,88,75,88,79,86,44,84
Robert Ljubicic,26,Croatia,Central_Midfielder,AEK Athens,SuperLeague1,UEFA,65,MF,72,77,62,69,72,64,73
Roberto Pereyra,34,Argentina,Central_Midfielder,AEK Athens,SuperLeague1,CONMEBOL,16,MF,78,76,74,78,81,68,70
Roberto Piccoli,24,Italy,Striker,Cagliari Calcio,Serie_A,UEFA,195,FW,71,67,72,54,65,34,66
Robert Sanchez,27,Spain,Goalkeeper,Chelsea FC,PremierLeague,UEFA,325,GK,79,79,77,75,80,58,79
Robin Gosens,31,Germany,Left_Back,ACF Fiorentina,Serie_A,UEFA,130,DF,79,72,74,73,75,76,80
Robin Koch,29,Germany,Centre_Back,Eintracht Frankfurt,Bundesliga,UEFA,292,DF,79,65,38,61,65,80,76
Robin Le Normand,28,Spain,Centre_Back,Atlético de Madrid,LaLiga,UEFA,650,DF,83,62,26,54,60,84,79
Robin Olsen,35,Sweden,Goalkeeper,Malmö FF,Allsvenskan,UEFA,16,GK,74,74,70,76,74,35,76
Robin Ostrom,22,Norway,Right_Back,Silkeborg IF,Danish_Superligaen,UEFA,24,DF,66,69,36,55,58,63,72
Robin Risser,20,France,Goalkeeper,RC Lens,Ligue1,UEFA,24,GK,67,68,71,64,69,39,60
Robin Roefs,22,Netherlands,Goalkeeper,NEC Nijmegen,Eredivisie,UEFA,65,GK,66,64,66,64,68,18,63
Robin Zentner,30,Germany,Goalkeeper,1.FSV Mainz 05,Bundesliga,UEFA,65,GK,75,76,73,57,80,65,72
Rocco Reitz,23,Germany,Central_Midfielder,Borussia Mönchengladbach,Bundesliga,UEFA,244,MF,74,73,68,70,76,71,65
Rocky Bushiri,25,Congo,Centre_Back,Hibernian FC,Scottish_Premiership,CAF,15,DF,66,60,26,40,45,63,82
Roderick Miranda,34,Portugal,Centre_Back,Melbourne Victory,A_League,UEFA,10,DF,68,32,36,51,51,67,85
Rodolfo Pizarro,31,Mexico,Attacking_Midfielder,FC Juárez,Liga_MX,CONCACAF,16,MF,71,75,64,67,73,50,64
Rodri,29,Spain,Defensive_Midfielder,Manchester City,PremierLeague,UEFA,1788,MF,91,66,80,86,84,87,85
Rodrigo Aliendro,34,Argentina,Central_Midfielder,CA Vélez Sarsfield,Liga_Profesional,CONMEBOL,8,MF,76,70,70,74,79,72,77
Rodrigo Becao,29,Brazil,Centre_Back,Fenerbahce,SuperLig,CONMEBOL,89,DF,78,54,33,56,56,79,79
Rodrigo Bentancur,28,Uruguay,Defensive_Midfielder,Tottenham Hotspur,PremierLeague,CONMEBOL,488,MF,81,67,68,80,82,79,76
Rodrigo De Paul,31,Argentina,Central_Midfielder,Inter Miami CF,MLS,CONMEBOL,406,MF,84,76,77,83,82,76,82
Rodrigo Echeverria,30,Chile,Defensive_Midfielder,Club León FC,Liga_MX,CONMEBOL,62,MF,74,72,65,70,72,74,83
Rodrigo Huescas,21,Mexico,Right_Back,FC Copenhagen,Danish_Superligaen,CONCACAF,98,DF,72,85,66,68,70,66,57
Rodrigo Mora,18,Portugal,Attacking_Midfielder,FC Porto,Liga_Portugal,UEFA,650,MF,66,72,45,65,71,41,36
Rodrigo Morinigo,26,Paraguay,Goalkeeper,Club Libertad Asunción,Other_leagues,CONMEBOL,16,GK,62,61,58,59,65,29,62
Rodrigo Muniz,24,Brazil,Striker,Fulham FC,PremierLeague,CONMEBOL,325,FW,75,73,74,59,71,42,77
Rodrigo Rey,34,Argentina,Goalkeeper,CA Independiente,Liga_Profesional,CONMEBOL,24,GK,75,73,73,70,76,50,75
Rodrigo Villagra,24,Argentina,Defensive_Midfielder,CSKA Moscow,Russian_PremierLiga,CONMEBOL,65,MF,75,70,48,68,73,73,74
Rodrigo Zalazar,25,Uruguay,Central_Midfielder,SC Braga,Liga_Portugal,CONMEBOL,292,MF,76,78,77,73,78,66,72
Rodrygo,24,Brazil,Right_Winger,Real Madrid,LaLiga,CONMEBOL,1462,FW,86,89,81,79,88,31,64
Roger Marti,34,Spain,Striker,Cádiz CF,LaLiga_2,UEFA,10,FW,73,72,73,62,73,42,70
Roger Martinez,31,Colombia,Striker,Al-Taawoun FC,Saudi_ProLeague,CONMEBOL,24,FW,73,73,73,66,76,41,78
Rokas Pukstas,20,United States,Attacking_Midfielder,HNK Hajduk Split,SuperSport_HNL,CONCACAF,81,MF,69,68,66,62,71,61,69
Rolando Mandragora,28,Italy,Defensive_Midfielder,ACF Fiorentina,Serie_A,UEFA,195,MF,77,46,66,75,75,74,74
Roman Burki,34,Switzerland,Goalkeeper,St. Louis CITY SC,MLS,UEFA,24,GK,78,82,75,60,82,46,73
Roman Celentano,24,United States,Goalkeeper,FC Cincinnati,MLS,CONCACAF,41,GK,71,72,67,66,71,21,72
Romano Schmid,25,Austria,Attacking_Midfielder,SV Werder Bremen,Bundesliga,UEFA,276,MF,75,77,63,70,81,53,58
Roman Vega,21,Argentina,Left_Back,Zenit St. Petersburg,Russian_PremierLiga,CONMEBOL,81,DF,68,71,31,60,65,63,67
