name,nation,club,position,OVR,PAC,SHO,PAS,DRI,DEF,PHY
Jakub Burek,Poland,Cracovia,GK,58,59,61,48,58,21,57
Evan Caffrey,Ireland,Shelbourne,CM,58,64,55,56,59,54,61
Max Caputo,Australia,Melbourne City,ST,58,69,55,49,55,30,63
Jarrod Carluccio,Australia,Perth Glory,RM,58,78,50,48,61,42,59
Robert Castellanos,United States,Sporting KC,CB,58,53,24,38,41,57,67
Alexandre Castro,Brazil,Racing Club,GK,58,58,59,58,60,38,60
Joshua Cavallo,Australia,Adelaide United,LM,58,68,46,56,60,50,55
Antonio Ceza,Chile,Palestino,CB,58,63,22,30,33,62,53
Jacob Chapman,Australia,Huddersfield,GK,58,60,59,63,59,25,58
Pratik Chaudhari,India,Jamshedpur FC,CB,58,48,25,32,41,58,73
Sidiki Cherif,France,Angers SCO,LM,58,68,53,52,60,30,51
Adi Chica-Rosa,Romania,FC Botoșani,ST,58,62,58,36,53,23,58
Jeremiah Chilokoa-Mullen,Scotland,Leeds United,CB,58,58,24,45,52,57,58
Choi Chul Soon,"Korea, South",Jeonbuk Hyundai,RB,58,58,45,56,56,57,65
Radoslaw Cielemecki,Poland,Radomiak Radom,MOC,58,68,48,57,59,46,57
Noah Cobb,United States,Atlanta United,CB,58,71,26,30,38,61,59
Fredy Colman,Paraguay,Olimpia,RM,58,76,53,53,60,40,56
Wilfred Correa,Venezuela,Caracas FC,MOC,58,70,45,51,61,41,46
Marius Courcoul,France,Angers SCO,CB,58,57,29,38,40,60,61
Trae Coyle,England,Lausanne-Sport,LM,58,74,52,54,60,21,57
Billy Crellin,England,Accrington,GK,58,58,57,57,61,33,56
Guilherme Zimovski,Brazil,Radomiak Radom,RW,58,65,57,52,61,34,54
Jez Davies,England,Salford City,CM,58,70,52,57,59,54,61
William Davila,Colombia,Deportes Tolima,MOC,58,63,42,56,58,34,42
Luc De Fougerolles,Canada,Fulham,CB,58,64,32,44,48,60,58
Gary Deegan,Ireland,Drogheda United,CDM,58,30,42,51,50,56,67
Lorenzo Dellavalle,Italy,LAFC,CB,58,56,28,46,43,60,51
Mandar Desai,India,Chennaiyin FC,LB,58,77,51,50,59,50,60
Dramane Diarra,Mali,Cerro Porteño,LM,58,73,59,46,58,25,47
Matt Dibley-Dias,New Zealand,Northampton,CM,58,68,58,59,63,53,54
Mamadou Diop,Mauritania,Grenoble Foot 38,GK,58,61,54,59,66,28,53
Albert Iustin Doicaru,Romania,Farul Constanța,RW,58,72,59,51,59,32,56
Lukas Dominke,Germany,Hannover 96 II,CB,58,58,24,37,43,58,64
Dong Yanfeng,China,Rongcheng FC,CB,58,75,27,47,58,57,67
Ronald Donkor,Mali,Red Bulls,CM,58,63,35,56,65,52,54
Stephen Dooley,Northern Ireland,Harrogate Town,CM,58,54,54,57,57,54,54
Andrei Dorobantu,Romania,Unirea Slobozia,CM,58,65,48,56,59,53,58
Amidou Doumbouya,France,OGC Nice,CB,58,55,33,45,54,58,63
Colin Doyle,Ireland,Bradford City,GK,58,57,58,57,56,32,60
Giacomo Drago,Italy,Südtirol,GK,58,58,55,55,62,39,53
Sam Durrant,Sri Lanka,Dundalk,LM,58,68,49,51,61,42,65
Furkan Dursun,Austria,SK Rapid,ST,58,67,56,42,58,24,64
Jordan Eastham,England,Blackburn Rovers,GK,58,58,57,64,60,27,56
Moritz Eder,Austria,Grazer AK,RB,58,67,27,45,53,55,54
Deji Elerewe,England,Bromley FC,CB,58,69,24,40,44,57,68
Jack Ellis,England,Carlisle United,RB,58,67,29,46,55,54,64
Emmanuel Essiam,Ghana,FC Basel 1893,CM,58,71,48,53,62,55,68
Cameron Evans,Wales,Newport County,CB,58,61,20,39,50,58,63
Kieron Evans,Wales,Newport County,MOC,58,73,52,52,60,35,50
Shane Farrell,Ireland,Drogheda United,RM,58,67,52,56,59,51,62
Feng Boxuan,China,Beijing FC,RB,58,83,51,52,61,50,59
Feng Gang,China,Qingdao W. Coast,CM,58,78,48,58,60,55,50
Raynier Fernandes,India,Odisha FC,CM,58,67,50,54,60,50,59
Ryan Finnigan,England,Blackpool,CM,58,66,52,58,61,49,60
Andrei Florescu,Romania,FC Dinamo 1948,LW,58,80,45,53,61,34,63
Ibrahim Fofana,Cote d'Ivoire,Amiens SC,CM,58,63,53,56,59,56,59
Justin Forst,Austria,WSG Tirol,ST,58,64,56,43,58,18,61
Lukas Frenkert,Germany,Preußen Münster,CB,58,72,25,38,52,57,68
Gao Huaze,China,Tianjin JMT FC,LM,58,73,55,51,59,49,63
Antoine Gauthier,France,AS Saint-Étienne,CM,58,63,55,60,62,46,54
Geng Xiaofeng,China,Rongcheng FC,GK,58,59,62,52,56,41,52
Brahim Ghalidi,Belgium,Standard Liège,LM,58,74,51,50,63,22,33
Juan Carlos Gonzales,Peru,ADT,LW,58,69,53,50,59,22,36
Angel Gonzalez,Paraguay,Libertad,GK,58,58,56,58,60,29,56
Cristian Graciano,Colombia,Indep. Medellín,RB,58,73,28,43,53,50,54
Ryan Graydon,Ireland,Fleetwood Town,RM,58,67,52,54,58,32,51
Harvey Griffiths,England,Wolves,CDM,58,54,51,54,54,55,64
Matthew Grimaldi,Australia,Western United,LM,58,69,54,52,60,39,59
Gabriele Guarino,Italy,Carrarese Calcio,CB,58,53,28,37,39,59,67
Eggert Aron Gudmundsson,Iceland,IF Elfsborg,MOC,58,65,55,54,59,41,61
Jamie Gullan,Scotland,Dundalk,ST,58,71,58,50,56,23,63
Berke Gurbuz,Turkey,Gaziantep,LM,58,65,46,54,63,33,50
Max Hagemoser,Germany,FC Hansa Rostock,GK,58,59,56,58,60,24,57
Jad Hakiki,Ireland,Dundalk,CM,58,66,46,56,65,49,49
Pronay Halder,India,Jamshedpur FC,CDM,58,38,49,51,54,55,73
Michael Halliday,United States,Orlando City,RB,58,68,29,48,54,54,60
Aksel Halsgaard,Denmark,AGF,CB,58,58,31,36,36,61,49
Teodor Berg Haltvik,Norway,KFUM-Kameratene,RW,58,64,55,53,61,20,58
Mathis Hamdi,France,ESTAC Troyes,LB,58,61,29,42,49,56,53
Han Jong Mu,"Korea, South",Jeju United,CM,58,53,45,56,63,42,61
David Harrington,Ireland,Fleetwood Town,GK,58,59,59,56,59,21,59
Ryan Haynes,England,Cheltenham Town,LB,58,71,48,53,54,54,66
Naif Hazazi,Saudi Arabia,Al Raed,CDM,58,33,46,52,51,57,69
Martin Hellan,Norway,SK Brann,RB,58,60,33,47,56,54,56
Maximilian Herwerth,Germany,VfB Stuttgart II,CB,58,52,22,38,42,57,66
Leon Hien,Sweden,Odds BK,CB,58,62,53,44,54,57,64
Jonas Lange Hjorth,Norway,KFUM-Kameratene,LB,58,73,41,51,60,49,58
Tim Hoffmann,Germany,FC Erzgebirge Aue,CB,58,63,25,42,45,58,61
Emil Hojlund,Denmark,FC Schalke 04,ST,58,61,57,48,58,28,63
Tim Hoops,Germany,Unterhaching,CB,58,67,26,44,44,58,60
Rio Hope-Gund,United States,New York City FC,CB,58,69,29,41,45,57,63
Sam Hornby,England,Walsall,GK,58,60,57,54,62,51,54
David Hurley,Ireland,Galway United,MOC,58,63,46,56,58,43,61
Jonathan Hutters,Denmark,AGF,GK,58,60,60,59,60,29,53
Hwang Soon Min,"Korea, South",Suwon FC,LB,58,61,54,56,59,53,61
Hwang Do Yun,"Korea, South",FC Seoul,CM,58,65,45,58,58,48,61
Emmanuel Iwe,Nigeria,SV Sandhausen,LM,58,80,55,49,60,32,53
Zach Jeacock,England,Lincoln City,GK,58,57,56,62,62,29,57
Nicolas Johansen,Argentina,Coquimbo Unido,ST,58,61,61,43,60,20,55
Marc-Andre Jurgen,Germany,Magdeburg,LB,58,58,41,51,56,56,57
Lucas Kahed,Sweden,IFK Göteborg,CM,58,73,50,55,67,48,39
Edgar Kaizer,Germany,Energie Cottbus,CB,58,54,29,35,43,57,68
Conor Kane,Ireland,Drogheda United,LB,58,70,30,52,58,54,60
Yigit Karademir,Turkey,VfL Osnabrück,CB,58,68,24,34,37,59,60
Sankara Karamoko,Cote d'Ivoire,Wolfsberger AC,ST,58,87,57,38,51,19,46
Laxmikant Kattimani,India,FC Goa,GK,58,57,59,58,60,40,58
Tino Kaufmann,Germany,VfB Stuttgart II,RW,58,69,56,52,60,25,42
Stijn Keller,Switzerland,Almere City FC,GK,58,60,59,60,58,39,56
Michael Kelly,Ireland,Accrington,GK,58,59,58,56,58,29,59
Logan Ketterer,United States,CF Montréal,GK,58,54,57,55,52,38,65
Rafiq Khaleel,Morocco,Crawley Town,MOC,58,75,48,54,61,32,43
Nelson Khumbeni,England,Accrington,CDM,58,66,42,52,57,55,56
Kim Seung Woo,"Korea, South",GwangJu FC,CB,58,53,24,29,39,57,66
Kim Geon Hui,"Korea, South",Incheon United,CB,58,61,24,35,34,58,65
Kim Ju Yeop,"Korea, South",Suwon FC,RB,58,62,36,44,53,55,62
Kim Keun Bae,"Korea, South",Jeju United,GK,58,60,57,57,59,42,56
Kim Seung Sub,"Korea, South",Gimcheon Sangmu,LW,58,81,54,51,60,26,60
Jakob Kindberg,Sweden,Kalmar FF,GK,58,54,57,59,60,27,61
Gideon Kodua,England,Wycombe,RM,58,74,51,53,61,29,42
Kong Min Hyeon,"Korea, South",Daejeon,ST,58,61,57,47,58,20,54
Nurettin Korkmaz,Turkey,Kayserispor,LM,58,68,56,53,62,30,40
Ayouba Kosiah,Netherlands,K. Beerschot VA,ST,58,41,57,43,54,27,62
Stefan Krell,Austria,Unirea Slobozia,GK,58,59,58,60,56,31,58
Danylo Krevsun,Ukraine,B. Dortmund II,MOC,58,75,43,53,63,41,44
Mikkel Kristensen,Denmark,AGF,CB,58,74,27,47,52,56,64
Joshua Kruger,Germany,FC Hansa Rostock,CDM,58,64,37,51,58,58,51
Nandha Kumar Sekar,India,East Bengal,LM,58,78,55,51,55,26,65
Amir Kurdi,Saudi Arabia,Al Riyadh,RB,58,58,49,58,58,54,59
Oskar Lachowicz,Poland,Cracovia,MOC,58,64,50,55,60,33,46
Alessandro Lai,Italy,Cosenza,GK,58,59,57,56,61,33,59
Kameron Ledwidge,Ireland,Shelbourne,CB,58,69,31,48,54,56,68
Jakub Lewicki,Poland,Piast Gliwice,LM,58,64,44,56,57,52,57
Paul Lewis,England,Morecambe,MOC,58,62,56,56,58,53,66
Myles Lewis-Skelly,England,Arsenal,CM,58,63,48,58,61,52,59
Li Hailong,China,Qingdao Hainiu,RB,58,69,31,48,56,55,61
Jakub Lis,Poland,Pogoń Szczecin,CDM,58,67,42,54,57,55,58
Filip Loftesnes-Bjune,Norway,Sandefjord,RB,58,63,40,53,58,54,59
Sam Long,Scotland,Bromley FC,GK,58,62,55,59,58,42,54
Long Wei,China,Qingdao Hainiu,CDM,58,54,31,51,53,55,65
Cristhian Loor,Ecuador,IDV,GK,58,59,54,50,65,17,59
Mateo Loubatieres,France,SC Bastia,CM,58,68,57,59,60,51,39
Zak Lovelace,England,Rangers,ST,58,87,57,47,60,25,50
Junior Luamba,Congo,Salford City,ST,58,79,54,44,60,29,60
Rayan Lutin,Netherlands,Amiens SC,CM,58,70,47,56,70,47,39
Brooklyn Lyons-Foster,England,HJK Helsinki,CB,58,54,29,44,45,58,61
Ma Xingyu,China,Qingdao Hainiu,CM,58,57,43,53,58,55,62
Harvey Macadam,England,Morecambe,CM,58,60,53,55,58,55,70
Maeng Seong Ung,"Korea, South",Gimcheon Sangmu,CM,58,58,40,59,55,55,56
Juan Magallanes,Bolivia,Universitario,CM,58,68,39,57,60,52,58
Ali Makki,Saudi Arabia,Al Wehda,CB,58,49,27,46,42,58,66
Jarzinho Malanga,Germany,VfB Stuttgart II,RW,58,70,54,52,59,26,56
Kevin Mamani,Bolivia,Real Tomayapo,RB,58,68,27,46,49,54,52
Abdoulie Manneh,Gambia,Mjällby AIF,ST,58,72,55,43,57,21,63
Johan Manzambi,Switzerland,SC Freiburg,CM,58,69,45,56,62,55,61
Mallki Marmanillo,Peru,Dep. Garcilaso,GK,58,54,56,50,59,37,58
Jon Martin,Spain,Real Sociedad,CB,58,68,26,37,45,56,64
Kevin Martinez,Uruguay,Danubio,GK,58,61,55,58,59,22,59
Fernando Martinez,Argentina,Central Córdoba,RB,58,59,31,40,54,57,52
Lois Martins,Portugal,Laval MFC,CM,58,65,49,55,58,47,52
Naif Masoud,Saudi Arabia,Al Fateh,CDM,58,59,32,52,49,58,56
Jerry Mawihmingthanga,India,Odisha FC,RW,58,80,49,54,61,27,51
Liam McCarron,Scotland,Northampton,LB,58,82,47,51,58,52,48
Ed McCarthy,Ireland,Galway United,LM,58,66,52,52,58,48,66
Jason McClelland,Ireland,St. Pats,RM,58,63,55,56,58,52,56
Ben McCormack,Ireland,Waterford,MOC,58,68,52,58,60,47,52
Robbie McCourt,Ireland,Waterford,LB,58,45,50,56,58,58,58
Declan McDaid,Scotland,Bohemians,LM,58,74,52,53,59,41,59
Rowan McDonald,England,Waterford,CDM,58,64,43,51,56,55,65
Ryan McLaughlin,Northern Ireland,St. Pats,RB,58,67,49,53,56,56,59
Ryan McLean,England,AFC Wimbledon,LM,58,77,52,50,57,23,59
Corentin Michel,Belgium,ESTAC Troyes,GK,58,59,57,58,59,31,56
Jack Milne,Scotland,Aberdeen,CDM,58,56,37,55,53,58,59
David Mindombe,Belgium,STVV,CB,58,66,29,41,49,56,69
Antonio Molina,Spain,Córdoba CF,LM,58,69,55,55,59,34,52
Joaquin Molina Huaman,Peru,Dep. Garcilaso,CB,58,49,26,47,34,60,60
Moon Hyun Ho,"Korea, South",Ulsan Hyundai,GK,58,62,51,48,66,31,52
Valentyn Morgun,Ukraine,Dynamo Kyiv,GK,58,58,57,57,59,36,58
Jaly Mouaddib,France,FC Botoșani,RW,58,68,50,57,62,46,55
Fabian Mrozek,Poland,Brommapojkarna,GK,58,57,56,58,60,31,57
Mu Pengfei,China,Qingdao Hainiu,GK,58,58,55,53,57,30,56
Jacob Muir,Australia,Perth Glory,CB,58,49,27,45,46,56,70
Joy Mukena,England,Crawley Town,CB,58,56,29,36,40,58,65
Pascal Muller,Austria,Wolfsberger AC,CM,58,59,53,58,60,54,56
Philipp Muller,Germany,Fürth,CDM,58,68,39,55,53,54,58
Miguel Munoz,Spain,Piast Gliwice,CB,58,61,31,49,47,61,59
Beltran Mvuka,Norway,Sandefjord,LW,58,79,50,53,58,23,45
Kelly N'Mai,Netherlands,Salford City,LW,58,90,50,49,60,29,38
Mohammad Nawaz,India,Chennaiyin FC,GK,58,59,55,59,62,39,55
Montell Ndikom,Germany,Hannover 96,MOC,58,69,54,53,64,32,50
Moutaz Neffati,Sweden,IFK Norrköping,RB,58,62,49,54,58,55,52
George Nevett,Wales,Peterborough,CB,58,62,25,44,50,58,62
Serge Ngoma,United States,Red Bulls,RM,58,90,47,47,62,38,57
Darragh Nugent,Ireland,Shamrock Rovers,CM,58,55,55,57,56,57,64
Alan Nunez,Paraguay,Cerro Porteño,RB,58,74,27,50,53,54,51
Connor O'Brien,Ireland,Accrington,RB,58,79,29,46,55,50,64
Josh O'Connor,Scotland,Dundalk,ST,58,72,57,43,61,25,57
Justin Obikwu,Trinidad and Tobago,Grimsby Town,ST,58,83,55,40,55,28,70
Emmanuel Ogura,Ghana,Randers FC,GK,58,60,57,61,59,64,58
Olufela Olomola,England,Bromley FC,ST,58,74,55,45,57,25,73
Filip Olsson,Sweden,IK Sirius,CM,58,71,51,56,58,49,61
Oludare Olufunwa,England,St. Johnstone,RB,58,61,38,49,53,55,66
Oskar Opsahl,Norway,Tromsø IL,LB,58,73,39,51,57,52,58
Lewis Orford,England,West Ham,CDM,58,61,43,58,57,50,60
Manuel Osifo,Belgium,OH Leuven,CDM,58,78,26,49,58,58,62
Haqi Osman,Ghana,Bodrum FK,LM,58,77,56,56,58,30,35
Sebastian Otoa,Denmark,AaB,CB,58,61,34,41,45,57,65
Tiemoko Ouattara,Switzerland,Servette FC,LW,58,66,50,50,61,23,46
Abdoul Kader Ouattara,Burkina Faso,Cercle Brugge,ST,58,71,59,42,54,17,48
Daniel Pantschenko,Germany,SV Elversberg,CDM,58,67,37,53,57,56,52
Antony Papadopoulos,England,Crawley Town,CM,58,71,53,57,60,53,61
Jordi Paulina,Netherlands,B. Dortmund II,MOC,58,74,44,57,60,36,63
Peng Peng,China,SZ Peng City,GK,58,58,56,52,65,17,57
Lukas Petersson,Iceland,TSG Hoffenheim,GK,58,58,57,55,58,35,57
Adam Petersson,Sweden,Mjällby AIF,CM,58,61,53,54,61,54,57
Daniel Pike,England,Dundalk,RB,58,73,33,50,57,53,54
Diego Piriz,Uruguay,Danubio,ST,58,53,63,40,51,25,60
Sergiu Pirvulescu,Romania,FC Gloria Buzău,RB,58,71,41,47,56,53,65
Filip Piszczek,Poland,Bohemians,ST,58,70,54,49,54,27,68
Marco Pledl,Germany,SC Paderborn 07,RM,58,70,52,56,57,40,48
Luca Podlech,Germany,FC Schalke 04,GK,58,52,58,52,63,26,55
Tom Poitoux,Belgium,Standard Liège,GK,58,57,58,58,59,33,56
Finlay Pollock,Scotland,Hearts,MOC,58,67,46,55,62,40,47
Tom Pouilly,France,RC Lens,RB,58,67,39,48,52,54,58
Fotis Pseftis,Greece,FC Lugano,GK,58,59,56,61,60,22,58
Rekeil Pyke,England,Grimsby Town,ST,58,75,55,45,61,43,64
Mihnea Radulescu,Romania,FC Petrolul,RW,58,78,54,52,60,22,55
Lilian Raillot,France,FC Metz,CDM,58,63,40,53,57,55,64
Leo Ramirez-Espain,England,Watford,CDM,58,52,49,59,60,54,54
Lukas Reich,Germany,1860 München,RB,58,68,36,51,53,51,62
Jayden Reid,United States,St. Louis CITY SC,LB,58,85,32,50,60,47,63
Arlind Rexhepi,Albania,SV Waldhof,LM,58,68,52,52,63,26,43
Jairo Reyes,Ecuador,IDV,CDM,58,71,36,55,57,55,64
Rico Richards,England,Port Vale,LM,58,68,51,52,62,26,45
David Richards,Wales,Dundee United,GK,58,57,56,56,61,35,55
Jannik Robatsch,Austria,Austria Klagenfurt,CB,58,65,27,44,48,58,59
Santiago Rollano,Uruguay,Cerro Largo,RM,58,71,54,51,60,29,49
Hormipam Ruivah,India,Kerala Blasters,CB,58,54,35,43,50,59,68
Elkin Ruiz,Ecuador,IDV,LB,58,76,38,45,56,53,52
Abundance Salaou,Cote d'Ivoire,IFK Göteborg,CDM,58,63,27,51,55,54,59
Dino Salihovic,Sweden,IFK Norrköping,CM,58,67,40,55,59,51,62
Sverre Hakami Sandal,Norway,KFUM-Kameratene,CM,58,64,49,57,57,45,61
Rasmus Sandberg,Norway,Rosenborg BK,GK,58,59,58,56,59,30,57
Nicholas Scardina,United States,Charlotte FC,LM,58,69,46,52,62,26,42
Maximilian Scharfetter,Austria,Wolfsberger AC,MOC,58,74,54,52,57,39,52
Sandro Schendl,Austria,TSV Hartberg,RM,58,77,47,53,62,51,53
Fabian Scherger,Germany,Unterhaching,GK,58,59,58,56,59,56,58
Florian Schmid,Germany,Unterhaching,ST,58,64,56,39,52,26,66
Cedwyn Scott,England,Notts County,ST,58,72,57,49,60,24,61
Ryheem Sheckleford,England,Chesterfield,RB,58,74,31,42,54,54,60
Shi Xiaodong,China,Nantong Zhiyun FC,GK,58,54,55,57,58,29,57
Lewis Shipley,England,Cheltenham Town,LB,58,64,28,45,50,55,64
Udanta Singh,India,FC Goa,RM,58,85,52,49,58,32,61
Suresh Singh Wangjam,India,Bengaluru FC,CM,58,82,39,52,58,54,75
Brage Skaret,Norway,Fredrikstad FK,CB,58,53,29,43,46,57,65
Sam Slocombe,England,Notts County,GK,58,59,57,56,58,39,57
Kacper Smiglewski,Poland,Cracovia,ST,58,50,57,46,57,23,65
Connor Smith,Scotland,St. Johnstone,CM,58,63,56,62,62,38,40
Tunmise Sobowale,Ireland,Swindon Town,RB,58,77,46,51,57,52,73
Jordy Soladio,Belgium,FCV Dender EH,ST,58,64,58,52,62,18,49
Elias Sebastian Solberg,Norway,Lillestrøm SK,RM,58,72,47,55,64,35,44
Lino Sousa,England,Bristol Rovers,LB,58,62,39,54,57,56,54
Mason Stajduhar,United States,Orlando City,GK,58,59,56,58,60,33,57
Yannic Stein,Germany,Union Berlin,GK,58,61,54,56,62,28,57
Jonah Sticker,Germany,Viktoria Köln,RB,58,66,28,50,53,53,58
Frank Stople,Norway,Strømsgodset IF,GK,58,59,60,57,61,28,57
Jamie Stott,England,Morecambe,CB,58,67,26,45,46,57,68
Jack Stretton,Scotland,Stockport,ST,58,66,58,43,56,25,54
Su Yuanjie,China,Tianjin JMT FC,LB,58,75,50,51,62,51,56
Yahya Sunbul,Saudi Arabia,Al Raed,LM,58,75,48,51,60,40,60
Jakub Sypek,Poland,Widzew Łódź,LW,58,74,50,53,61,44,55
Matei Tanasa,Romania,Politehnica Iași,LW,58,76,50,57,60,28,49
Strahinja Tanasijevic,Serbia,New York City FC,CB,58,46,29,42,50,59,63
Devan Tanton,Colombia,Chesterfield,RB,58,68,33,44,57,55,65
Omar Taylor-Clarke,Wales,Bristol City,CDM,58,69,48,54,61,54,56
Rodrigo Teliz,Uruguay,Racing Club,CM,58,66,58,54,63,57,50
El Mami Tetah,Mauritania,Alanyaspor,LM,58,71,48,52,63,33,43
Mike Themsen,Denmark,Randers FC,CM,58,66,46,55,63,42,54
Andrew Thomas,Russia,Sounders FC,GK,58,61,58,60,61,25,57
Miller Thomson,Scotland,Dundee United,RB,58,73,53,55,59,54,47
Darrell Kamdem Tibell,Sweden,Sandefjord,ST,58,77,56,43,56,19,59
Mihai Toma,Romania,FCSB,CM,58,69,54,59,58,47,53
Mathis Touho,France,Amiens SC,LM,58,72,59,51,61,35,48
Musa Toure,Australia,Clermont Foot 63,ST,58,84,58,46,60,31,58
Aron van Lare,Netherlands,NAC Breda,GK,58,61,59,62,60,36,59
Diego van Oorschot,Netherlands,Heracles Almelo,ST,58,74,60,49,62,28,39
Jasper Van Oudenhove,Belgium,FCV Dender EH,CM,58,65,43,57,53,53,52
Timon Vanhoutte,Belgium,RSC Anderlecht,GK,58,60,56,54,60,30,56
Jakob Vester,Denmark,Viborg FF,CM,58,71,48,53,64,52,50
Jayson Videira,Luxembourg,Hannover 96 II,ST,58,71,57,45,56,19,57
Matti Wagner,Germany,Fürth,LB,58,72,34,49,55,54,50
Gabriel Wallentin,Sweden,Halmstads BK,CB,58,53,25,37,39,58,64
Wang Jie,China,Nantong Zhiyun FC,CB,58,35,43,40,50,55,67
Wilson Waweru,Ireland,Sligo Rovers,ST,58,71,58,46,54,28,63
Szymon Weirauch,Poland,Lechia Gdańsk,GK,58,57,56,55,62,32,57
Wen Da,China,Cangzhou FC,RB,58,70,45,43,55,53,63
Colm Whelan,Ireland,Derry City,ST,58,67,59,47,57,34,60
Amund Wichne,Norway,FK Haugesund,GK,58,59,56,60,61,45,56
Charlie Wiggett,England,Sligo Rovers,CB,58,51,33,47,46,57,67
Will Wilson,Australia,Central Coast,LM,58,70,55,55,56,50,61
Max Woltman,England,Oxford United,MOC,58,66,54,51,61,21,46
Philipp Wydra,Austria,Austria Klagenfurt,CM,58,63,46,54,60,49,53
Xu Dong,China,Qingdao Hainiu,LB,58,65,29,38,47,59,67
Xu Haofeng,China,Henan FC,RB,58,69,27,42,52,56,62
Bilal Yalcinkaya,Germany,Hamburger SV,MOC,58,68,54,54,62,32,45
Yang Chaosheng,China,Meizhou Hakka,RM,58,81,53,46,61,45,53
Ephraim Yeboah,Italy,Doncaster,RM,58,82,53,48,58,18,40
Yin Congyao,China,Meizhou Hakka,ST,58,70,54,53,59,39,61
Yoon Min Ho,"Korea, South",Pohang Steelers,MOC,58,65,53,52,62,32,42
Jonny Yull,Australia,Adelaide United,CM,58,69,49,59,64,46,57
Louis Zabala,Australia,Brisbane Roar,RB,58,69,48,56,61,51,67
Nikola Zecevic,Serbia,BK Häcken,CB,58,67,27,40,51,58,63
Besfort Zeneli,Sweden,IF Elfsborg,LW,58,70,52,53,62,22,41
Zhao Jianfei,China,Shandong Taishan,CB,58,67,25,37,46,57,63
Jan Ziolkowski,Poland,Legia Warszawa,CB,58,62,28,41,39,58,60
Hubert Zwozny,Poland,Korona Kielce,RB,58,69,43,51,58,54,62
James Abankwah,Ireland,Udinese,CB,57,66,29,44,53,55,67
Hamza Abdallah,France,Lausanne-Sport,RB,57,62,35,43,52,54,51
Nabil Aberdin,France,Getafe CF,CB,57,53,25,44,40,59,59
Desmond Acquah,Belgium,FCV Dender EH,MOC,57,66,49,55,57,39,44
Nino Adom-Malaki,England,Millwall,LB,57,80,35,46,52,52,55
Stephen Afrifa,Canada,Sporting KC,ST,57,73,58,40,58,18,51
Jeremy Agbonifo,Sweden,BK Häcken,LW,57,71,53,54,58,26,57
Yannick Agnero,Cote d'Ivoire,Halmstads BK,ST,57,72,54,45,61,19,52
Hamza Yigit Akman,Turkey,Sønderjyske,CM,57,73,51,55,70,47,41
Zaid Al Bawardi,Saudi Arabia,Al Riyadh,GK,57,60,58,61,55,28,56
Hisham Al Dubais,Saudi Arabia,Al Khaleej,ST,57,69,56,43,55,22,55
Yahya Al Najai,Saudi Arabia,Al Wehda,RM,57,78,51,51,58,28,53
Meshari Al Nemer,Saudi Arabia,Damac FC,ST,57,71,52,39,54,20,58
Mubarak Al Rajih,Saudi Arabia,Al Raed,CB,57,65,23,36,37,57,68
Mohammed Al Saeed,Saudi Arabia,Al Okhdood,LB,57,70,42,56,58,50,55
Farha Al Shamrani,Saudi Arabia,Al Kholood,CM,57,66,42,54,59,53,52
Abdihakin Ali,Sweden,AIK,CM,57,64,47,53,61,48,50
Oliver Amby,Denmark,Vejle Boldklub,CDM,57,66,41,54,51,56,55
Victor Andersson,Sweden,AIK,LM,57,74,50,53,63,23,34
Kai Andrews,Wales,Coventry City,CM,57,74,56,54,58,54,59
Cameron Antwi,England,Newport County,CDM,57,63,37,51,57,54,62
Charles Yaw Appiah,Ghana,APOEL FC,RW,57,72,50,50,62,25,47
Leonardo Arana,Bolivia,Universitario,LW,57,71,48,49,62,31,47
Isaac Asante,Ghana,KV Mechelen,MOC,57,70,48,49,64,32,49
Siaka Bakayoko,France,Amiens SC,CB,57,61,29,41,48,58,55
Alama Bayo,Belgium,Cercle Brugge,RW,57,69,50,43,65,25,44
Vitalie Becker,Germany,FC Schalke 04,LB,57,61,42,50,53,54,55
Matt Bersano,United States,Austin FC,GK,57,60,51,60,58,23,54
Hosine Bility,Australia,Brisbane Roar,CB,57,56,25,36,41,53,69
Israel Boatwright,Dominican Republic,Inter Miami CF,RB,57,70,22,33,62,55,50
Valentin Borcea,Romania,UTA Arad,MOC,57,68,51,50,58,43,57
Vincent Borden,United States,Galway United,CDM,57,59,24,42,48,58,61
Federico Brancolini,Italy,Empoli,GK,57,53,59,64,56,25,60
Gabriel Breeze,England,Carlisle United,GK,57,56,56,55,58,25,55
Ryan Brennan,Ireland,Drogheda United,CM,57,43,57,56,56,53,61
Nathan Broome,England,Swansea City,GK,57,56,58,57,58,36,54
Daniel Bunk,Germany,Düsseldorf,MOC,57,63,44,57,61,33,33
Cian Byrne,Ireland,Bohemians,CB,57,53,30,41,45,57,63
Brandon Cambridge,United States,Charlotte FC,CM,57,67,35,54,61,49,59
Jessel Carneiro,India,Bengaluru FC,LB,57,68,33,51,54,52,62
Matty Carson,England,Grimsby Town,LB,57,64,44,53,53,52,55
Theo Chapman,England,Barnsley,MOC,57,75,52,53,60,33,48
Chen Jie,China,Meizhou Hakka,CDM,57,55,43,49,56,56,72
Cristian Chira,Romania,SC Oțelul Galați,CM,57,63,53,58,58,49,57
Choi Cheol Won,"Korea, South",FC Seoul,GK,57,59,56,53,57,29,57
Choi Gi Yun,"Korea, South",Gimcheon Sangmu,RW,57,68,48,48,61,34,45
