Identifier,name,nation,club,field,position,OVR,PAC,SHO,PAS,DRI,DEF,PHY
pellemattsson_DEN,Pelle Mattsson,Denmark,Silkeborg IF,MF,Central_Midfielder,65,60,47,63,66,64,69
pepbiel_SPA,Pep Biel,Spain,Charlotte FC,MF,Attacking_Midfielder,74,70,72,72,77,48,59
pepelu_SPA,Pepelu,Spain,Valencia CF,MF,Central_Midfielder,80,68,70,80,77,75,78
pervisestupinan_ECU,Pervis Estupinan,Ecuador,Brighton,DF,Left_Back,80,78,57,75,79,77,75
petarmusa_CRO,Petar Musa,Croatia,FC Dallas,FW,Striker,76,82,75,62,71,41,81
petarratkov_SER,Petar Ratkov,Serbia,RB Salzburg,FW,Striker,67,68,67,52,66,31,69
petarsucic_CRO,Petar Sucic,Croatia,Dinamo Zagreb,MF,Central_Midfielder,70,69,59,69,72,58,71
petergulacsi_HUN,Peter Gulacsi,Hungary,RB Leipzig,GK,Goalkeeper,82,82,82,75,81,43,83
peterszappanos_HUN,Peter Szappanos,Hungary,Al Fateh,GK,Goalkeeper,68,66,63,60,74,24,65
petrosmantalos_GRE,Petros Mantalos,Greece,AEK Athens,MF,Attacking_Midfielder,75,72,68,77,76,55,66
philfoden_ENG,Phil Foden,England,Manchester City,FW,Right_Winger,88,86,86,85,90,57,63
philipbilling_DEN,Philip Billing,Denmark,AFC Bournemouth,MF,Central_Midfielder,77,50,77,73,73,72,80
philippkohn_SWI,Philipp Kohn,Switzerland,AS Monaco,GK,Goalkeeper,75,76,73,68,76,46,74
philipplienhart_AUS,Philipp Lienhart,Austria,SC Freiburg,DF,Centre_Back,79,69,28,59,64,81,75
philippmax_GER,Philipp Max,Germany,Panathinaikos,DF,Left_Back,75,73,65,74,74,70,72
pierluigigollini_ITA,Pierluigi Gollini,Italy,Genoa,GK,Goalkeeper,76,76,74,73,78,47,76
pierohincapie_ECU,Piero Hincapie,Ecuador,Leverkusen,DF,Centre_Back,81,78,40,64,72,81,80
pierre-emerickaubameyang_GAB,Pierre-Emerick Aubameyang,Gabon,Al Qadisiyah,FW,Striker,82,84,83,72,78,35,63
pierre-emilehojbjerg_DEN,Pierre-Emile Hojbjerg,Denmark,OM,MF,Defensive_Midfielder,80,50,73,76,74,77,80
pierrekalulu_FRA,Pierre Kalulu,France,Juventus,DF,Centre_Back,78,78,50,68,69,79,74
pietrocomuzzo_ITA,Pietro Comuzzo,Italy,Fiorentina,DF,Centre_Back,60,41,27,38,37,63,55
pietroterracciano_ITA,Pietro Terracciano,Italy,Fiorentina,GK,Goalkeeper,79,80,77,73,83,41,79
piotrzielinski_POL,Piotr Zielinski,Poland,Lombardia FC,MF,Central_Midfielder,81,78,76,80,83,71,62
pontusjansson_SWE,Pontus Jansson,Sweden,Malmö FF,DF,Centre_Back,73,49,45,51,59,73,81
predragrajkovic_SER,Predrag Rajkovic,Serbia,Al Ittihad,GK,Goalkeeper,78,77,76,74,81,25,79
promisedavid_CAN,Promise David,Canada,R. Union St.-G.,FW,Striker,63,61,63,39,53,27,67
przemyslawfrankowski_POL,Przemyslaw Frankowski,Poland,RC Lens,DF,Right_Back,78,90,72,75,76,70,73
qazimlaci_ALB,Qazim Laci,Albania,Sparta Praha,MF,Central_Midfielder,75,72,69,75,76,69,77
quentinmerlin_FRA,Quentin Merlin,France,OM,DF,Left_Back,76,73,59,74,75,73,64
quintentimber_NET,Quinten Timber,Netherlands,Feyenoord,MF,Central_Midfielder,79,77,76,75,79,75,81
radedugalic_SER,Rade Dugalic,Serbia,SZ Peng City,DF,Centre_Back,71,43,49,54,41,71,82
radekvitek_CZE,Radek Vitek,Czech Republic,Blau-Weiss Linz,GK,Goalkeeper,62,61,62,55,62,46,59
radoslawmajecki_POL,Radoslaw Majecki,Poland,AS Monaco,GK,Goalkeeper,77,77,74,71,78,31,75
radudragusin_ROM,Radu Dragusin,Romania,Spurs,DF,Centre_Back,75,73,37,53,65,75,75
rafaelleao_POR,Rafael Leao,Portugal,Milano FC,FW,Left_Winger,86,94,79,80,87,28,77
rafaelnavarro_BRA,Rafael Navarro,Brazil,Colorado Rapids,FW,Striker,66,70,65,50,65,36,62
rafaeltoloi_ITA,Rafael Toloi,Italy,Bergamo Calcio,DF,Centre_Back,79,61,52,58,64,81,79
rafamarin_SPA,Rafa Marin,Spain,SSC Napoli,DF,Centre_Back,71,67,28,58,57,71,72
rafikbelghali_ALG,Rafik Belghali,Algeria,KV Mechelen,DF,Right_Back,65,82,60,61,66,60,59
rafikguitane_ALG,Rafik Guitane,Algeria,SC Braga,FW,Right_Winger,74,76,66,68,80,31,53
rafiudurosinmi_NIG,Rafiu Durosinmi,Nigeria,Viktoria Plzeň,FW,Striker,74,76,71,60,71,27,76
ramiromacagno_ARG,Ramiro Macagno,Argentina,Newell's,GK,Goalkeeper,71,73,70,67,71,30,69
ramizzerrouki_ALG,Ramiz Zerrouki,Algeria,Feyenoord,MF,Defensive_Midfielder,75,61,65,72,73,68,80
ramybensebaini_ALG,Ramy Bensebaini,Algeria,Borussia Dortmund,DF,Left_Back,78,75,70,70,75,78,77
randalkolomuani_FRA,Randal Kolo Muani,France,Paris SG,FW,Striker,82,90,80,71,81,38,67
raphaelguerreiro_POR,Raphael Guerreiro,Portugal,FC Bayern München,DF,Left_Back,82,63,78,85,88,76,56
raphaelobermair_PHI,Raphael Obermair,Philippines,SC Paderborn 07,MF,Side_Midfielder,71,83,64,66,70,65,72
raphaelodogwu_ITA,Raphael Odogwu,Italy,Südtirol,FW,Striker,69,75,67,52,64,26,76
raphaelonyedika_NIG,Raphael Onyedika,Nigeria,Club Brugge,MF,Defensive_Midfielder,75,74,64,64,71,72,80
raphinha_BRA,Raphinha,Brazil,FC Barcelona,FW,Right_Winger,84,91,79,78,86,53,73
rasmuscarstensen_DEN,Rasmus Carstensen,Denmark,1. FC Köln,DF,Right_Back,69,73,48,63,67,63,71
rasmushojlund_DEN,Rasmus Hojlund,Denmark,Man Utd,FW,Striker,78,85,77,59,74,33,84
rasmuskristensen_DEN,Rasmus Kristensen,Denmark,Frankfurt,DF,Right_Back,76,69,65,67,71,75,77
rasmuslauritsen_DEN,Rasmus Lauritsen,Denmark,Brøndby IF,DF,Centre_Back,70,55,41,56,52,70,76
raulalbiol_SPA,Raul Albiol,Spain,Villarreal CF,DF,Centre_Back,79,33,41,62,63,83,67
rauljimenez_MEX,Raul Jimenez,Mexico,Fulham,FW,Striker,74,54,76,73,73,45,78
raulruidiaz_PER,Raul Ruidiaz,Peru,Sounders FC,FW,Striker,74,71,77,65,76,32,65
ravvandenberg_NET,Rav van den Berg,Netherlands,Middlesbrough,DF,Centre_Back,70,65,35,51,60,70,70
rayanait-nouri_ALG,Rayan Ait-Nouri,Algeria,Wolves,DF,Left_Back,79,84,52,73,82,73,70
rayanraveloson_MAD,Rayan Raveloson,Madagascar,AJ Auxerre,MF,Defensive_Midfielder,71,73,66,65,72,69,76
razvanmarin_ROM,Razvan Marin,Romania,Cagliari,MF,Central_Midfielder,75,64,74,76,75,67,71
razvansava_ROM,Razvan Sava,Romania,Udinese,GK,Goalkeeper,69,70,69,63,71,25,70
reecejames_ENG,Reece James,England,Chelsea,DF,Right_Back,82,78,72,83,82,82,82
reedbaker-whiting_UNI,Reed Baker-Whiting,United States,Sounders FC,DF,Right_Back,59,70,57,55,60,53,60
reis_BRA,Reis,Brazil,Jeju United,FW,Left_Winger,71,81,66,64,74,33,60
reissnelson_ENG,Reiss Nelson,England,Fulham,FW,Right_Winger,75,85,67,71,78,36,55
remycabella_FRA,Remy Cabella,France,LOSC Lille,MF,Attacking_Midfielder,76,68,71,76,80,40,50
renanlodi_BRA,Renan Lodi,Brazil,Al Hilal,DF,Left_Back,77,79,67,75,76,72,73
reohatate_JAP,Reo Hatate,Japan,Celtic,MF,Central_Midfielder,76,70,74,73,80,64,67
rhyangrant_AUS,Rhyan Grant,Australia,Sydney FC,DF,Right_Back,64,66,56,60,62,59,81
rhysbozinovski_AUS,Rhys Bozinovski,Australia,Western United,MF,Defensive_Midfielder,56,79,43,50,60,50,57
ricardopepi_UNI,Ricardo Pepi,United States,PSV,FW,Striker,73,70,74,57,70,41,71
ricardopereira_POR,Ricardo Pereira,Portugal,Leicester City,DF,Right_Back,78,73,66,76,77,77,71
ricardovelho_POR,Ricardo Velho,Portugal,Farense,GK,Goalkeeper,73,74,71,66,75,21,73
riccardocalafiori_ITA,Riccardo Calafiori,Italy,Arsenal,DF,Centre_Back,78,69,65,70,72,78,77
riccieli_BRA,Riccieli,Brazil,FC Famalicão,DF,Centre_Back,72,53,33,50,56,73,77
richarlison_BRA,Richarlison,Brazil,Spurs,FW,Striker,81,77,80,73,80,53,78
richielaryea_CAN,Richie Laryea,Canada,Toronto FC,DF,Right_Back,71,83,61,65,74,65,72
rickyvanwolfswinkel_NET,Ricky van Wolfswinkel,Netherlands,FC Twente,FW,Striker,74,66,74,69,70,48,73
ricohenry_ENG,Rico Henry,England,Brentford,DF,Left_Back,77,87,41,62,75,75,71
ricolewis_ENG,Rico Lewis,England,Manchester City,DF,Right_Back,76,78,54,73,81,71,57
ridlebaku_GER,Ridle Baku,Germany,VfL Wolfsburg,DF,Right_Back,77,82,72,73,81,71,76
ridvanyilmaz_TUR,Ridvan Yilmaz,Turkey,Rangers,DF,Left_Back,74,86,56,67,78,68,62
rihitoyamamoto_JAP,Rihito Yamamoto,Japan,STVV,MF,Defensive_Midfielder,65,65,50,58,64,62,61
rileymcgree_AUS,Riley McGree,Australia,Middlesbrough,MF,Side_Midfielder,72,78,67,69,73,63,74
riquipuig_SPA,Riqui Puig,Spain,LA Galaxy,MF,Central_Midfielder,78,70,67,76,82,56,52
robbiedeas_SCO,Robbie Deas,Scotland,Kilmarnock,DF,Centre_Back,65,53,32,47,56,65,63
robertandrich_GER,Robert Andrich,Germany,Leverkusen,MF,Defensive_Midfielder,83,54,77,76,73,83,83
robertberic_SLO,Robert Beric,Slovenia,Changchun Yatai,FW,Striker,71,56,71,63,66,38,79
robertlewandowski_POL,Robert Lewandowski,Poland,FC Barcelona,FW,Striker,88,75,88,79,86,44,84
robertljubicic_CRO,Robert Ljubicic,Croatia,AEK Athens,MF,Central_Midfielder,72,77,62,69,72,64,73
robertopereyra_ARG,Roberto Pereyra,Argentina,AEK Athens,MF,Central_Midfielder,78,76,74,78,81,68,70
robertopiccoli_ITA,Roberto Piccoli,Italy,Cagliari,FW,Striker,71,67,72,54,65,34,66
robertsanchez_SPA,Robert Sanchez,Spain,Chelsea,GK,Goalkeeper,79,79,77,75,80,58,79
robingosens_GER,Robin Gosens,Germany,Fiorentina,DF,Left_Back,79,72,74,73,75,76,80
robinkoch_GER,Robin Koch,Germany,Frankfurt,DF,Centre_Back,79,65,38,61,65,80,76
robinlenormand_SPA,Robin Le Normand,Spain,Atlético de Madrid,DF,Centre_Back,83,62,26,54,60,84,79
robinolsen_SWE,Robin Olsen,Sweden,Aston Villa,GK,Goalkeeper,74,74,70,76,74,35,76
robinostrom_NOR,Robin Ostrom,Norway,Silkeborg IF,DF,Left_Back,66,69,36,55,58,63,72
robinrisser_FRA,Robin Risser,France,Strasbourg,GK,Goalkeeper,67,68,71,64,69,39,60
robinroefs_NET,Robin Roefs,Netherlands,N.E.C. Nijmegen,GK,Goalkeeper,66,64,66,64,68,18,63
robinzentner_GER,Robin Zentner,Germany,1. FSV Mainz 05,GK,Goalkeeper,75,76,73,57,80,65,72
roccoreitz_GER,Rocco Reitz,Germany,M'gladbach,MF,Central_Midfielder,74,73,68,70,76,71,65
rockybushiri_CON,Rocky Bushiri,Congo,Hibernian,DF,Centre_Back,66,60,26,40,45,63,82
roderickmiranda_POR,Roderick Miranda,Portugal,Melb. Victory,DF,Centre_Back,68,32,36,51,51,67,85
rodolfopizarro_MEX,Rodolfo Pizarro,Mexico,AEK Athens,MF,Side_Midfielder,71,75,64,67,73,50,64
rodri_SPA,Rodri,Spain,Manchester City,MF,Defensive_Midfielder,91,66,80,86,84,87,85
rodrigoaliendro_ARG,Rodrigo Aliendro,Argentina,River Plate,MF,Defensive_Midfielder,76,70,70,74,79,72,77
rodrigobecao_BRA,Rodrigo Becao,Brazil,Fenerbahçe,DF,Centre_Back,78,54,33,56,56,79,79
rodrigobentancur_URU,Rodrigo Bentancur,Uruguay,Spurs,MF,Central_Midfielder,81,67,68,80,82,79,76
rodrigodepaul_ARG,Rodrigo De Paul,Argentina,Atlético de Madrid,MF,Central_Midfielder,84,76,77,83,82,76,82
rodrigoecheverria_CHI,Rodrigo Echeverria,Chile,Huracán,MF,Central_Midfielder,74,72,65,70,72,74,83
rodrigohuescas_MEX,Rodrigo Huescas,Mexico,F.C. København,DF,Right_Back,72,85,66,68,70,66,57
rodrigomora_POR,Rodrigo Mora,Portugal,FC Porto,MF,Attacking_Midfielder,66,72,45,65,71,41,36
rodrigomorinigo_PAR,Rodrigo Morinigo,Paraguay,Libertad,GK,Goalkeeper,62,61,58,59,65,29,62
rodrigomuniz_BRA,Rodrigo Muniz,Brazil,Fulham,FW,Striker,75,73,74,59,71,42,77
rodrigorey_ARG,Rodrigo Rey,Argentina,Independiente,GK,Goalkeeper,75,73,73,70,76,50,75
rodrigovillagra_ARG,Rodrigo Villagra,Argentina,River Plate,MF,Defensive_Midfielder,75,70,48,68,73,73,74
rodrigozalazar_URU,Rodrigo Zalazar,Uruguay,SC Braga,MF,Central_Midfielder,76,78,77,73,78,66,72
rodrygo_BRA,Rodrygo,Brazil,Real Madrid,FW,Right_Winger,86,89,81,79,88,31,64
rogermarti_SPA,Roger Marti,Spain,Cádiz CF,FW,Striker,73,72,73,62,73,42,70
rogermartinez_COL,Roger Martinez,Colombia,Racing Club,FW,Striker,73,73,73,66,76,41,78
rokaspukstas_UNI,Rokas Pukstas,United States,Hajduk Split,MF,Central_Midfielder,69,68,66,62,71,61,69
rolandomandragora_ITA,Rolando Mandragora,Italy,Fiorentina,MF,Defensive_Midfielder,77,46,66,75,75,74,74
romanburki_SWI,Roman Burki,Switzerland,St. Louis CITY SC,GK,Goalkeeper,78,82,75,60,82,46,73
romancelentano_UNI,Roman Celentano,United States,FC Cincinnati,GK,Goalkeeper,71,72,67,66,71,21,72
romanoschmid_AUS,Romano Schmid,Austria,SV Werder Bremen,MF,Attacking_Midfielder,75,77,63,70,81,53,58
romanvega_ARG,Roman Vega,Argentina,Argentinos Jrs.,DF,Left_Back,68,71,31,60,65,63,67
romanyaremchuk_UKR,Roman Yaremchuk,Ukraine,Olympiacos FC,FW,Striker,74,73,72,68,69,44,75
romelulukaku_BEL,Romelu Lukaku,Belgium,SSC Napoli,FW,Striker,82,79,82,73,74,38,82
romeoamane_COT,Romeo Amane,Cote d'Ivoire,BK Häcken,MF,Central_Midfielder,64,80,53,61,70,57,67
romeolavia_BEL,Romeo Lavia,Belgium,Chelsea,MF,Defensive_Midfielder,75,67,50,70,75,73,73
romeovermant_BEL,Romeo Vermant,Belgium,Club Brugge,FW,Striker,66,78,67,55,63,19,63
ron-robertzieler_GER,Ron-Robert Zieler,Germany,Hannover 96,GK,Goalkeeper,73,71,69,69,74,48,75
ronaldaraujo_URU,Ronald Araujo,Uruguay,FC Barcelona,DF,Centre_Back,85,82,53,64,62,85,84
roonybardghji_SWE,Roony Bardghji,Sweden,F.C. København,FW,Right_Winger,70,75,68,63,74,30,53
rossgraham_SCO,Ross Graham,Scotland,Dundee United,DF,Centre_Back,61,47,31,42,49,64,59
roykrishna_FIJ,Roy Krishna,Fiji,Odisha FC,FW,Striker,69,87,67,63,70,46,80
rubenalcaraz_SPA,Ruben Alcaraz,Spain,Cádiz CF,MF,Central_Midfielder,74,51,71,76,71,73,81
rubenbotta_ARG,Ruben Botta,Argentina,Talleres,MF,Attacking_Midfielder,74,81,72,74,76,40,69
rubendias_POR,Ruben Dias,Portugal,Manchester City,DF,Centre_Back,88,67,39,70,69,89,87
rubenlezcano_PAR,Ruben Lezcano,Paraguay,Libertad,MF,Central_Midfielder,64,67,52,60,65,56,58
rubenloftus-cheek_ENG,Ruben Loftus-Cheek,England,Milano FC,MF,Central_Midfielder,81,81,76,79,82,77,83
rubenneves_POR,Ruben Neves,Portugal,Al Hilal,MF,Defensive_Midfielder,84,57,75,86,77,77,77
rubenpena_SPA,Ruben Pena,Spain,CA Osasuna,DF,Right_Back,75,72,69,70,73,72,65
rubenvanbommel_NET,Ruben van Bommel,Netherlands,AZ,FW,Left_Winger,69,85,67,59,71,25,62
rubenvezo_POR,Ruben Vezo,Portugal,Eyüpspor,DF,Centre_Back,70,68,54,62,62,70,73
rubenyanez_SPA,Ruben Yanez,Spain,R. Sporting,GK,Goalkeeper,71,70,69,64,75,44,69
ruisilva_POR,Rui Silva,Portugal,Real Betis,GK,Goalkeeper,81,82,76,77,84,31,81
ruslanneshcheret_UKR,Ruslan Neshcheret,Ukraine,Dynamo Kyiv,GK,Goalkeeper,65,65,62,66,66,27,64
ryanastley_WAL,Ryan Astley,Wales,Dundee FC,DF,Centre_Back,63,50,34,51,49,64,63
ryanchristie_SCO,Ryan Christie,Scotland,AFC Bournemouth,MF,Central_Midfielder,76,76,70,75,77,71,78
ryanflamingo_NET,Ryan Flamingo,Netherlands,PSV,DF,Centre_Back,72,66,61,62,65,72,74
ryangiles_ENG,Ryan Giles,England,Hull City,DF,Left_Back,73,88,57,73,73,62,65
ryangravenberch_NET,Ryan Gravenberch,Netherlands,Liverpool,MF,Central_Midfielder,78,71,76,77,81,68,73
ryanhollingshead_UNI,Ryan Hollingshead,United States,LAFC,DF,Right_Back,71,49,64,66,70,70,81
ryankitto_AUS,Ryan Kitto,Australia,Adelaide United,DF,Left_Back,63,78,55,58,62,54,74
ryanraposo_CAN,Ryan Raposo,Canada,Whitecaps FC,MF,Side_Midfielder,65,68,58,63,67,57,50
ryansessegnon_ENG,Ryan Sessegnon,England,Fulham,DF,Left_Back,74,77,64,72,76,71,64
ryanthomas_NEW,Ryan Thomas,New Zealand,PEC Zwolle,MF,Central_Midfielder,66,69,59,68,69,57,61
ryanyates_ENG,Ryan Yates,England,Nott'm Forest,MF,Defensive_Midfielder,75,58,60,67,67,75,81
ryotaroito_JAP,Ryotaro Ito,Japan,STVV,MF,Central_Midfielder,71,81,71,66,72,56,63
ryoyamorishita_JAP,Ryoya Morishita,Japan,Legia Warszawa,MF,Side_Midfielder,64,71,57,58,66,59,61
ryoyaogawa_JAP,Ryoya Ogawa,Japan,STVV,DF,Left_Back,67,76,55,62,62,62,75
sabalobjanidze_GEO,Saba Lobjanidze,Georgia,Atlanta United,FW,Right_Winger,71,82,66,66,74,25,55
sachaboey_FRA,Sacha Boey,France,FC Bayern München,DF,Right_Back,79,82,55,66,77,78,80
sadibousane_SEN,Sadibou Sane,Senegal,FC Metz,DF,Centre_Back,65,67,37,42,45,67,69
saelkumbedi_FRA,Sael Kumbedi,France,OL,DF,Right_Back,71,82,42,62,72,65,62
saidbenrahma_ALG,Said Benrahma,Algeria,OL,FW,Left_Winger,78,73,75,75,82,40,57
saidousow_GUI,Saidou Sow,Guinea,Strasbourg,DF,Centre_Back,69,61,41,54,60,69,66
salimdiakite_MAL,Salim Diakite,Mali,Palermo,DF,Right_Back,69,79,62,62,62,67,76
salisabdulsamed_GHA,Salis Abdul Samed,Ghana,Sunderland,MF,Defensive_Midfielder,76,60,49,66,69,74,79
salvatoreesposito_ITA,Salvatore Esposito,Italy,Spezia,MF,Central_Midfielder,69,62,60,70,66,59,57
samadekugbe_CAN,Sam Adekugbe,Canada,Whitecaps FC,DF,Left_Back,69,86,50,60,70,61,76
sambeukema_NET,Sam Beukema,Netherlands,Bologna,DF,Centre_Back,77,49,55,60,62,78,76
sambousoumano_SEN,Sambou Soumano,Senegal,FC Lorient,FW,Striker,68,69,69,52,69,25,53
samjohnstone_ENG,Sam Johnstone,England,Wolves,GK,Goalkeeper,78,79,79,69,80,41,76
samlammers_NET,Sam Lammers,Netherlands,FC Twente,FW,Striker,74,66,74,65,76,36,69
sammieszmodics_IRE,Sammie Szmodics,Ireland,Ipswich,MF,Attacking_Midfielder,75,79,75,70,76,51,67
sampsondweh_LIB,Sampson Dweh,Liberia,Viktoria Plzeň,DF,Centre_Back,73,72,32,59,66,73,75
samsonbaidoo_AUS,Samson Baidoo,Austria,RB Salzburg,DF,Centre_Back,69,70,26,50,60,68,69
samsurridge_ENG,Sam Surridge,England,Nashville SC,FW,Striker,71,64,71,56,68,28,70
samsutton_NEW,Sam Sutton,New Zealand,Well. Phoenix,DF,Left_Back,63,77,57,62,66,55,66
samtickle_ENG,Sam Tickle,England,Wigan Athletic,GK,Goalkeeper,66,65,65,64,66,34,64
samucosta_POR,Samu Costa,Portugal,RCD Mallorca,MF,Defensive_Midfielder,74,62,63,67,68,70,73
samueladeniran_UNI,Samuel Adeniran,United States,Philadelphia,FW,Striker,63,57,65,43,48,25,73
samuelamo-ameyaw_ENG,Samuel Amo-Ameyaw,England,Southampton,FW,Left_Winger,61,78,54,53,65,28,40
samuelchukwueze_NIG,Samuel Chukwueze,Nigeria,Milano FC,FW,Right_Winger,80,88,74,74,83,36,61
samueldahl_SWE,Samuel Dahl,Sweden,AS Roma,DF,Left_Back,69,83,38,59,69,62,65
samueledozie_ENG,Samuel Edozie,England,RSC Anderlecht,FW,Left_Winger,70,81,61,63,73,28,52
samuelericci_ITA,Samuele Ricci,Italy,Torino,MF,Defensive_Midfielder,77,73,55,72,78,73,68
samuelpiette_CAN,Samuel Piette,Canada,CF Montréal,MF,Defensive_Midfielder,70,59,29,56,58,69,78
samuelportugal_BRA,Samuel Portugal,Brazil,FC Porto,GK,Goalkeeper,72,73,67,76,75,43,71
samuelsoares_POR,Samuel Soares,Portugal,SL Benfica,GK,Goalkeeper,68,68,65,79,72,59,64
samvines_UNI,Sam Vines,United States,Colorado Rapids,DF,Left_Back,69,76,33,57,63,66,68
sanderberge_NOR,Sander Berge,Norway,Fulham,MF,Central_Midfielder,76,53,65,73,71,75,85
sandertangvik_NOR,Sander Tangvik,Norway,Rosenborg BK,GK,Goalkeeper,65,65,64,63,66,57,65
sandilovric_SLO,Sandi Lovric,Slovenia,Udinese,MF,Defensive_Midfielder,73,49,64,72,72,68,69
sandrotonali_ITA,Sandro Tonali,Italy,Newcastle Utd,MF,Defensive_Midfielder,85,84,74,81,81,82,82
sandywalsh_IND,Sandy Walsh,Indonesia,KV Mechelen,DF,Right_Back,68,58,37,61,64,66,72
santiagoascacibar_ARG,Santiago Ascacibar,Argentina,Estudiantes,MF,Central_Midfielder,76,70,70,71,75,73,71
santiagobueno_URU,Santiago Bueno,Uruguay,Wolves,DF,Centre_Back,77,50,31,56,56,78,78
santiagocastaneda_UNI,Santiago Castaneda,United States,SC Paderborn 07,MF,Central_Midfielder,64,70,46,60,65,65,60
santiagocastro_ARG,Santiago Castro,Argentina,Bologna,FW,Striker,73,79,73,59,73,40,65
santiagogimenez_MEX,Santiago Gimenez,Mexico,Feyenoord,FW,Striker,79,79,80,70,76,49,75
santiagohezze_ARG,Santiago Hezze,Argentina,Olympiacos FC,MF,Defensive_Midfielder,77,67,62,67,71,75,77
santiagomele_URU,Santiago Mele,Uruguay,Junior,GK,Goalkeeper,73,75,70,68,76,50,68
santiagopierotti_ARG,Santiago Pierotti,Argentina,Lecce,FW,Right_Winger,68,67,67,65,71,61,67
santiagoramosmingo_ARG,Santiago Ramos Mingo,Argentina,Defensa,DF,Centre_Back,64,47,34,47,51,65,59
santiagorodriguez_URU,Santiago Rodriguez,Uruguay,New York City FC,MF,Attacking_Midfielder,73,77,67,68,74,38,52
santiagosimon_ARG,Santiago Simon,Argentina,River Plate,MF,Side_Midfielder,73,75,62,70,74,65,72
santiagososa_ARG,Santiago Sosa,Argentina,Racing Club,DF,Centre_Back,73,57,57,63,67,72,78
santicomesana_SPA,Santi Comesana,Spain,Villarreal CF,MF,Central_Midfielder,75,57,69,68,73,76,74
sasalukic_SER,Sasa Lukic,Serbia,Fulham,MF,Central_Midfielder,75,53,69,74,75,70,70
saschahorvath_AUS,Sascha Horvath,Austria,LASK,MF,Central_Midfielder,72,82,68,72,77,57,62
saudabdulhamid_SAU,Saud Abdulhamid,Saudi Arabia,AS Roma,DF,Right_Back,78,92,46,67,72,71,77
saulcoco_EQU,Saul Coco,Equatorial Guinea,Torino,DF,Centre_Back,75,85,56,58,60,76,78
savinho_BRA,Savinho,Brazil,Manchester City,FW,Left_Winger,82,88,72,77,84,30,53
scottmctominay_SCO,Scott McTominay,Scotland,SSC Napoli,MF,Defensive_Midfielder,78,55,78,71,73,75,84
scotttwine_ENG,Scott Twine,England,Bristol City,MF,Side_Midfielder,71,78,69,70,72,55,53
seamuscoleman_IRE,Seamus Coleman,Ireland,Everton,DF,Right_Back,74,53,65,71,73,76,70
seanjohnson_UNI,Sean Johnson,United States,Toronto FC,GK,Goalkeeper,70,70,65,70,74,42,69
seanklaiber_SUR,Sean Klaiber,Suriname,Brøndby IF,DF,Right_Back,72,79,62,68,66,67,78
seanlongstaff_ENG,Sean Longstaff,England,Newcastle Utd,MF,Central_Midfielder,76,56,68,73,73,73,71
seannealis_UNI,Sean Nealis,United States,Red Bulls,DF,Centre_Back,70,67,32,39,49,69,84
sebastianberhalter_UNI,Sebastian Berhalter,United States,Whitecaps FC,MF,Central_Midfielder,63,68,45,60,64,59,64
sebastianboselli_URU,Sebastian Boselli,Uruguay,Estudiantes,DF,Centre_Back,72,75,50,66,66,70,77
sebastiannanasi_SWE,Sebastian Nanasi,Sweden,Strasbourg,MF,Side_Midfielder,73,70,64,71,77,32,65
sebastianodesplanches_ITA,Sebastiano Desplanches,Italy,Palermo,GK,Goalkeeper,69,70,65,66,72,26,68
sebastianoesposito_ITA,Sebastiano Esposito,Italy,Empoli,FW,Striker,72,73,73,72,74,35,63
sebastianszymanski_POL,Sebastian Szymanski,Poland,Fenerbahçe,MF,Attacking_Midfielder,80,81,77,79,79,51,67
sebastianvilla_COL,Sebastian Villa,Colombia,Ind. Rivadavia,FW,Left_Winger,73,86,71,68,74,32,64
sebastienhaller_COT,Sebastien Haller,Cote d'Ivoire,CD Leganés,FW,Striker,79,56,79,63,75,51,73
seedyjatta_NOR,Seedy Jatta,Norway,SK Sturm Graz,FW,Striker,64,81,61,46,66,26,67
seferemini_NOR,Sefer Emini,North Macedonia,Sønderjyske,MF,Central_Midfielder,59,67,58,60,63,38,54
seiyamaikuma_JAP,Seiya Maikuma,Japan,AZ,DF,Right_Back,70,74,60,64,67,65,67
sekofofana_COT,Seko Fofana,Cote d'Ivoire,Ettifaq FC,MF,Central_Midfielder,80,71,77,76,78,73,86
semihkilicsoy_TUR,Semih Kilicsoy,Turkey,Beşiktaş,FW,Striker,72,78,74,60,75,31,71
semsteijn_NET,Sem Steijn,Netherlands,FC Twente,MF,Attacking_Midfielder,75,66,78,69,75,38,75
sennelammens_BEL,Senne Lammens,Belgium,Royal Antwerp FC,GK,Goalkeeper,67,71,65,61,69,21,63
sennelynen_BEL,Senne Lynen,Belgium,SV Werder Bremen,MF,Defensive_Midfielder,75,70,62,72,67,73,77
sennymayulu_FRA,Senny Mayulu,France,Paris SG,MF,Attacking_Midfielder,65,72,60,63,71,48,53
senydieng_SEN,Seny Dieng,Senegal,Middlesbrough,GK,Goalkeeper,71,70,67,69,74,40,67
seominwoo_KOR,Seo Min Woo,"Korea, South",Gimcheon Sangmu,MF,Central_Midfielder,68,60,54,62,66,65,78
seppvandenberg_NET,Sepp van den Berg,Netherlands,Brentford,DF,Centre_Back,77,76,36,63,66,78,76
serge-philipperaux-yao_FRA,Serge-Philippe Raux-Yao,France,SK Rapid,DF,Centre_Back,69,44,34,44,49,69,79
sergejmilinkovic-savic_SER,Sergej Milinkovic-Savic,Serbia,Al Hilal,MF,Central_Midfielder,85,64,80,81,82,78,88
