name,nation,club,position,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Identifier
Liridon Mulaj,Switzerland,VfL Osnabrück,LM,63,69,59,62,65,31,51,liridonmulaj_SWI
Toby Mullarkey,England,Crawley Town,RB,63,69,33,54,57,59,72,tobymullarkey_ENG
Iker Munoz,Spain,CA Osasuna,CM,63,60,53,57,62,53,55,ikermunoz_SPA
Joseph N'Duquidi,Angola,FC Metz,CDM,63,68,47,60,65,61,64,josephn'duquidi_ANG
Bilal Nadir,Morocco,OM,CM,63,58,52,61,63,57,59,bilalnadir_MOR
Abdenego Nankishi,Germany,SV Werder Bremen,LM,63,83,52,54,69,29,57,abdenegonankishi_GER
Johannes Naschberger,Austria,WSG Tirol,CM,63,78,58,60,67,55,55,johannesnaschberger_AUS
Mark Natta,Australia,Newcastle Jets,CB,63,76,33,49,56,61,76,marknatta_AUS
Ben Nelson,England,Oxford United,CB,63,67,33,45,53,62,70,bennelson_ENG
Lucas Ness,England,Notts County,CB,63,65,32,44,48,63,73,lucasness_ENG
Tomasz Neugebauer,Poland,Lechia Gdańsk,CDM,63,66,57,61,58,59,69,tomaszneugebauer_POL
Scott Neville,Australia,Brisbane Roar,CB,63,55,44,53,54,62,72,scottneville_AUS
Thijmen Nijhuis,Netherlands,HJK Helsinki,GK,63,65,57,58,64,17,63,thijmennijhuis_NET
Lasse Nilsen,Norway,Tromsø IL,LB,63,81,54,54,62,56,69,lassenilsen_NOR
Snorre Strand Nilsen,Norway,HamKam Fotball,RB,63,65,42,55,59,59,71,snorrestrandnilsen_NOR
Ilmari Niskanen,Finland,Exeter City,RB,63,75,57,59,65,56,63,ilmariniskanen_FIN
Rob Nizet,Belgium,Willem II,LB,63,81,54,57,61,56,57,robnizet_BEL
Moussa Njie,Norway,KFUM-Kameratene,LW,63,86,56,54,66,24,59,moussanjie_NOR
Bilal Njie,Somalia,Odds BK,LM,63,87,58,51,65,27,56,bilalnjie_SOM
Steffen Nkansah,Germany,FC Erzgebirge Aue,CB,63,71,30,44,48,64,69,steffennkansah_GER
Beni Nkololo,France,CFR 1907 Cluj,RM,63,80,58,57,63,30,60,beninkololo_FRA
No Dong Geon,"Korea, South",Suwon FC,GK,63,65,63,62,62,42,61,nodonggeon_KOR
Luizao,Brazil,Radomiak Radom,CDM,63,69,46,56,59,60,71,luizao_BRA
Lee O'Connor,Ireland,Tranmere Rovers,RB,63,70,52,57,60,58,68,leeo'connor_IRE
Thomas O'Connor,Ireland,Wrexham,CB,63,66,57,62,60,60,72,thomaso'connor_IRE
Stephen O'Donnell,Scotland,Motherwell,RB,63,60,43,56,57,61,65,stepheno'donnell_SCO
Connor O'Riordan,Ireland,Cambridge Utd,CB,63,55,32,47,49,63,74,connoro'riordan_IRE
Magnar Odegaard,Norway,Sarpsborg 08,CB,63,45,30,49,51,63,69,magnarodegaard_NOR
Clarke Oduor,Kenya,Bradford City,RW,63,78,50,57,69,57,58,clarkeoduor_KEN
Odel Offiah,England,Blackpool,CB,63,62,33,50,59,64,62,odeloffiah_ENG
Luke Offord,England,MK Dons,CB,63,65,28,48,54,61,71,lukeofford_ENG
Andreas Oggesen,Denmark,Sønderjyske,CM,63,74,54,61,69,53,59,andreasoggesen_DEN
Shadrach Ogie,Ireland,Gillingham,CB,63,75,41,47,58,61,73,shadrachogie_IRE
Funso Ojo,Belgium,Shrewsbury,CM,63,58,57,61,63,60,68,funsoojo_BEL
Jubril Okedina,Malawi,Cambridge Utd,CB,63,72,34,50,55,63,71,jubrilokedina_MAL
Raul Olivares,Chile,Universitario,GK,63,62,63,64,66,31,57,raulolivares_CHI
Bruno Bertinato,Brazil,Venezia,GK,63,64,62,58,63,19,62,brunobertinato_BRA
Andrea Oliveri,Italy,Bari,RM,63,74,56,62,65,45,44,andreaoliveri_ITA
Oliver Olsen,Denmark,Randers FC,RB,63,68,48,58,60,57,69,oliverolsen_DEN
Halvor Rodolen Opsahl,Norway,HamKam Fotball,CB,63,56,25,43,47,63,67,halvorrodolenopsahl_NOR
Alexandru Oroian,Romania,FC Hermannstadt,LB,63,82,59,58,66,56,61,alexandruoroian_ROM
Rasmus Orqvist,Sweden,Brommapojkarna,MOC,63,68,60,59,64,62,78,rasmusorqvist_SWE
Eneko Ortiz,Spain,D. Alavés,LB,63,73,26,53,57,58,63,enekoortiz_SPA
Jesse Ost,Finland,HJK Helsinki,GK,63,62,63,65,63,29,61,jesseost_FIN
Bogdan Otelita,Romania,Sepsi OSK,RB,63,83,30,51,53,58,54,bogdanotelita_ROM
Fabricio Oviedo,Argentina,Lausanne-Sport,ST,63,53,65,48,61,35,60,fabriciooviedo_ARG
Yasin Ozcan,Turkey,Kasımpaşa,LB,63,65,36,45,55,64,67,yasinozcan_TUR
Can Ozkan,Germany,FC Erzgebirge Aue,RB,63,73,42,56,61,59,75,canozkan_GER
David Ozoh,England,Derby County,CDM,63,65,53,56,64,60,71,davidozoh_ENG
Pacheco,Spain,Albacete BP,MOC,63,60,58,61,63,58,62,pacheco_SPA
Alex Padilla,Mexico,Athletic Club,GK,63,64,64,60,62,31,67,alexpadilla_MEX
Ollie Palmer,England,Wrexham,ST,63,44,63,53,55,28,80,olliepalmer_ENG
Federico Paradela,Argentina,Sarmiento,CM,63,68,56,61,67,51,58,federicoparadela_ARG
Abel Paredes,Paraguay,S. Ameliano,LB,63,59,25,47,53,61,69,abelparedes_PAR
Martin Parra,Chile,Huachipato,GK,63,62,61,57,65,31,63,martinparra_CHI
Tim Paterok,Germany,Saarbrücken,GK,63,66,62,62,66,33,63,timpaterok_GER
Alex Pattison,England,Bradford City,CM,63,81,59,61,65,58,71,alexpattison_ENG
Cristian Paz,Argentina,Dep. Riestra,CB,63,53,34,35,44,64,69,cristianpaz_ARG
Peng Xinli,China,Shandong Taishan,CDM,63,76,61,61,64,61,68,pengxinli_CHI
Kevin Pereira,Paraguay,Sportivo Luqueño,LM,63,70,54,60,68,25,45,kevinpereira_PAR
Carlos Perez,Colombia,Técnico U.,CB,63,47,25,44,44,64,68,carlosperez_COL
Simeon Petrov,France,Śląsk Wrocław,CB,63,53,26,40,56,63,63,simeonpetrov_FRA
Tom Pett,England,Cheltenham Town,CM,63,52,55,61,64,56,59,tompett_ENG
David Philipp,Germany,1860 München,ST,63,78,62,57,68,39,57,davidphilipp_GER
Matteo Piacentini,Italy,Cesena,CB,63,62,40,40,44,64,70,matteopiacentini_ITA
Maksymilian Pingot,Poland,Lech Poznań,CB,63,62,32,44,47,62,71,maksymilianpingot_POL
Ricardo Matos,Portugal,FC Gloria Buzău,ST,63,71,62,57,66,27,60,ricardomatos_POR
Joel Pinto,Peru,Sport Huancayo,GK,63,59,62,59,62,51,64,joelpinto_PER
Hugo Cunha,Portugal,FC Famalicão,GK,63,68,60,65,68,19,61,hugocunha_POR
Matthew Platt,England,Notts County,CB,63,57,28,44,53,61,76,matthewplatt_ENG
Denis-Will Poha,France,FC Sion,CM,63,65,52,60,64,63,65,denis-willpoha_FRA
Liam Polworth,Scotland,Kilmarnock,CM,63,63,59,66,65,57,62,liampolworth_SCO
Paris Polykarpou,Cyprus,APOEL FC,CDM,63,63,34,52,56,63,64,parispolykarpou_CYP
Walter Ponce,Chile,Unión La Calera,ST,63,66,61,45,64,27,62,walterponce_CHI
Alexandar Popovic,Australia,GwangJu FC,CB,63,67,32,48,53,60,75,alexandarpopovic_AUS
Marcos Portillo,Argentina,Talleres,CM,63,72,58,59,66,56,53,marcosportillo_ARG
Bruno Poveda,Bolivia,Wilstermann,GK,63,63,66,60,64,49,65,brunopoveda_BOL
Jack Powell,England,Crewe Alexandra,CM,63,62,60,63,64,54,65,jackpowell_ENG
Wouter Prins,Netherlands,FC Groningen,LB,63,75,29,51,59,60,54,wouterprins_NET
Miguel Puche,Spain,Arouca,ST,63,73,63,62,66,42,60,miguelpuche_SPA
Maximiliano Puig,Argentina,Barracas Central,CDM,63,62,53,61,63,60,59,maximilianopuig_ARG
Joedrick Pupe,Belgium,FCV Dender EH,CB,63,54,28,36,40,65,67,joedrickpupe_BEL
Ben Purrington,England,Exeter City,CB,63,70,48,58,62,61,68,benpurrington_ENG
Leandro Putaro,Germany,Aleman. Aachen,LM,63,75,62,56,64,39,60,leandroputaro_GER
Ethan Pye,England,Stockport,CB,63,66,25,45,51,63,69,ethanpye_ENG
Niklas Pyyhtia,Finland,Bologna,CM,63,44,57,65,65,52,59,niklaspyyhtia_FIN
Ahmed Qasem,Sweden,IF Elfsborg,MOC,63,70,55,60,66,38,57,ahmedqasem_SWE
Joshua Quarshie,Germany,Düsseldorf,CB,63,55,33,45,45,63,72,joshuaquarshie_GER
Stephen Quinn,Ireland,Mansfield Town,CM,63,51,59,64,66,56,63,stephenquinn_IRE
Nelson Quinones,Colombia,Houston Dynamo,LM,63,81,53,54,69,38,48,nelsonquinones_COL
Lucas Quintana,Paraguay,Cerro Porteño,CB,63,71,35,42,43,64,68,lucasquintana_PAR
Junior Quitirna,Guinea-Bissau,Crawley Town,MOC,63,73,59,60,68,41,44,juniorquitirna_GUI
Eduard Radaslavescu,Romania,Farul Constanța,CM,63,74,62,65,64,45,62,eduardradaslavescu_ROM
Haris Radetinac,Serbia,Djurgårdens IF,RW,63,54,60,65,63,59,71,harisradetinac_SER
Toon Raemaekers,Belgium,KV Mechelen,CB,63,44,46,58,55,62,63,toonraemaekers_BEL
Arnau Rafus,Spain,R. Valladolid CF,GK,63,65,63,70,64,25,63,arnaurafus_SPA
Sebastian Ramirez,Argentina,Huracán,RW,63,77,54,57,65,34,60,sebastianramirez_ARG
Grant-Leon Ranos,Armenia,M'gladbach,ST,63,62,65,53,65,27,56,grant-leonranos_ARM
Franco Ravizzoli,Argentina,Wycombe,GK,63,63,63,63,62,27,63,francoravizzoli_ARG
Arthur Read,England,Colchester,CDM,63,67,58,64,64,56,68,arthurread_ENG
Joe Redmond,Ireland,St. Pats,CB,63,54,33,45,52,62,71,joeredmond_IRE
Vicente Reyes,Chile,Cambridge Utd,GK,63,64,61,62,64,38,63,vicentereyes_CHI
Maykel Reyes,Ecuador,Delfín SC,RM,63,69,56,61,65,61,61,maykelreyes_ECU
Nico Rieble,Germany,Wehen Wiesbaden,LB,63,71,42,54,59,59,71,nicorieble_GER
Lasse Riess,Germany,1. FSV Mainz 05,GK,63,63,62,59,64,32,63,lasseriess_GER
Erik Ring,Sweden,Lincoln City,LM,63,80,54,56,63,33,69,erikring_SWE
Juan Pablo Rioja,Bolivia,Real Tomayapo,CB,63,49,31,53,45,62,73,juanpablorioja_BOL
Matthis Riou,France,En Avant Guingamp,CB,63,51,32,54,57,63,69,matthisriou_FRA
Oscar Rivas,Spain,Vitória SC,CB,63,57,32,43,42,63,67,oscarrivas_SPA
Thiago,Brazil,Puszcza,LM,63,76,49,59,66,48,58,thiago_BRA
Damian,Spain,RC Celta,CM,63,67,50,62,59,62,62,damian_SPA
Benjamin Rojas,Chile,Palestino,RB,63,70,38,54,53,59,61,benjaminrojas_CHI
Fernando Roman,Paraguay,Guaraní,CB,63,56,37,42,43,63,68,fernandoroman_PAR
Henry Rorig,Germany,Energie Cottbus,RB,63,78,47,63,62,53,62,henryrorig_GER
Danny Rose,England,Grimsby Town,ST,63,76,62,54,64,43,68,dannyrose_ENG
Colin Rosler,Norway,Malmö FF,CB,63,65,30,44,53,62,70,colinrosler_NOR
Leandro,Brazil,Radomiak Radom,RM,63,55,65,62,70,29,49,leandro_BRA
Tim Rossmann,Germany,Düsseldorf,LW,63,84,58,52,67,27,51,timrossmann_GER
Sebastian Ruiz Diaz,Paraguay,Sportivo Luqueño,LM,63,69,55,60,63,35,63,sebastianruizdiaz_PAR
Juan Saborido,Argentina,Platense,RB,63,65,31,50,58,59,63,juansaborido_ARG
Omar Sadik,Morocco,RCD Espanyol,ST,63,69,61,52,59,28,61,omarsadik_MOR
Rijad Sadiku,Bosnia-Herzegovina,FC Botoșani,CB,63,58,32,47,51,61,69,rijadsadiku_BOS
Kieran Sadlier,Ireland,Wycombe,LM,63,76,61,58,66,50,64,kieransadlier_IRE
Ryan Sailor,United States,Inter Miami CF,CB,63,63,24,34,39,64,69,ryansailor_UNI
Salazar,Spain,Estoril Praia,ST,63,52,67,48,62,23,48,salazar_SPA
Edilson Salinas,Argentina,Godoy Cruz,GK,63,63,62,65,63,34,66,edilsonsalinas_ARG
Mirko Salvi,Switzerland,FC Basel 1893,GK,63,64,59,61,64,40,63,mirkosalvi_SWI
Martin Samuelsen,Norway,FK Haugesund,ST,63,71,60,59,69,30,54,martinsamuelsen_NOR
Lucas Sanabria,Uruguay,Nacional,CDM,63,57,48,57,62,60,59,lucassanabria_URU
Florent Sanchez,France,OL,CM,63,65,53,66,66,50,56,florentsanchez_FRA
Isaias,Spain,Adelaide United,CDM,63,37,50,61,63,58,69,isaias_SPA
Diego Sanchez,Spain,R. Sporting,CB,63,72,37,57,61,63,65,diegosanchez_SPA
Theo Sander,Denmark,F.C. København,GK,63,64,62,63,65,39,62,theosander_DEN
Will Sands,United States,New England,LM,63,73,49,55,65,57,61,willsands_UNI
Ibou Sane,Senegal,FC Metz,ST,63,73,62,50,65,22,52,ibousane_SEN
Tom Sang,England,Port Vale,RB,63,60,48,58,61,61,65,tomsang_ENG
Gino Santilli,Argentina,Cerro Largo,GK,63,64,63,60,66,30,63,ginosantilli_ARG
Jabes Saralegui,Argentina,Boca Juniors,CM,63,69,55,60,66,56,62,jabessaralegui_ARG
Antoni Sarcevic,England,Bradford City,CM,63,47,62,64,64,57,70,antonisarcevic_ENG
Lukas Scepanik,Germany,Aleman. Aachen,LM,63,72,59,58,63,54,64,lukasscepanik_GER
Sem Scheperman,Netherlands,Heracles Almelo,CDM,63,56,60,60,64,56,73,semscheperman_NET
Niek Schiks,Netherlands,PSV,GK,63,63,62,63,60,18,64,niekschiks_NET
Frederik Schmahl,Germany,SV Elversberg,MOC,63,70,60,61,65,38,60,frederikschmahl_GER
Alexander Schmidt,Austria,Blau-Weiss Linz,ST,63,52,61,46,59,32,74,alexanderschmidt_AUS
Lewis Schouten,Netherlands,AZ,CDM,63,69,47,59,59,60,65,lewisschouten_NET
Lion Schuster,Austria,SV Sandhausen,CDM,63,68,45,58,62,63,61,lionschuster_AUS
Brian Schwake,United States,CD Castellón,GK,63,66,60,58,63,20,60,brianschwake_UNI
Julian Schwermann,Germany,Aleman. Aachen,CDM,63,70,54,55,61,59,79,julianschwermann_GER
Tim Sechelmann,Germany,SV Waldhof,CB,63,59,33,50,54,61,75,timsechelmann_GER
Steve Seddon,England,Motherwell,LB,63,70,48,59,62,57,66,steveseddon_ENG
Erlend Segberg,Norway,Kristiansund BK,CDM,63,44,54,61,62,57,71,erlendsegberg_NOR
Dennis Seimen,Germany,VfB Stuttgart,GK,63,64,58,61,65,40,59,dennisseimen_GER
Astrit Selmani,Kosovo,FC Dinamo 1948,ST,63,67,65,54,60,29,77,astritselmani_KOS
Lion Semic,Germany,VfL Osnabrück,RB,63,83,38,50,63,56,64,lionsemic_GER
Marvin Senger,Germany,Stal Mielec,CB,63,71,29,43,45,62,73,marvinsenger_GER
Luis Sequeira,Argentina,Ind. Rivadavia,MOC,63,66,57,63,66,38,56,luissequeira_ARG
Jakub Serafin,Poland,Puszcza,CDM,63,64,49,63,65,58,62,jakubserafin_POL
Alin Seroni,Romania,FC Botoșani,CB,63,31,35,43,35,62,69,alinseroni_ROM
Javi Serrano,Spain,Atlético de Madrid,CDM,63,69,56,58,62,59,65,javiserrano_SPA
Ismail Seydi,France,SK Rapid,LW,63,88,55,53,64,24,54,ismailseydi_FRA
Kacper Sezonienko,Poland,Lechia Gdańsk,ST,63,77,60,55,63,27,61,kacpersezonienko_POL
Jan Shcherbakovski,Belarus,Energie Cottbus,MOC,63,74,51,58,70,34,52,janshcherbakovski_BEL
Juljan Shehu,Albania,Widzew Łódź,CDM,63,57,51,61,56,62,62,juljanshehu_ALB
Yeljan Shinar,China,Henan FC,RB,63,76,39,50,57,61,67,yeljanshinar_CHI
Walid Shour,Lebanon,Brisbane Roar,CDM,63,66,52,55,58,60,70,walidshour_LEB
Craig Sibbald,Scotland,Dundee United,CM,63,78,58,60,65,57,58,craigsibbald_SCO
Adama Sidibeh,Gambia,St. Johnstone,ST,63,88,60,48,63,19,64,adamasidibeh_GAM
Kiki Silva,Portugal,Casa Pia AC,RW,63,72,62,59,65,43,51,kikisilva_POR
Jan-Carlo Simic,Serbia,RSC Anderlecht,CB,63,68,28,42,43,64,58,jan-carlosimic_SER
Tyreece Simpson,England,Stevenage,ST,63,84,60,52,60,44,78,tyreecesimpson_ENG
Scott Sinclair,England,Bristol Rovers,LM,63,70,58,59,65,41,60,scottsinclair_ENG
Bipin Singh,India,Mumbai City FC,LM,63,83,60,54,59,26,59,bipinsingh_IND
Michal Siplak,Slovakia,Puszcza,LM,63,70,45,59,65,59,73,michalsiplak_SLO
Jacques Siwe,France,En Avant Guingamp,ST,63,64,63,47,63,24,53,jacquessiwe_FRA
Vetle Skjaervik,Norway,Tromsø IL,CB,63,71,26,46,53,62,66,vetleskjaervik_NOR
Stefan Skrbo,Austria,WSG Tirol,LM,63,74,55,57,65,43,57,stefanskrbo_AUS
Dennis Slamar,Germany,Energie Cottbus,CB,63,72,40,54,55,61,70,dennisslamar_GER
Alistair Smith,England,AFC Wimbledon,CM,63,76,59,59,64,57,69,alistairsmith_ENG
Kane Smith,England,Stevenage,RB,63,77,48,53,62,56,63,kanesmith_ENG
Amadeus Sogaard,Sweden,IFK Norrköping,CB,63,59,34,53,57,63,69,amadeussogaard_SWE
Momodou Lamin Sonko,Sweden,KAA Gent,LW,63,80,61,50,69,17,52,momodoulaminsonko_SWE
Hugo Sotelo,Spain,RC Celta,CM,63,65,59,59,65,44,54,hugosotelo_SPA
Sebastian Soto,United States,Austria Klagenfurt,ST,63,67,64,46,63,22,58,sebastiansoto_UNI
Djibril Soumare,Senegal,Nacional,CDM,63,55,48,57,62,62,63,djibrilsoumare_SEN
Macauley Southam-Hales,Wales,Stockport,RB,63,88,45,57,64,56,55,macauleysoutham-hales_WAL
Kian Spence,England,Barrow,CM,63,69,59,63,65,57,69,kianspence_ENG
Casper Staring,Netherlands,NAC Breda,CDM,63,65,43,56,56,64,67,casperstaring_NET
Julian Stark,Germany,SC Verl,CM,63,63,52,61,66,60,66,julianstark_GER
Simon Stehle,Germany,Saarbrücken,ST,63,91,58,56,64,34,60,simonstehle_GER
Jack Stevens,England,Cambridge Utd,GK,63,63,62,63,63,41,62,jackstevens_ENG
Fin Stevens,Wales,FC St. Pauli,RB,63,62,44,60,63,59,64,finstevens_WAL
Ben Stevenson,England,Portsmouth,CM,63,65,60,63,64,59,66,benstevenson_ENG
Ryan Stirk,Wales,Walsall,CDM,63,71,50,59,61,57,70,ryanstirk_WAL
Jayden Stockley,England,Port Vale,ST,63,52,62,48,58,33,81,jaydenstockley_ENG
Oliver Strunz,Austria,SCR Altach,RM,63,70,65,54,66,29,74,oliverstrunz_AUS
Ignacio Suarez,Uruguay,Nacional,GK,63,65,60,61,66,38,63,ignaciosuarez_URU
Quinn Sullivan,United States,Philadelphia,ST,63,76,60,64,67,49,57,quinnsullivan_UNI
Jakub Surovcik,Slovakia,Sparta Praha,GK,63,67,63,65,64,29,59,jakubsurovcik_SLO
Sam Sutton,New Zealand,Well. Phoenix,LB,63,77,57,62,66,55,66,samsutton_NEW
Jayden Sweeney,England,Leyton Orient,LB,63,73,38,56,63,59,60,jaydensweeney_ENG
Kryspin Szczesniak,Poland,Górnik Zabrze,CB,63,72,27,45,43,64,70,kryspinszczesniak_POL
Serafin Szota,Poland,Śląsk Wrocław,CB,63,77,27,45,48,62,76,serafinszota_POL
Enrique Taborga,Bolivia,Always Ready,LB,63,71,45,56,60,58,63,enriquetaborga_BOL
Emanuel Taffertshofer,Germany,Wehen Wiesbaden,CDM,63,49,43,55,61,62,66,emanueltaffertshofer_GER
Madih Talal,France,East Bengal,MOC,63,52,59,63,66,51,65,madihtalal_FRA
Chemsdine Talbi,Belgium,Club Brugge,RM,63,79,52,57,71,29,40,chemsdinetalbi_BEL
Gregorio Tanco,Argentina,Spezia,CB,63,59,34,44,51,64,66,gregoriotanco_ARG
Jakob Tannander,Sweden,IK Sirius,GK,63,64,62,59,64,51,63,jakobtannander_SWE
Andrew Tarbell,United States,Houston Dynamo,GK,63,63,62,67,68,29,62,andrewtarbell_UNI
Fabio Tavares,Portugal,Coventry City,ST,63,84,64,58,67,30,56,fabiotavares_POR
Matty Taylor,England,Cheltenham Town,ST,63,66,63,56,64,27,60,mattytaylor_ENG
Dale Taylor,Northern Ireland,Wigan Athletic,ST,63,73,63,49,64,32,59,daletaylor_NOR
Richard Taylor,England,St. Mirren,CB,63,61,31,41,53,62,67,richardtaylor_ENG
Berkan Taz,Germany,SC Verl,MOC,63,72,54,60,70,31,57,berkantaz_GER
Franklin Tebo Uchenna,Nigeria,Sarpsborg 08,CB,63,75,34,42,44,60,78,franklintebouchenna_NIG
Charlie Telfer,Scotland,Ross County,MOC,63,75,61,61,67,53,57,charlietelfer_SCO
Doug Tharme,England,Grimsby Town,CB,63,57,22,39,43,63,74,dougtharme_ENG
Christian Theoharous,Australia,Central Coast,LM,63,81,58,53,66,31,41,christiantheoharous_AUS
Mamadou Thiam,Senegal,FC Univ. Cluj,ST,63,78,62,60,65,46,69,mamadouthiam_SEN
Curtis Thompson,England,Grimsby Town,CM,63,66,58,59,65,63,73,curtisthompson_ENG
Tommy Thompson,United States,SJ Earthquakes,RB,63,66,51,58,69,59,59,tommythompson_UNI
Dominic Thompson,England,Blackpool,LB,63,74,39,54,58,57,66,dominicthompson_ENG
George Thomson,England,Harrogate Town,RM,63,69,60,60,63,51,63,georgethomson_ENG
Simon Tibbling,Sweden,Sarpsborg 08,LM,63,60,53,62,65,50,59,simontibbling_SWE
Curtis Tilt,Jamaica,Salford City,CB,63,54,33,40,51,63,73,curtistilt_JAM
Joona Toivio,Finland,HJK Helsinki,CB,63,47,52,54,51,61,71,joonatoivio_FIN
Joe Tomlinson,England,MK Dons,LB,63,76,50,57,64,56,57,joetomlinson_ENG
Al Hassan Toure,Australia,AC Ajaccio,RM,63,85,59,56,63,31,68,alhassantoure_AUS
Mariano Troilo,Argentina,Belgrano,CB,63,46,29,43,46,62,73,marianotroilo_ARG
Troncho,Spain,SD Eibar,RM,63,70,61,60,63,36,53,troncho_SPA
Kabongo Tshimanga,England,Swindon Town,ST,63,79,60,48,65,26,72,kabongotshimanga_ENG
Ryan Tunnicliffe,England,Adelaide United,CDM,63,50,57,60,60,60,70,ryantunnicliffe_ENG
Jordan Turnbull,England,Tranmere Rovers,CB,63,50,27,43,47,62,78,jordanturnbull_ENG
Lukas Tursch,Austria,Blau-Weiss Linz,CDM,63,57,56,55,58,62,71,lukastursch_AUS
Ema Twumasi,Ghana,FC Dallas,RB,63,75,53,55,65,58,64,ematwumasi_GHA
Eric Uhlmann,Germany,Hannover 96,CB,63,71,47,56,61,62,66,ericuhlmann_GER
Laurin Ulrich,Germany,SSV Ulm 1846,CM,63,69,59,62,69,49,61,laurinulrich_GER
Jost Urbancic,Slovenia,Viking FK,LB,63,71,33,52,58,58,68,josturbancic_SLO
Lenny Vallier,France,En Avant Guingamp,LB,63,74,56,59,64,57,65,lennyvallier_FRA
Roshon van Eijma,Curacao,RKC Waalwijk,CB,63,74,30,36,39,63,65,roshonvaneijma_CUR
Liam van Gelderen,Suriname,RKC Waalwijk,RB,63,70,46,53,59,62,61,liamvangelderen_SUR
Lucas Varaldo,Argentina,Central Córdoba,ST,63,64,66,46,60,25,64,lucasvaraldo_ARG
Vaso Vasic,Serbia,FC Luzern,GK,63,63,63,64,63,46,64,vasovasic_SER
Franco Vega,Argentina,Huachipato,CM,63,66,47,63,64,50,57,francovega_ARG
Robin Velasco,Germany,Viktoria Köln,LM,63,72,55,59,65,30,46,robinvelasco_GER
Diego Vera,Paraguay,Sportivo Luqueño,LB,63,64,27,60,62,61,57,diegovera_PAR
Juan Vera,Argentina,S. Trinidense,CB,63,62,42,51,53,62,69,juanvera_ARG
Jozhua Vertrouwd,Netherlands,CD Castellón,LB,63,73,53,57,61,59,66,jozhuavertrouwd_NET
Ivan Vidaurre,Bolivia,Universitario,LB,63,59,36,58,51,64,66,ivanvidaurre_BOL
Jair Tavares,Portugal,Motherwell,LM,63,90,56,55,63,25,43,jairtavares_POR
Carlo Villanueva,Chile,Huachipato,MOC,63,68,57,58,64,38,59,carlovillanueva_CHI
Matty Virtue,England,Fleetwood Town,CM,63,66,57,59,65,61,64,mattyvirtue_ENG
Bohdan Viunnyk,Ukraine,Lechia Gdańsk,ST,63,73,62,52,60,30,61,bohdanviunnyk_UKR
Emiliano Viveros,Argentina,Argentinos Jrs.,RM,63,70,48,62,62,57,57,emilianoviveros_ARG
Andrei Vlad,Romania,FCSB,GK,63,62,61,69,68,41,58,andreivlad_ROM
Eric Voufack,Germany,Rot-Weiss Essen,RB,63,74,47,55,61,56,62,ericvoufack_GER
Patrick Vroegh,Netherlands,RKC Waalwijk,CM,63,57,53,61,63,55,61,patrickvroegh_NET
Ivan Vujica,Australia,Macarthur FC,LB,63,62,40,53,58,61,73,ivanvujica_AUS
Oliver Wahling,Germany,Blau-Weiss Linz,MOC,63,68,62,65,64,37,60,oliverwahling_GER
Silvan Wallner,Switzerland,Blau-Weiss Linz,CB,63,70,38,53,52,63,65,silvanwallner_SWI
Wang Tong,China,Shandong Taishan,RB,63,78,49,58,60,58,66,wangtong_CHI
Wang Ziming,China,Beijing FC,ST,63,81,61,50,61,32,71,wangziming_CHI
Martin Wasinski,Belgium,FC Schalke 04,CB,63,64,27,46,58,63,62,martinwasinski_BEL
Lukas Watkowiak,Germany,FC St. Gallen,GK,63,62,60,61,66,21,64,lukaswatkowiak_GER
Max Watson,Sweden,IFK Norrköping,CB,63,64,26,43,54,63,66,maxwatson_SWE
Max Watters,England,Barnsley,ST,63,75,62,51,62,31,63,maxwatters_ENG
Stephen Wearne,England,MK Dons,MOC,63,76,58,60,64,47,63,stephenwearne_ENG
Alexander Weidinger,Germany,Jahn Regensburg,GK,63,64,61,63,62,22,64,alexanderweidinger_GER
Victor Wernersson,Sweden,Västerås SK,LB,63,69,44,57,63,58,63,victorwernersson_SWE
Quentin Westberg,United States,Atlanta United,GK,63,62,63,62,63,24,64,quentinwestberg_UNI
Marco Weymans,Burundi,K. Beerschot VA,LB,63,77,46,56,61,58,69,marcoweymans_BUR
Joe White,England,MK Dons,CM,63,65,57,65,63,55,58,joewhite_ENG
Jordan White,Scotland,Ross County,ST,63,36,64,49,56,27,72,jordanwhite_SCO
Alfie Whiteman,England,Spurs,GK,63,68,58,56,71,32,60,alfiewhiteman_ENG
Dennis Widgren,Sweden,IK Sirius,LB,63,66,48,59,60,60,66,denniswidgren_SWE
Jannes Wieckhoff,Germany,Heracles Almelo,RB,63,77,44,55,61,56,62,janneswieckhoff_GER
Rasmus Wiedesheim-Paul,Sweden,Halmstads BK,ST,63,76,63,55,64,27,64,rasmuswiedesheim-paul_SWE
Rasmus Wikstrom,Sweden,Mjällby AIF,CB,63,63,30,49,57,62,62,rasmuswikstrom_SWE
Ryan Williams,Australia,Bengaluru FC,ST,63,79,62,60,67,49,65,ryanwilliams_AUS
Jonny Williams,Wales,Gillingham,LM,63,63,59,62,66,53,48,jonnywilliams_WAL
David Williams,Australia,Perth Glory,ST,63,74,62,54,63,39,67,davidwilliams_AUS
George Williams,England,Mansfield Town,RB,63,69,39,55,59,60,73,georgewilliams_ENG
Jordan Willis,England,Northampton,CB,63,71,29,51,63,61,71,jordanwillis_ENG
Dustin Willms,Germany,Aleman. Aachen,ST,63,89,62,55,62,47,65,dustinwillms_GER
